generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.36069612828942793,0.21157406882286622,2.5388888258743947,8.0,25,nan,nan,nan
1,0.36069612828942793,0.20987316178042678,7.555433824095364,24.0,61,0.13278243334559425,0.0028815433250416154,0.041209869042927484
2,0.36069612828942793,0.2186784886370123,9.403175011391529,28.666666666666668,99,0.07415476800028667,0.001026147444698177,0.025983099259545842
3,0.36069612828942793,0.21867311788576824,10.496309658516875,32.0,139,0.10591600658325231,0.0014525220708383494,0.03088259046589199
4,0.36069612828942793,0.21912763175444847,11.175509219476872,34.0,179,0.114224156406597,0.001231877412672916,0.026735152518046184
5,0.36069612828942793,0.22255016599064018,11.572608631513289,34.66666666666667,219,0.09550438071659725,0.0010618904987317601,0.02409049641502082
6,0.36069612828942793,0.22521526442228815,12.386839543225848,36.666666666666664,265,0.09804755451985722,0.0008106790953716045,0.021118605834636952
7,0.3626740752322592,0.23045145802286285,12.905281649280319,37.333333333333336,306,0.0694602772381438,0.0007253900606024347,0.021629185149735445
8,0.3626740752322592,0.23042119831098756,13.134008303726292,38.0,350,0.10952488813068095,0.0010312004338628557,0.02492854050707364
9,0.3626740752322592,0.2325309040563941,13.486792435270857,38.666666666666664,385,0.08966221944837596,0.0009746996866814553,0.023466931010807133
10,0.3626740752322592,0.23407521815411558,13.81043787109282,39.33333333333333,427,0.07276732230465399,0.0008736911210199905,0.02513695927280261
11,0.3626740752322592,0.23602600867495396,14.161560520497238,40.0,467,0.06687492847264917,0.0009289046827333384,0.02423749543997119
12,0.3626740752322592,0.23574314862179938,14.616075214551561,41.333333333333336,507,0.09941406743300979,0.0009457560020945898,0.023011144867884293
13,0.3626740752322592,0.23887906066002784,15.288259882241782,42.66666666666667,547,0.05962736690624232,0.001067845592056685,0.027857985442333123
14,0.3626740752322592,0.24264897704182875,15.77218350771887,43.333333333333336,590,0.0776174480014519,0.0009693499817314728,0.0253914149706554
15,0.3626740752322592,0.2447709369144209,16.64442371018062,45.33333333333333,639,0.08722818419485141,0.0008129269284190369,0.021828316115177014
16,0.36718910631299717,0.2432741208094125,17.759010819087113,48.66666666666667,682,0.11027636041352054,0.0015276361109627704,0.02855789510612819
17,0.37339974427013806,0.24852440025105765,18.390805618578266,49.333333333333336,739,0.08911569136452013,0.0010614102083482642,0.02625195556953496
18,0.38198241753307205,0.2526651195195896,18.94988396396922,50.0,793,0.12429450356292795,0.0019830061867971145,0.03615701849807152
19,0.38198241753307205,0.2516369271165873,19.124406460860634,50.66666666666667,841,0.07041451996340942,0.0012033257455105993,0.028181368994168798
20,0.38198241753307205,0.2543766242740839,19.587000069104462,51.33333333333333,897,0.09331567726966017,0.0012322924863177093,0.027464789947921044
21,0.38198241753307205,0.24984486952943574,20.237434431884296,54.0,949,0.08162009153398345,0.0009889545279642216,0.02487089973845319
22,0.38198241753307205,0.25283586134478486,20.479704768927572,54.0,998,0.06520290459016381,0.0008871380371462871,0.024427938367358654
23,0.38198241753307205,0.2568755138909178,21.320667652946174,55.333333333333336,1054,0.11932646281515089,0.0015997045571665373,0.03020536224741677
24,0.38306815613585393,0.2566327459485995,21.55715065968236,56.00000000000001,1104,0.12482464523336423,0.001113727025354203,0.025017950847746478
25,0.38306815613585393,0.25628617731944864,22.55318360411148,58.666666666666664,1160,0.08331832177848245,0.0012246034729458306,0.02811665943267953
26,0.38306815613585393,0.2593772839408719,22.825200986796727,58.666666666666664,1215,0.08807317772601023,0.0012643041970097609,0.028610881244636666
27,0.38306815613585393,0.26240396289528145,23.09154873478477,58.666666666666664,1271,0.14540810186151562,0.0013620887807943185,0.027735890463056762
28,0.38306815613585393,0.26248071352012897,23.623264216811606,60.0,1328,0.11267665861375317,0.0009210176916364905,0.022791185773221725
29,0.38306815613585393,0.2628918241253338,24.186047819530707,61.33333333333333,1384,0.09369012040659125,0.0013171252950788827,0.027422065058627293
30,0.3898205225247233,0.2655331621070428,24.429050913847938,61.33333333333333,1447,0.08526009554916525,0.001094951222567034,0.026282129976451428
31,0.3898205225247233,0.2661998086778413,24.756582207039244,62.0,1500,0.09417851528651383,0.0014065521847970257,0.030015044409183157
