generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.1361102707135904,0.06885075112341589,0.5508060089873271,5.333333333333334,19,nan,nan,nan
1,0.15252198595144867,0.06155312791981702,1.9081469655143277,20.666666666666668,50,0.07701228954989832,0.0019518765852642186,0.038175039452707164
2,0.16922817653560093,0.06651581666145966,2.860180116442765,28.666666666666668,90,0.0663471240348063,0.0009490632716599856,0.02487048813929336
3,0.18552199426299726,0.07471186447784105,3.58616949493637,32.0,132,0.10048916866968124,0.001326584322341436,0.026862664647868018
4,0.18552199426299726,0.08277611503068633,4.2215818665650024,34.0,175,0.09004004260785278,0.001339657986255493,0.02802251984885944
5,0.18552199426299726,0.08935674524244847,4.825264243092217,36.0,220,0.08357033725309507,0.0011253943969938068,0.027502068067832397
6,0.1882763660183337,0.09773554784227083,5.473190679167167,37.333333333333336,261,0.07926855612735142,0.0010798000990801726,0.02671553269526185
7,0.19591434915778624,0.10189495381453272,5.909907321242898,38.666666666666664,308,0.10215879078573592,0.001368727530613386,0.03066045600684848
8,0.20437786560662063,0.1075326437782177,6.236893339136627,38.666666666666664,351,0.1025229786281433,0.00169215327879205,0.03380255848422338
9,0.20437786560662063,0.10951587890954868,6.461436855663372,39.33333333333333,394,0.1077936286902136,0.001004702043771314,0.024414205256281293
10,0.2220835047144906,0.11014148956861372,6.718630863685437,40.666666666666664,439,0.12207722102933333,0.0025708788532825488,0.03959319853207864
11,0.2220835047144906,0.11185096469211916,7.046610775603507,42.0,489,0.09688133773157925,0.0012590400530833451,0.027569591367609347
12,0.2220835047144906,0.11346415968232933,7.488634539033735,44.0,533,0.11599640746847945,0.0013732404565318622,0.02807838426200643
13,0.22540513472644516,0.1169104931159528,7.94991353188479,45.33333333333333,579,0.101029001511947,0.001744991303580984,0.03510849119214271
14,0.22540513472644516,0.11778937661728864,8.363045739827493,47.333333333333336,634,0.1121534815540861,0.002092623801976272,0.03580399018614419
15,0.22540513472644516,0.11500418194855205,8.625313646141404,50.0,685,0.08490924141818332,0.0011811787203251357,0.02791484786593698
16,0.22540513472644516,0.11931860408099525,8.948895306074643,50.0,741,0.0922557998581147,0.0012443017685056929,0.02945173065519662
17,0.22540513472644516,0.11968313699213003,9.215601548394012,51.33333333333333,795,0.09518540053844793,0.0016860780485920739,0.030933877161325014
18,0.23455079168223386,0.12294123955243741,9.46647544553768,51.33333333333333,851,0.10312323216867003,0.0018144389184233875,0.0350594511130285
19,0.23455079168223386,0.12338339187619429,9.74728795821935,52.666666666666664,906,0.09723183723943496,0.0017008412099405361,0.032772126316652855
20,0.23455079168223386,0.12459988162773909,9.967990530219128,53.333333333333336,955,0.12284473908193672,0.0018880468226914063,0.03425643434432846
21,0.23455079168223386,0.12479265184917512,9.98341214793401,53.333333333333336,1008,0.145403478214779,0.001783028840401516,0.029959125531773587
22,0.23455079168223386,0.1256338012403561,10.05070409922849,53.333333333333336,1061,0.08554149587692504,0.001062961065443893,0.025685140642212206
23,0.23455079168223386,0.12746045355201904,10.196836284161524,53.333333333333336,1110,0.11391891320778827,0.0014387257238165116,0.028863750066290387
24,0.23455079168223386,0.1285283535256466,10.410796635577373,54.0,1164,0.11184639008561745,0.0023506374340519884,0.03945097424443535
25,0.23455079168223386,0.12930710008003257,10.47387510648264,54.0,1217,0.08855603560746306,0.0015837947380742611,0.03300272197691122
26,0.23455079168223386,0.13154419071760753,10.65507944812621,54.0,1269,0.14298553510004633,0.0024175148633657426,0.03785632274907398
27,0.23455079168223386,0.13341788086673534,10.806848350205563,54.0,1320,0.09989471488704582,0.0013745420341382411,0.029154147284162508
28,0.23455079168223386,0.13356442451870174,10.952282810533543,54.666666666666664,1375,0.11217674392522611,0.0017972155090593917,0.03271553577360211
29,0.23455079168223386,0.13385010444889398,10.975708564809306,54.666666666666664,1427,0.09944206700560067,0.0015344053029295558,0.029727561410091682
30,0.23455079168223386,0.13369733632205458,11.09687891473053,55.333333333333336,1481,0.08142372815062136,0.0011883362925835595,0.02756079426558113
31,0.23455079168223386,0.13372076595490992,11.098823574257523,55.333333333333336,1500,0.1541122218407135,0.0030634254999674544,0.035407110352640124
