generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.14681337225064217,0.07188129800255673,0.7188129800255673,6.666666666666667,22,nan,nan,nan
1,0.16813114721164452,0.06669772174434037,1.7341407653528496,17.333333333333336,48,0.09388953798638477,0.0036850643059013867,0.05678837541902825
2,0.17697272067513237,0.06764257817255512,2.096919923349209,20.666666666666668,75,0.08101550227242356,0.0017005119634548728,0.03513489422102553
3,0.17697272067513237,0.07265993588300032,2.688417627671012,24.666666666666668,107,0.0819651978613918,0.0012548391519129156,0.02767766446006451
4,0.17697272067513237,0.08652008904981781,3.460803561992712,26.666666666666668,142,0.06323311051235932,0.001024519925815773,0.026585528297757496
5,0.17697272067513237,0.09378469538577217,4.126526596973975,29.333333333333332,182,0.10457951251426814,0.0010153277315528976,0.02328426017429861
6,0.17697272067513237,0.0942531413105794,4.335644500286652,30.666666666666664,223,0.08574708303471598,0.0013231172981307824,0.029191183709327464
7,0.19701425561482702,0.09846586328846703,4.62789557455795,31.333333333333336,262,0.16112184902549165,0.0015947431336208755,0.02840554162501359
8,0.2127517990656073,0.0966592197215911,4.929620205801146,34.0,302,0.1165365640959117,0.0012896191952256446,0.02606234425724171
9,0.2127517990656073,0.10137441031181954,5.271469336214616,34.66666666666667,341,0.10715447704643166,0.0018193182692221254,0.032040174741804164
10,0.2127517990656073,0.1001807975933203,5.409763070039296,36.0,379,0.08029136526235382,0.0012758119911859182,0.028472785090650293
11,0.2127517990656073,0.10020953953999163,5.711943753779523,38.0,418,0.08320280700419437,0.0015820651038828946,0.03296190530407599
12,0.23835734843444123,0.10710995834832673,6.105267625854624,38.0,461,0.07979473399131952,0.001847752162547843,0.03692330446227975
13,0.23835734843444123,0.1078486015460157,6.363067491214926,39.33333333333333,505,0.08255923159465949,0.0019128155682824844,0.03887091387458283
14,0.23835734843444123,0.1125704877322629,6.641658776203511,39.33333333333333,549,0.09960838938005909,0.0011972151223599225,0.026958157717638178
15,0.23835734843444123,0.11156883964088526,6.805699218094001,40.666666666666664,592,0.09382760295000761,0.0015908356028422506,0.0323352378885807
16,0.23835734843444123,0.10944607507715103,7.004548804937666,42.66666666666667,635,0.07970938102256483,0.0011361934262997132,0.02709574030187419
17,0.23835734843444123,0.1057629671221405,7.086118797183413,44.666666666666664,676,0.113092045364483,0.0009203004509781355,0.02257824284711214
18,0.23835734843444123,0.10541184604974753,7.168005531382832,45.33333333333333,715,0.04836715017692081,0.0008375427242487113,0.026344221557525218
19,0.23835734843444123,0.10486809569998949,7.235898603299275,46.0,762,0.0798435133135162,0.001171446628049027,0.027735261914397343
20,0.23835734843444123,0.10630261994065325,7.3348807759050745,46.0,804,0.11408308505418326,0.00157136048122074,0.03050831786300337
21,0.23835734843444123,0.10572267274064287,7.400587091845001,46.666666666666664,846,0.10486503388656786,0.0013709871226274262,0.029334911509893948
22,0.2506983651338143,0.1064529588415342,7.7710659954319965,48.66666666666667,889,0.11705909065397219,0.0018998480846698972,0.03260856450005115
23,0.2506983651338143,0.10609659503384657,7.851148032504645,49.333333333333336,935,0.09244334125706302,0.0011818166798259163,0.0262667673411279
24,0.2506983651338143,0.10548864616622693,8.122625754799474,51.33333333333333,984,0.10097024264240553,0.0016840645929571759,0.03211734072404977
25,0.2506983651338143,0.10614892839893637,8.279616415117037,52.0,1028,0.10142217468902573,0.0017148697418471527,0.032321358451570165
26,0.2506983651338143,0.10656890814180063,8.31237483506045,52.0,1067,0.08985724057181463,0.0014367717604505507,0.02905013263284296
27,0.2506983651338143,0.10615981291636703,8.492785033309362,53.333333333333336,1114,0.0916235789290014,0.001006441142917797,0.02503483232107669
28,0.2506983651338143,0.10704140323779246,8.563312259023396,53.333333333333336,1164,0.12891914359320644,0.0016757058132368815,0.03197417110755885
29,0.2506983651338143,0.10835370715982699,8.776650279945986,54.0,1216,0.11211205032376917,0.001643733227578918,0.03126832733169498
30,0.2506983651338143,0.10965149595915565,8.881771172691607,54.0,1264,0.09652682512554764,0.001058875469612415,0.022293967468083306
31,0.2506983651338143,0.11063381526045409,8.961339036096781,54.0,1309,0.1175869111230657,0.0014305552726884055,0.02879226861913192
32,0.2506983651338143,0.10973587463888756,9.108077595027668,55.333333333333336,1353,0.15719446998973577,0.002285415459609836,0.03840172122682431
33,0.2506983651338143,0.10927104248335896,9.178767568602153,56.00000000000001,1401,0.08940145880128497,0.0007308345328780396,0.021069518278385647
34,0.2506983651338143,0.108722545066714,9.24141633067069,56.666666666666664,1442,0.12039315893503846,0.001505309637556562,0.029517582623922796
35,0.2506983651338143,0.10919499167043721,9.281574291987162,56.666666666666664,1491,0.08655132689966999,0.0008033839411493749,0.022102932077718553
36,0.2506983651338143,0.10933869403652637,9.29378899310474,56.666666666666664,1500,0.08857071716151034,0.0009928815649552932,0.01917542115130866
