descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",,[0 0 0 ... 1 0 0],0.35454545454545455,,"('database', 'no reaction', 'no parent')",,,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2
"[0.3309867964242425, 0.49849000000000004, 0.3226428571428572, 0.6280088888888896]",0.030193256727679085,[0 0 0 ... 0 0 0],0.23577235772357724,13.0,"('crossover', 'COCN1CCN(c2c(C)c3c(c(C)c2O)OC(C)(C)C3)CC1', 'Cc1c(C)c2c(c(-c3cc([N+](=O)[O-])no3)c1C)CCC(C)(C)O2')",0.26159821540536504,0.0013373499275323836,COCCN1CCN(c2c(C)c3c(c(C)c2O)OC(C)(C)C3)CC1
"[0.6489252845454545, 0.7414266666666672, 0.5835714285714285, 0.8809800000000005]",0.09900523651685628,[0 0 0 ... 1 0 0],0.5221238938053098,14.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCCc1ccc(OC(F)(F)F)cc1', 'COc1ccc(CC2COc3c(C)c(CC4SC(=O)NC4=O)c(C)c(O)c3C2=O)cc1')",0.47298897635425463,0.0015973984833370595,COc1ccc(CC2COc3c(C)c(CC4SC(=O)NC4=O)c(C)c(C)c3C2=O)cc1
"[0.19731205776969699, 0.7325100000000004, 0.27635714285714286, 0.2979088888888893]",0.06436699262893963,[0 0 0 ... 0 0 0],0.36633663366336633,16.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccccc1)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCCc1ccc(OC(F)(F)F)cc1')",0.3624439157058627,0.0022100535903890293,Cc1c(C)c2c(c(C)c1O)CCC(C)(OC(F)(F)F)O2
"[0.9185211848363637, 0.9249000000000005, 0.6920714285714286, 0.8521911111111112]",0.05825302975196009,[0 0 0 ... 0 0 0],0.175,18.0,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.2228871760934235,0.00230657009669615,O=C(NCc1ccc(OC(F)(F)F)cc1)c1ccc(O)c(C(=O)NCc2ccc(OC(F)(F)F)cc2)c1
"[0.6549230559272726, 0.640956666666667, 0.7280714285714286, 0.8468444444444448]",0.36363019054238516,[0 0 0 ... 1 0 0],0.5221238938053098,21.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'COc1ccc(CC2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1')",0.36363019054238516,6.156292707145958e-05,COc1ccc(CC2COc3c(C)c(CC4SC(=O)NC4=O)c(C)c(O)c3C2=O)cc1
"[0.21529300752727273, 0.20138333333333333, 0.7480714285714286, 0.3429822222222223]",0.3573772190275388,[0 0 0 ... 0 0 0],0.330188679245283,24.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')",0.3573772190275388,6.539246918002372e-05,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NO
"[0.2520909280606061, 0.5565733333333336, 0.17814285714285716, 0.5008888888888894]",0.27030445282877535,[0 0 0 ... 0 0 0],0.2066115702479339,35.0,"('crossover', 'CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(C)O3)CC1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.27030445282877535,0.002455167841593651,CON1CCN(c2c(C)c(C)c3c(c2F)CC(C)(C)O3)CC1
"[0.5246364490424241, 0.5617033333333336, 0.6035714285714285, 0.7647988888888891]",0.012852092999874332,[0 0 0 ... 0 0 0],0.3865546218487395,37.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'COc1ccc(CCNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2OC)cc1')",0.3787057515364597,0.0014575646573753232,COc1ccc(CCNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2C)cc1
"[0.6036358242303029, 0.7971400000000007, 0.7774285714285716, 0.8321377777777782]",,[0 0 0 ... 0 0 0],0.34375,,"('database', 'no reaction', 'no parent')",,,Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2
