descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.3125524458181818, 0.5246933333333335, 0.6285000000000001, 0.5531722222222225]",0.05544526253843379,[0 0 0 ... 0 0 0],0.411214953271028,2,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=C-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CC1=NC(=O)NC1=O)O2')",0.40999071708388835,0.001198288948294218,C=CC1(CC2=NC(=O)NC2=O)CCc2c(C)c(O)c(C)c(C)c2O1
"[0.6754947507757575, 0.9597400000000004, 0.26371428571428573, 0.4391111111111114]",0.2632551819725433,[0 0 0 ... 0 0 0],0.23076923076923078,6,"('crossover', 'CNOc1c(O)c(C)c(C)c2c1CCC(C)(CC1SC(=O)NC1=O)O2', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(OC(F)(F)F)O2')",0.2632551819725433,0.0010831855741249554,Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(OC(F)(F)F)CC2
"[0.28522489252121214, 0.5091100000000001, 0.3957142857142857, 0.5303911111111117]",0.08164896878927758,[0 0 0 ... 1 0 0],0.2920353982300885,13,"('crossover', 'CNOc1ccc(CC2COc3c(C)c(CC4SCNC4=O)c(C)c(C)c3C2=O)cc1', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(OC(F)(F)CC1CNC(=O)S1)O2')",0.3174213265128548,0.0014376180178873172,Cc1c(C)c2c(c(C)c1CC1SCNC1=O)OCC(C)C2=O
"[0.655033315042424, 0.8123766666666671, 0.6061428571428571, 0.8914500000000005]",1.0633099257835874e-75,[0 0 0 ... 0 0 0],1.0,14,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CC1C(=O)C1=O)O2', 'CNCOc1ccc(CC2SC(=O)NC2=O)cc1')",0.6602082474349333,0.0009287214211454366,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.23978372463030304, 0.7975266666666672, 0.27635714285714286, 0.3492088888888893]",0.011006842033476794,[0 0 0 ... 0 0 0],0.41,16,"('crossover', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(OC(F)(F)COF)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CC(F)(F)F)O2')",0.41917010733959925,0.000785352392159395,Cc1c(C)c2c(c(C)c1O)CCC(C)(CC(F)(F)OF)O2
"[0.818584025842424, 0.9750933333333341, 0.6061428571428571, 0.8929500000000006]",2.94277511293956e-103,[0 0 0 ... 0 0 0],0.5614035087719298,18,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c(C(F)(F)F)c(C)c2c1OC(C)(NOc1ccc(CC3SC(=O)NC3=O)cc1O)CC2')",0.527944262715416,0.0009046343407620236,Cc1c(C)c(C(F)(F)F)c(C)c2c1OC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1O)CC2
"[0.433404518581818, 0.8963600000000005, 0.1977857142857143, 0.3855777777777781]",0.01122283398962437,[0 0 0 ... 0 0 0],0.2818181818181818,19,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(OC(F)(F)F)O2')",0.2831526585510279,0.0013704035217101955,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(OC(F)(F)F)O2
"[0.5974277501575755, 0.45552666666666664, 0.814, 0.757424444444445]",0.055512103278662184,[0 0 0 ... 0 0 0],0.6019417475728155,21,"('crossover', 'COc1ccc(CCNC(=O)CCNC(=O)CC2SC(=O)NC2=O)cc1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CO)cc1)O2')",0.6121158768635678,0.0010211206209650298,Cc1c(C)c2c(c(C)c1O)CCC(C)(COCNC(=O)CC1SC(=O)NC1=O)O2
"[0.32778441277575754, 0.23940999999999998, 0.8119999999999999, 0.5345511111111114]",0.006033694807170509,[0 1 0 ... 0 0 0],0.4423076923076923,24,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C(N)C1=NC(=O)NC1=O)O2')",0.43321816066726604,0.0012478519258905037,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(N)C1NC(=O)NC1=O)O2
"[0.5274029781090909, 0.29597333333333326, 0.8779285714285715, 0.5342511111111115]",0.35237088578936204,[0 0 0 ... 0 0 0],0.35135135135135137,27,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C1(N)NC(=O)NC1=O)O2', 'Cc1c(O)c(OBr)c(C)c2c1CCC(C)(c1cc(-c3cc([N+](=O)[O-])no3)no1)O2')",0.35237088578936204,0.0010519086243200603,Cc1c(O)c(C)c(OBr)c2c1CCC(C)(C1(N)NC(=O)NC1=O)O2
