generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.359993972944908,0.2217648855416126,1.7741190843329009,5.333333333333334,20,nan,nan,nan
1,0.359993972944908,0.20269067933081644,7.094173776578575,23.333333333333332,55,0.13187430816455312,0.004024150566626668,0.052610760577221805
2,0.359993972944908,0.21112109814732566,8.655965024040352,27.333333333333332,91,0.09801243193308638,0.0014292208906986946,0.028430770122995965
3,0.37266191840929924,0.2178896712615814,10.240814549294326,31.333333333333336,129,0.1161471480311157,0.0016373337970394016,0.030255314590773026
4,0.44325423534371794,0.21902836471784595,10.951418235892298,33.33333333333333,169,0.11978136360765396,0.002474557862697134,0.03701019764750302
5,0.44325423534371794,0.22577060533964918,11.965842083001407,35.333333333333336,209,0.11778112464954688,0.0017181384962519982,0.02945843432434695
6,0.44325423534371794,0.2335570142312918,12.612078768489758,36.0,251,0.08713086356370911,0.0014766646296299672,0.030574420767213586
7,0.44325423534371794,0.23559795597522487,13.900279402538267,39.33333333333333,302,0.10009087533831887,0.0014597671635734751,0.028262897615011235
8,0.44325423534371794,0.24228475766225366,14.779370217397473,40.666666666666664,351,0.06706823304354823,0.0010214873023040103,0.02586666220332317
9,0.44325423534371794,0.24439662468692425,15.152590730589303,41.333333333333336,394,0.06448053069257664,0.0008847937936791585,0.025163731354804066
10,0.44325423534371794,0.24769521673245873,16.100189087609817,43.333333333333336,440,0.07912454772703648,0.0011480932776435585,0.026981255031677417
11,0.44325423534371794,0.24368039180589207,16.57026664280066,45.33333333333333,489,0.06516674973576086,0.0007653932712979646,0.021637311574909796
12,0.44325423534371794,0.2464817034953575,17.253719244675025,46.666666666666664,543,0.0991275139199718,0.0007973778399852928,0.020836288415906352
13,0.44325423534371794,0.24739815439636093,17.565268962141626,47.333333333333336,595,0.138104155235687,0.0011815519534070324,0.025322494830819164
14,0.44325423534371794,0.24499362706502925,18.374522029877195,50.0,645,0.07422381794713612,0.0008577590518435302,0.02353736111018542
15,0.44325423534371794,0.25044715715343613,18.78353678650771,50.0,695,0.08798315869072154,0.0009776313789536626,0.024044545094785846
16,0.44325423534371794,0.2498065285768703,19.235102700419013,51.33333333333333,751,0.057981445728237685,0.0005055857744033219,0.01822145007048532
17,0.44325423534371794,0.25238337409415945,19.685903179344436,52.0,812,0.057285297734019885,0.0006803015249074174,0.020649379820885518
18,0.44325423534371794,0.2535068561193094,20.280548489544753,53.333333333333336,873,0.08705233326687878,0.0008100058777204767,0.02159279506617374
19,0.44325423534371794,0.2554241886000816,20.68935927660661,54.0,927,0.06285679648102832,0.0006980580454106019,0.02167607511222514
20,0.44325423534371794,0.25568894169499234,20.96649321898937,54.666666666666664,982,0.08780256583805476,0.0007534856360552661,0.021114857911052037
21,0.44325423534371794,0.2573953704133425,21.106420373894085,54.666666666666664,1033,0.06496701774598995,0.0006609671212756841,0.020308462624122853
22,0.44325423534371794,0.2557885811315254,21.486240815048134,56.00000000000001,1090,0.09618890721697632,0.0008111593421924149,0.021092749440599527
23,0.44325423534371794,0.2570656289258302,21.593512829769736,56.00000000000001,1141,0.06561386465931954,0.00045389361769718303,0.01653908128099284
24,0.44325423534371794,0.2566793186573859,22.07442140453519,57.333333333333336,1193,0.0590752680250089,0.0005131342405464615,0.017626819041247046
25,0.44325423534371794,0.25825239886637524,22.20970630250827,57.333333333333336,1251,0.09251855451488494,0.0008934427591577614,0.02284057101153359
26,0.44325423534371794,0.2590919771684748,22.281910036488835,57.333333333333336,1304,0.0780518345928215,0.0008407090530912071,0.02043278202333037
27,0.44325423534371794,0.2592092880170343,22.81041734549902,58.666666666666664,1362,0.09269817260976096,0.0007493931334079229,0.020912075651976284
28,0.44325423534371794,0.2573057158107294,23.157514422965647,60.0,1417,0.07240358872179453,0.0008132577032345558,0.02280342079079503
29,0.44325423534371794,0.257706473754783,23.19358263793047,60.0,1478,0.09230998384185754,0.0010937421541433266,0.024149897739111376
30,0.44325423534371794,0.2580310613632028,23.222795522688255,60.0,1500,0.04231167372755998,0.0004169112048735596,0.015863095302299634
