descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.33098679642424234, 0.5225433333333336, 0.24407142857142858, 0.6229000000000007]","tensor(0.1079, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.09354411456589512,4.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(CO)O3)CC1')","tensor(0.1079, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",COCC1(C)Cc2c(C)c(N3CCN(OC)CC3)c(C)c(C)c2O1,4
"[0.28851512956363606, 0.2889066666666667, 0.40121428571428575, 0.5707955555555561]","tensor(0.0224, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1096161306229385,13.0,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(CO)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(-c2cc(-c3ccccc3)on2)cc1')","tensor(0.1309, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",Cc1c(CO)c2c(c(C)c1N1CCN(C)CC1)CC(C)(CO)O2,13
"[0.6367432640969698, 0.8092033333333336, 0.7484999999999999, 0.8709355555555558]",,[0 0 0 ... 0 0 0],0.143171423044239,,"('database', 'no reaction', 'no parent')",,,Cc1oc(-c2ccccc2)nc1CCC(=NO)c1ccc(CC2SC(=O)NC2=O)cc1,14
"[0.8243662866666667, 0.9626533333333339, 0.604, 0.9502744444444448]","tensor(0.1295, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12522384946592835,18.0,"('mutation', '[#8:1]>>[#35:1]', 'Cc1oc(-c2ccccc2)nc1CCC(=NO)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1295, dtype=torch.float64)","tensor(3.4633e-05, dtype=torch.float64)",Cc1oc(-c2ccccc2)nc1CCC(=NBr)c1ccc(CC2SC(=O)NC2=O)cc1,18
"[0.5940612945454545, 0.46900000000000003, 0.9049285714285714, 0.7083211111111115]","tensor(0.0333, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1445939129128165,21.0,"('crossover', 'CN(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(C=C2SC(=O)NC2=O)cc1')","tensor(0.1680, dtype=torch.float64)","tensor(0.0002, dtype=torch.float64)",CN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,21
"[0.318286101660606, 0.10849999999999986, 0.7412857142857143, 0.4122033333333336]","tensor(0.1277, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.10980388467294655,24.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)no3)c1O)CCC(C)(C)O2', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1277, dtype=torch.float64)","tensor(5.8060e-05, dtype=torch.float64)",CN(CO)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,24
"[0.5638056886787879, 0.31723666666666667, 0.9272142857142858, 0.6291255555555557]","tensor(0.1267, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11725287169699923,27.0,"('crossover', 'COc1ccc(CC2COc3c(OC)c(O)c(C)c(O)c3C2=O)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1267, dtype=torch.float64)","tensor(5.1622e-05, dtype=torch.float64)",Cc1oc(O)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,27
"[0.5158208842060605, 0.620021666666667, 0.49300000000000005, 0.8459833333333339]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 1 0],0.2669630074512247,37.0,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=N', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(CO)O4)CC2)cc1')","tensor(0.1463, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",Cc1c(C)c(N2CCN(c3ccc(OC=N)cc3)CC2)c(C)c2c1OC(CO)C2,37
"[0.564015991369697, 0.7142833333333337, 0.7953571428571428, 0.8018077777777779]","tensor(0.1211, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1627362032139351,38.0,"('crossover', 'CCCC(=NO)c1ccc(CC2SC(=O)NC2=O)cc1', 'CN(CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1211, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",CCCC(=NO)c1ccc(C(=NO)c2ccc(CC3SC(=O)NC3=O)cc2)cc1,38
"[0.4704435704969695, 0.8600933333333342, 0.17814285714285716, 0.8498222222222229]","tensor(0.0199, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.12861822198648112,40.0,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(CO)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(CO)O4)CC2)cc1')","tensor(0.1471, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",CCC1Cc2c(C)c(N3CCN(c4ccc(OC)cc4)CC3)c(C)c(C)c2O1,40
