descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3215123103151515, 0.5469366666666667, 0.7015714285714285, 0.5306233333333339]","tensor(0.1115, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.10912330318432335,2.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-N', 'Cc1oc(-c2ccccc2)nc1CCCC1SC(=O)NC1=O')","tensor(0.1115, dtype=torch.float64)","tensor(0.0006, dtype=torch.float64)",Cc1oc(-c2ccccc2)nc1C(N)CCC1SC(=O)NC1=O,2
"[0.33098679642424234, 0.5225433333333336, 0.24407142857142858, 0.6229000000000007]","tensor(0.1079, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.09354411456589512,4.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(CO)O3)CC1')","tensor(0.1079, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",COCC1(C)Cc2c(C)c(N3CCN(OC)CC3)c(C)c(C)c2O1,4
"[0.27015699752727274, 0.5445233333333336, 0.4208571428571429, 0.544806666666667]","tensor(0.0145, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12118917922972161,13.0,"('crossover', 'COc1ccc(-c2c(C)c(C)c3c(c2C)CC(CO)O3)cc1', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)on2)cc1')","tensor(0.1241, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",COc1ccc(-c2c(C)c3c(c(C)c2CO)OC(CO)C3)cc1,13
"[0.5552004265333332, 0.7181666666666672, 0.5847857142857144, 0.8769044444444449]","tensor(0.0402, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.2443835334211356,14.0,"('crossover', 'Cc1c(C)c(N2CCN(c3ccc(OC=N)cc3)CC2)c(C)c2c1OC(CO)C2', 'Cc1oc(-c2ccccc2)nc1CCC(CC1SC(=O)NC1=O)=NO')","tensor(0.1834, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",Cc1c(C)c(N2CCN(c3ccc(OC=N)cc3)CC2)c(C)c2c1OC(OC=N)C2,14
"[0.13359153589090916, 0.8024000000000006, 0.2518571428571429, 0.3775333333333336]","tensor(0.1245, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1121976886849836,16.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-F', 'COc1ccc(-c2cc(-c3ccccc3)on2)cc1')","tensor(0.1245, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",FCOc1ccc(-c2cc(-c3ccccc3)on2)cc1,16
"[0.8243662866666667, 0.9626533333333339, 0.604, 0.9502744444444448]","tensor(0.1295, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12522384946592835,18.0,"('mutation', '[#8:1]>>[#35:1]', 'Cc1oc(-c2ccccc2)nc1CCC(=NO)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1295, dtype=torch.float64)","tensor(3.4633e-05, dtype=torch.float64)",Cc1oc(-c2ccccc2)nc1CCC(=NBr)c1ccc(CC2SC(=O)NC2=O)cc1,18
"[0.5940612945454545, 0.46900000000000003, 0.9049285714285714, 0.7083211111111115]","tensor(0.0333, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1445939129128165,21.0,"('crossover', 'CN(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(C=C2SC(=O)NC2=O)cc1')","tensor(0.1680, dtype=torch.float64)","tensor(0.0002, dtype=torch.float64)",CN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,21
"[0.318286101660606, 0.10849999999999986, 0.7412857142857143, 0.4122033333333336]","tensor(0.1277, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.10980388467294655,24.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)no3)c1O)CCC(C)(C)O2', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1277, dtype=torch.float64)","tensor(5.8060e-05, dtype=torch.float64)",CN(CO)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,24
"[0.5638056886787879, 0.31723666666666667, 0.9272142857142858, 0.6291255555555557]","tensor(0.1267, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11725287169699923,27.0,"('crossover', 'COc1ccc(CC2COc3c(OC)c(O)c(C)c(O)c3C2=O)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1267, dtype=torch.float64)","tensor(5.1622e-05, dtype=torch.float64)",Cc1oc(O)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,27
"[0.727618366169697, 0.31364999999999993, 0.8290000000000001, 0.8534388888888891]","tensor(0.1148, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.09650663042696841,33.0,"('crossover', 'COc1ccc(N2CCN(S(=O)(=O)N(C)CCC3SC(=O)NC3=O)CC2)cc1', 'Cc1c(C)c2c(c(-c3cc(-c4ccccc4)no3)c1O)CCC(C)(C)O2')","tensor(0.1148, dtype=torch.float64)","tensor(0.0006, dtype=torch.float64)",CN(CCC1SC(=O)NC1=O)S(=O)(=O)N1CCN(c2cc(-c3ccccc3)no2)CC1,33
"[0.5158208842060605, 0.620021666666667, 0.49300000000000005, 0.8459833333333339]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 1 0],0.2669630074512247,37.0,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=N', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(CO)O4)CC2)cc1')","tensor(0.1463, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",Cc1c(C)c(N2CCN(c3ccc(OC=N)cc3)CC2)c(C)c2c1OC(CO)C2,37
"[0.5125463507272725, 0.8205033333333339, 0.8360000000000002, 0.7514144444444446]","tensor(3.4607e-14, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.1793717589004327,38.0,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=N-[*:2]', 'Cc1cc(O)c(-c2cc(-c3ccc([N+]([O-])O)cc3)no2)c2c1OC(C)(C)CC2')","tensor(0.1599, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",C=NC1(C)CCc2c(c(C)cc(O)c2-c2cc(-c3ccc([N+]([O-])O)cc3)no2)O1,38
"[0.4704435704969695, 0.8600933333333342, 0.17814285714285716, 0.8498222222222229]","tensor(0.0199, dtype=torch.float64)",[0 0 0 ... 0 1 0],0.12861822198648112,40.0,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(CO)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(CO)O4)CC2)cc1')","tensor(0.1471, dtype=torch.float64)","tensor(0.0003, dtype=torch.float64)",CCC1Cc2c(C)c(N3CCN(c4ccc(OC)cc4)CC3)c(C)c(C)c2O1,40
"[0.3125905551030302, 0.7860766666666673, 0.5617857142857143, 0.5778700000000003]","tensor(0.1256, dtype=torch.float64)",[0 0 1 ... 0 0 0],0.13286197360613483,42.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+]([O-])O)cc4)no3)c1O)CCC(C)(C)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(C3CCCC3)on1)O2')","tensor(0.1256, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc([N+]([O-])O)cc1)O2,42
