descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.451943216860606, 0.15903333333333333, 0.6278571428571429, 0.6726122222222225]",1.1270753567742568e-175,[0 0 0 ... 0 0 0],0.3333843440712021,0.0,"('mutation', '[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2]', 'NCCOc1ccc(CN2CCN(CC3SC(=O)NC3=O)CC2)cc1')",0.2247254770146717,0.0025816681727956715,NCCOc1ccc(CN2CCN(C#CC3SC(=O)NC3=O)CC2)cc1
"[0.2974647785212121, 0.7058100000000002, 0.6083571428571428, 0.5985800000000002]",0.07259309018332358,[0 0 0 ... 0 0 0],0.25395063702984605,2.0,"('crossover', 'Cc1cc(-c2noc(CCc3ccc(O)c(O)c3)n2)ccc1O', 'Cc1ccc(N)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.2265906199594303,0.0029925788353771586,Cc1cc(-c2noc(CCc3c(C)ccc(N)c3C)n2)ccc1O
"[0.5340687571272728, 0.08468333333333393, 0.4882857142857144, 0.7679300000000004]",0.13284609497149746,[0 1 0 ... 0 0 0],0.1291485712264157,5.0,"('crossover', 'COc1ccc(CN2CCN(CC3CC(=O)NC3=O)CC2)cc1', 'Cc1c(C)c2c(c(Cc3noc(CO)n3)c1O)CCC(C)(C)O2')",0.13284609497149746,0.0005780013209573836,COc1ccc(CN2CCN(N3CCN(CC4CC(=O)NC4=O)CC3)CC2)cc1
"[0.32460443484848484, 0.4874833333333333, 0.4188571428571429, 0.5603966666666671]",0.043653138943271025,[0 0 0 ... 0 0 0],0.1597724568349897,13.0,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'C=COc1ccc(CN2CCN(CC3SC(=O)NC3=O)CC2)cc1')",0.16365234642374216,0.0017163776664034902,C=COc1ccc(CC2CCN(CC3SC(=O)NC3=O)C2)cc1
"[0.5821419703515152, 0.9501866666666675, 0.5402142857142856, 0.8280944444444447]",2.806423813785501e-10,[0 1 0 ... 0 0 0],0.2993848404671048,14.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]S[*:2]', 'Cc1c(CC2CC(=O)NC(=O)S2)cccc1Oc1ccc(O)c(C(C)C)c1')",0.2745839716183258,0.0011434393432387404,CSC(C)c1cc(Oc2cccc(CC3CC(=O)NC(=O)S3)c2C)ccc1O
"[0.10038058920000009, 0.8036533333333337, 0.3549285714285714, 0.3901511111111115]",0.058886381738349064,[0 1 0 ... 0 0 0],0.13748273554855414,16.0,"('crossover', 'Cc1ccc(CC2CC(=O)NCS2)c(C)c1Oc1ccc(O)c(C(C)C)c1', 'Cc1c(CC2CC(=O)NC(=O)S2)cccc1Oc1ccc(O)c(C(C)C)c1')",0.18571605557048693,0.0016793205924508484,Cc1c(O)cccc1Oc1ccc(O)c(C(C)C)c1
"[0.8728357249090911, 0.9512533333333341, 0.6699285714285713, 0.9623300000000002]",0.19245740731513997,[0 0 0 ... 0 0 0],0.18784889355089773,18.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1oc(-c2ccccc2)nc1CCC(=NO)c1ccc(CC2SC(=O)NC2=O)cc1')",0.19245740731513997,0.0002586597633002035,Cc1oc(-c2ccccc2)nc1CCC(=NOBr)c1ccc(CC2SC(=O)NC2=O)cc1
"[0.6731171160000001, 0.5238233333333334, 0.7826428571428571, 0.8767988888888892]",0.0,[0 0 0 ... 0 0 0],0.45603181601276366,21.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1ccc(CN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.34145195999162964,0.0013425961843498034,Cc1ccc(N)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1
"[0.3577759031030305, 0.25351666666666667, 0.7826428571428572, 0.4980211111111114]",0.030736036802604894,[0 0 0 ... 0 0 0],0.21400601293236896,24.0,"('crossover', 'Cc1ccc(CN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CN)cc1', 'CN(CCCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.22777972075001648,0.0018966880427603206,CN(CCCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(N)cc1
"[0.5366422073454544, 0.37856666666666666, 0.8857857142857144, 0.6490122222222225]",4.057258326237827e-12,[0 0 0 ... 0 0 0],0.2150212848558375,27.0,"('crossover', 'CN(CCCC1CC(=O)NC(=O)S1)S(=O)(=O)Cc1ccc(O)c(O)c1', 'Cc1cc(-c2noc(CCc3ccc(O)c(O)c3)n2)ccc1O')",0.18709629072116574,0.0013729220918818116,CN(CCCCC1CC(=O)NC(=O)S1)S(=O)(=O)Cc1ccc(O)c(O)c1
"[0.19116925716363653, 0.35406999999999994, 0.8450000000000001, 0.3278511111111112]",0.17411053963992015,[0 0 0 ... 0 0 1],0.1729873388791829,32.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CCc1noc(-c2noc(CCc3ccc(O)c(O)c3)n2)n1')",0.17411053963992015,0.001310086315562713,Cc1noc(-c2noc(CCc3ccc(O)c(O)c3)n2)n1
"[0.697054388678788, 0.26816666666666655, 0.9265714285714286, 0.7659688888888891]",0.0,[0 0 0 ... 0 0 0],0.2962299595985689,33.0,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CN(CCCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.19828193519406911,0.0021042750218235973,CN(CC=CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1
"[0.48841711233939417, 0.5252183333333335, 0.7115, 0.7794100000000004]",0.04038335599308812,[0 0 0 ... 0 0 0],0.3247938435512561,37.0,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=N-[*:2]', 'Cc1ccc(C=N)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC=N)cc1')",0.28927406214210827,0.001816502932880595,Cc1ccc(C=N)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC=NN)cc1
"[0.5307444795393939, 0.697681666666667, 0.7331428571428572, 0.7823111111111116]",4.8645694030322076e-14,[0 1 0 ... 0 0 0],0.2947733858554681,38.0,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=C-[*:2]', 'Cc1c(CC2CC(=O)NC(O)S2)cccc1Oc1ccc(O)c(C(C)N)c1')",0.262338246599775,0.0015731843334650798,Cc1c(CC2CC(=O)NC(O)S2)cccc1Oc1ccc(O)c(C(C)C=N)c1
"[0.5129152373575755, 0.8593600000000007, 0.17814285714285716, 0.8838666666666674]",,[0 0 0 ... 0 0 0],0.14322521580056408,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1
"[0.4003135729939393, 0.8567366666666673, 0.5402142857142856, 0.6368833333333339]",0.20755642791385254,[0 1 0 ... 0 0 0],0.2159721217332255,42.0,"('crossover', 'Cc1c(CC2CC(=O)NC(=O)S2)cccc1Oc1ccc(O)c(C(C)C)c1', 'CN(CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.20755642791385254,0.0016848140536108102,Cc1c(Oc2ccc(O)c(C(C)C)c2)cccc1C1SC(=O)NC1=O
"[0.45190917631515143, 0.4819533333333334, 0.7486428571428572, 0.678896666666667]",0.016364336271501634,[0 0 0 ... 0 0 0],0.24304410548616717,44.0,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1c(CC2CC(=O)NC(O)S2)cccc1Oc1ccc(O)c(C(C)N)c1')",0.23836841101696438,0.0015235142936249912,Cc1c(CC2CC(=O)NC(O)S2)cccc1Oc1ccc(O)c(CN)c1
"[0.35795216524848483, 0.810243333333334, 0.4182857142857143, 0.6310277777777782]",0.01671336102665487,[0 0 0 ... 0 0 0],0.17979770699074274,50.0,"('crossover', 'Cc1cc(Oc2c(C)ccc(CC3CC(=O)NCS3)c2C)ccc1O', 'Cc1c(Oc2ccc(O)c(C(C)C)c2)cccc1C1SC(=O)NC1=O')",0.17066364107641704,0.002243609185242191,Cc1cc(Oc2c(C)ccc(C3CC(=O)NCS3)c2C)ccc1O
"[0.006457618678787857, 0.5407833333333335, 0.2517857142857143, 0.334815555555556]",5.054060619035652e-09,[0 0 0 ... 0 0 0],0.12239623772593419,51.0,"('crossover', 'Cc1ccc(CN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CN)cc1', 'COc1ccc(CCc2nc(C)oc2C)cc1')",0.08604415095384987,0.0037710125895202193,COc1ccc(Cc2ccc(CN)cc2)cc1
"[0.5189130087393936, 0.688826666666667, 0.3226428571428572, 0.8655088888888894]",,[0 0 0 ... 0 1 0],0.18192415556522593,,"('database', 'no reaction', 'no parent')",,,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1
"[0.46117741243636384, 0.31925666666666674, 0.8105714285714286, 0.7190555555555559]",0.0781718100210197,[0 0 0 ... 0 0 0],0.2874642478955127,60.0,"('crossover', 'Cc1ccc(CNN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CNN)cc1', 'COc1ccc(CN2CCN(N3CCN(CC4CC(=O)NC(=O)S4)CC3)CC2)cc1')",0.26804255988525305,0.00220549230576557,Cc1ccc(NN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CNN)cc1
"[0.4126739336484851, 0.4306733333333333, 0.6387142857142857, 0.6851177777777783]",0.15436077383566943,[0 0 0 ... 0 0 0],0.2602681486618161,61.0,"('crossover', 'Cc1ccc(CN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1cc(Oc2c(C)ccc(CC3CC(=O)NCS3)c2C)ccc1O')",0.32549589849114013,0.0017483821078776495,Cc1ccc(CN)c(C)c1CCN(C)S(=O)(=O)c1ccc(CN)cc1
