acquisition_value,descriptor,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
tensor(-3.4778),"[0.23382740170909097, 0.58581, 0.5822142857142858, 0.49136888888888924]",[0 0 0 ... 0 0 0],0.3644859813084112,2,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)no3)c1O)CCC(C)(CN)O2', 'COc1ccc(CC2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1')",0.38541943877389656,0.0019494222273747355,Cc1cc(-c2c(O)c(C)c(C)c3c2CCC(C)(CN)O3)on1
tensor(-1.4919),"[0.00038709197575754345, 0.2843833333333333, 0.19814285714285715, 0.23359666666666704]",[0 0 0 ... 0 0 0],0.168141592920354,7,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CF)O2', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3OC(F)(F)F)CC(C)(CO)O4)CN2)cc1')",0.22493669245852974,0.0031569001771935053,COc1ccc(N2CCN(CF)CN2)cc1
tensor(-1.0173),"[0.28851512956363623, 0.41352666666666665, 0.3226428571428572, 0.5696755555555562]",[0 0 0 ... 0 0 0],0.2627118644067797,13,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)no3)c1O)CCC(C)(C)O2', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1')",0.3615740136895481,9.259103756975508e-05,CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(CO)O3)CC1
tensor(-3.5613),"[0.5640922099393938, 0.8622900000000007, 0.5402142857142858, 0.8296277777777783]",[0 0 0 ... 0 0 0],0.6767676767676768,14,"('crossover', 'Cc1ccc(-c2ccc(CC3SC(=O)NC3=O)cc2)o1', 'Cc1c(C)c2c(c(C3SC(=O)NC3=O)c1O)CCC(C)(C)O2')",0.4477573101946305,0.0019094736453175937,Cc1c(C)c2c(c(-c3ccc(CC4SC(=O)NC4=O)cc3)c1O)CCC(C)(C)O2
tensor(-4.5445),"[0.2518289613696969, 0.7434733333333337, 0.27635714285714286, 0.30658666666666695]",[0 0 0 ... 0 0 0],0.330188679245283,16,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3OC(F)(F)F)CC(C)(CO)O4)CN2)cc1', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CF)O2')",0.3375481438412543,0.002196926618244612,Cc1c(C)c2c(c(OC(F)(F)F)c1O)CCC(C)(CF)O2
tensor(-1.9926),"[0.7642311942060604, 0.9971466666666676, 0.7290000000000001, 0.9083000000000004]",[0 0 0 ... 0 0 0],0.3208955223880597,18,"('crossover', 'Cc1c(C)c2c(c(O)c1O)CCC(C)(CF)O2', 'Cc1c(C)c2c(c([N+](=O)[O-])c1O)CCC(C)(CF)O2')",0.33378848467889083,0.0021905719736913846,Cc1c(C)c2c(c([N+](=O)[O-])c1O)CCC(CF)(c1c(C)c(C)c3c(c1O)CCC(C)(CF)O3)O2
tensor(-2.7971),"[0.6942522486545455, 0.565956666666667, 0.7480714285714286, 0.807146666666667]",[0 0 0 ... 0 0 0],0.4649122807017544,21,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1CC1SC(=O)NC1=O)CCC(C)(CF)O2')",0.43400208479513225,0.0018064256239869137,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1CC1(O)NC(=O)S1)CCC(C)(CF)O2
tensor(-3.5149),"[0.3698374488969698, 0.23011666666666664, 0.8174999999999999, 0.4967355555555558]",[0 0 0 ... 0 0 0],0.336283185840708,24,"('crossover', 'Cc1ccc(-c2ccc(CC3SC(=O)NC3=O)cc2)o1', 'CCC(=O)C(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.3599403221336676,0.0018211172626456016,CCC(=O)C(=O)C(=O)C(=O)c1ccc(CC2SC(=O)NC2=O)cc1
tensor(-2.2713),"[0.3246133359878787, 0.7540400000000006, 0.2537857142857143, 0.5093944444444448]",[0 0 0 ... 1 0 0],0.35714285714285715,35,"('crossover', 'Cc1c(C)c2c(c(-c3ccc([N+](=O)[O-])cc3)c1O)CCC(C)(CF)O2', 'COc1ccc(CC2COc3c(C)c(C)c(C)c(F)c3C2=O)cc1')",0.36589248793265794,0.0014438336603923674,COc1ccc(CC2COc3c(F)c(C)c(C)c(F)c3C2=O)cc1
tensor(-3.3560),"[0.5246704895878788, 0.4796666666666667, 0.5279285714285714, 0.786137777777778]",[0 0 0 ... 1 0 0],0.36885245901639346,37,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3OC(F)(F)F)CC(C)(CO)O4)CN2)cc1', 'CCC(=O)C(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.37087448656941124,0.0024443988064774113,COc1ccc(N2CCN(c3ccc(CC4SC(=O)NC4=O)cc3)CN2)cc1
