index,smiles,pedigree,descriptors,fitnesses
0,Cc1ccc(CC2SC(O)NC2=O)cc1C(=O)NCNC=S,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1ccc(CC2SC(O)NC2=O)cc1C(=O)NCN(C)C=S')","[0.3456701012242427, 0.12985333333333335, 0.6461428571428572, 0.5503933333333334]",0.15459722506833523
2,Cc1c(C)c2c(c(C)c1N)CC(C)(CCC1CC(=O)NC1=O)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CSc1ccc(O)cc1)O2', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1')","[0.2762990685696967, 0.47176, 0.5815714285714286, 0.5365900000000005]",0.18220078613062854
7,CC(=O)NCc1ccc(OC(O)(F)F)cc1,"('crossover', 'CN(C)c1ccc(Cc2ccc(CC(=O)NCc3ccc(OC(O)(F)F)cc3)cc2)cc1', 'Cc1oc(O)nc1Cc1ccc(S(=O)(=O)N(C)Cc2nc(O)oc2C)cc1')","[0.018396059551515156, 0.2906833333333333, 0.4182857142857143, 0.13062777777777795]",0.1213223412295299
13,CN(C)c1ccc(CNC(=O)Cc2ccc(O)cc2)cc1,"('crossover', 'COc1ccc(CCc2ccc(O)cc2)cc1C(=O)NCc1ccc(N(C)C)cc1', 'CN(C)c1ccc(CC(=O)NCc2ccc(OC(F)(F)F)cc2)cc1')","[0.17924993296969693, 0.46951666666666664, 0.37550000000000006, 0.49362777777777817]",0.168217022595193
14,Cc1cc(CC2SC(=O)NC2=O)cc(C)c1SCc1ccc(O)c(C(C)C)c1,"('crossover', 'CC(C)c1cc(CSc2ccc(O)cc2)ccc1O', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","[0.5761441989696968, 0.9698066666666675, 0.4742857142857143, 0.847716666666667]",0.40984407474455437
16,CC(C)c1cc(OCSc2ccc(O)cc2)ccc1O,"('crossover', 'C=C(C)c1cc(CSc2ccc(O)cc2)ccc1O', 'Cc1oc(O)nc1CCS(=O)(=O)c1ccc(COc2ccc(O)c(C(C)C)c2)cc1')","[0.19726565283636363, 0.8083000000000008, 0.3549285714285714, 0.46282888888888923]",0.2154989849913026
18,Cc1cc2c(c(Cc3noc(CCc4ccc(O)c(OBr)c4)n3)c1O)CCC(C)(C)O2,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(OBr)c4)n3)c1O)CCC(C)(C)O2')","[0.7972566181818181, 0.9095866666666672, 0.698857142857143, 0.8671733333333337]",0.26190429536701426
21,CN(CCCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SC(=O)NC2=O)cc1,"('crossover', 'CN(C)c1ccc(CC(=O)NCc2ccc(OC(F)(F)F)cc2)cc1', 'CN(CCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SC(=O)NC2=O)cc1')","[0.5911556476969696, 0.5282666666666668, 0.7412857142857143, 0.7395144444444448]",0.36851538194294375
24,CN(CCc1ccc(O)cc1)S(=O)(=O)CC1SC(=O)NC1=O,"('crossover', 'Cc1oc(O)nc1Cc1ccc(S(=O)(=O)N(C)CC2SC(=O)NC2=O)cc1', 'CN(CCc1ccc(O)cc1)S(=O)(=O)c1ccc(O)cc1')","[0.36075776852121205, 0.17464999999999997, 0.7412857142857143, 0.4793922222222226]",0.20418832895515032
27,Cc1oc(O)nc1Cc1ccc(S(=O)(=O)N(C)CC2SC(=O)NC2=O)cc1,"('crossover', 'Cc1oc(O)nc1Cc1ccc(S(=O)(=O)N(C)Cc2nc(O)oc2C)cc1', 'CN(CCCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SC(=O)NC2=O)cc1')","[0.5638056886787879, 0.29192, 0.9272142857142858, 0.6320700000000002]",0.26340639858468007
33,CN(CCCC1CNS(=O)C1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,"('mutation', '[#6:1]>>[#16:1]', 'CN(CCCC1CNC(=O)C1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.6669090419272727, 0.22741666666666674, 0.8046428571428572, 0.762395555555556]",0.2619377114243884
35,CN(C)c1ccc(CC(=O)NCc2ccc(OC(F)(F)F)cc2)cc1,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.3852723106303031, 0.6683500000000003, 0.2969285714285715, 0.5493855555555558]",0.19896558060821995
37,CN(CCCCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SCNC2=O)cc1,"('crossover', 'CN(CCCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SCNC2=O)cc1', 'CN(CCCCCc1ccc(O)cc1)S(=O)(=O)c1ccc(C2SC(=O)NC2=O)cc1')","[0.5912659068121212, 0.5662000000000001, 0.6193571428571429, 0.7849366666666672]",0.3454748145100209
38,Cc1oc(O)nc1CCS(=O)(=O)c1ccc(COc2ccc(O)c(C(C)C)c2)cc1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'Cc1oc(O)nc1CN(C)S(=O)(=O)c1ccc(COc2ccc(O)c(C(C)C)c2)cc1')","[0.624667450060606, 0.7688366666666672, 0.7847142857142858, 0.7959044444444447]",0.2899187829291705
40,CN(C)c1ccc(Cc2ccc(CC(=O)NCc3ccc(OC(C)(C)F)cc3)cc2)cc1,"('crossover', 'CN(C)c1ccc(Cc2ccc(CC(=O)NCc3ccc(OC(C)(F)F)cc3)cc2)cc1', 'CCNC(=O)CCc1ccc(Cc2ccc(N(C)C)cc2)cc1')","[0.6340513831878787, 0.9644500000000008, 0.2969285714285715, 0.9758300000000004]",0.21029723370013792
42,Cc1ccc(CCC(=O)NO)c(C)c1Oc1ccc(O)c(C(C)C)c1,"('crossover', 'Cc1cc(C2SN(O)C2=O)cc(C)c1SCc1ccc(O)c(C(C)C)c1', 'Cc1ccc(CCC(=O)NC(F)(F)C2SC(=O)NC2=O)c(C)c1Oc1ccc(O)c(C(C)C)c1')","[0.3581162372121212, 0.810456666666667, 0.5627857142857143, 0.6270666666666671]",0.21314656346910796
44,Cc1oc(O)nc1Cc1ccc(S(=O)(=O)N(C)Cc2nc(O)oc2C)cc1,"('crossover', 'Cc1cc(C)c(N(C)c2ccc(O)c(C(C)C)c2)c(C)c1', 'Cc1oc(O)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.5093922919030303, 0.43368999999999996, 0.9278571428571429, 0.5967822222222224]",0.25778091392794544
