acquisition_value,descriptor,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
0.0,"[0.3608680276363636, 0.19751666666666665, 0.5407857142857143, 0.5136277777777782]",0.026728478608858523,0,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1', 'C=C(NC(=O)c1cc(C(F)C2SC(=O)NC2=O)ccc1OC)c1ccc(C)cc1')",0.0,0.0,COCCN(C)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1
0.0,"[0.2639727484606061, 0.5736000000000003, 0.6329285714285715, 0.4829511111111114]",0.03261891887988438,2,"('crossover', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)on2)cc1', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2')",0.0,0.0,COc1ccc(-c2noc(CCc3ccc(O)c(O)c3)n2)cc1
0.0,"[0.5849763551030303, 0.718586666666667, 0.518857142857143, 0.4412533333333335]",0.03170993294664476,3,"('crossover', 'Cc1oc(OC(F)(F)F)nc1CN(C)S(=O)(=O)C1SC(=O)NC1=O', 'Cc1oc(OC(F)(F)F)nc1N(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(OC(F)(F)F)nc1N(C)S(=O)(=O)c1ccc(CC(F)(F)F)cc1
0.0,"[0.28522489252121214, 0.44977, 0.4115, 0.5258733333333337]",0.024446051632653076,13,"('crossover', 'Cc1ccc(Cc2ccc(S(=O)(=O)N(C)CCC3SC(=O)NC3=O)cc2)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCO')",0.0,0.0,Cc1ccc(Cc2ccc(S(=O)(=O)N(C)CCO)cc2)cc1
0.0,"[0.5730453221454546, 0.6826033333333337, 0.6035714285714285, 0.7705100000000001]",0.2003873660301485,14,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=C-[*:2]', 'COc1ccc(C(F)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,COc1ccc(C(F)=CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1
0.0,"[0.25473114496969695, 0.8847700000000002, 0.34571428571428575, 0.34512222222222244]",0.02410020448423628,16,"('crossover', 'Cc1oc(-c2ccco2)nc1CCC1SC(=O)NC1=O', 'COc1ccc(CC2SC(=O)NC2=O)cc1CNCc1ccc(OC(F)(F)F)cc1')",0.0,0.0,Cc1oc(-c2ccco2)nc1-c1ccc(OC(F)(F)F)cc1
0.0,"[0.8881620721454545, 0.8238833333333339, 0.6695, 0.8386100000000002]",0.12193140146271744,18,"('crossover', 'COc1ccc(CCC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)C(F)(F)F)cc1')",0.0,0.0,COc1ccc(CCC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)C(F)(F)F)cc1
0.0,"[0.37901257255757576, 0.9098333333333337, 0.13185714285714287, 0.37588888888888916]",0.027089913230297167,19,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1Cc1ccc(OC(F)(F)C(F)(F)F)cc1', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1')",0.0,0.0,COc1ccc(F)cc1Cc1ccc(OC(F)(F)C(F)(F)F)cc1
0.0,"[0.6002795841575757, 0.42479, 0.7827142857142857, 0.7173388888888893]",0.1575979925371133,21,"('crossover', 'COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3SC(=O)NC3=O)cc2)c(C)o1')",0.0,0.0,Cc1nc(CCN(C)S(=O)(=O)c2ccc(CC3SC(=O)NC3=O)cc2)c(C)o1
0.0,"[0.30023634124848486, 0.13523333333333332, 0.7480714285714286, 0.4559411111111113]",0.035902233765337604,24,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCO', 'Cc1oc(OC(F)(F)F)nc1N(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCCO
0.0,"[0.6062773555393938, 0.28168666666666664, 0.9272142857142858, 0.676436666666667]",0.1765854616487677,27,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3SC(=O)NC3=O)cc2)c(C)o1')",0.0,0.0,Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3SC(=O)NC3=O)cc2)c(CO)o1
0.0,"[0.7456340860363637, 0.2710833333333333, 0.9265714285714286, 0.8302133333333337]",0.10570338677490031,33,"('crossover', 'CN(CCCc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)CC1SC(=O)NC1=O', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1')",0.0,0.0,CN(CCC1SC(=O)NC1=O)S(=O)(=O)CCc1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.31546633818181835, 0.7537833333333338, 0.21778571428571428, 0.40689666666666696]",0.030125618076881234,35,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1', 'COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1')",0.0,0.0,COc1ccc(F)cc1CNCc1ccc(OC(F)(F)F)cc1
0.0,"[0.5851578763151514, 0.5746700000000002, 0.5967857142857144, 0.7753055555555559]",0.16386396254505742,37,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(C(F)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,Cc1ccc(Cc2ccc(S(=O)(=O)N(C)CCC3SC(=O)NC3=O)cc2)cc1
0.0,"[0.6063773991151516, 0.7014033333333335, 0.8174285714285714, 0.7884044444444448]",0.1310987939166529,38,"('mutation', '[*;!R:1]~[*:2]>>[*:1]N[*:2]', 'Cc1oc(-c2ccco2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(-c2ccco2)nc1CCC(=O)Nc1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.4704435704969695, 0.8600933333333339, 0.17814285714285716, 0.8498222222222228]",0.021502361213654664,40,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1')",0.0,0.0,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1
0.0,"[0.4851806881454546, 0.41276666666666656, 0.7894285714285713, 0.6939144444444444]",0.1066846868176071,44,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(C(N)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,COc1ccc(C(N)C2SC(=O)NC2=O)cc1C(=O)NCc1ccccc1
0.0,"[0.7698280663393938, 0.5238866666666667, 0.8486428571428571, 0.7049166666666671]",0.14275540119356242,45,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1oc(OC(F)(F)F)nc1N(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(OCC(F)(F)F)nc1N(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.4969585203030302, 0.24205333333333331, 0.8486428571428571, 0.36919444444444466]",0.026824260094001948,47,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(OC(F)(F)F)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(OC(F)(F)F)nc1CN(C)S(=O)(=O)C1SC(=O)NC1=O
0.0,"[0.30646006875151516, 0.8080266666666672, 0.36028571428571426, 0.5796422222222225]",0.08047192694007273,50,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(O)c(C)c2cc(Cc3ccc(F)cc3)c(=O)oc2c1C')",0.0,0.0,Cc1c(O)c(C)c2cc(CCc3ccc(F)cc3)c(=O)oc2c1C
0.0,"[0.03661318096969696, 0.47852000000000006, 0.2737857142857143, 0.2912522222222225]",0.026177085725481355,51,"('crossover', 'COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1', 'CCNC(=O)c1cc(CCC2SC(=O)NC2=O)ccc1OC')",0.0,0.0,COc1ccc(CC2CNC(=O)S2)cc1C
0.0,"[0.6094621157333334, 0.7918500000000005, 0.42564285714285716, 0.7238266666666671]",0.09753498051337628,53,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(CC2SC(=O)NC2=O)cc1CNCc1ccc(OC(F)(F)F)cc1')",0.0,0.0,COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1
0.0,"[0.3367102367272726, 0.4365333333333334, 0.6035714285714286, 0.5428544444444449]",0.1424196726333785,61,"('crossover', 'CCNC(=O)c1cc(CCC2SC(=O)NC2=O)ccc1OC', 'CN(CCCc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)CC1SC(=O)NC1=O')",0.0,0.0,CCNC(=O)c1cc(CCCC2SC(=O)NC2=O)ccc1OC
0.0,"[0.5244723770787878, 0.8151366666666674, 0.5157142857142857, 0.7447188888888893]",0.07419714459053525,67,"('crossover', 'Cc1oc(-c2cccs2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(-c2ccco2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(-c2cccs2)nc1CCc1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.7763675733818182, 0.9263466666666673, 0.8120714285714286, 0.9860966666666672]",0.12421303600783759,72,"('mutation', '[*;!H0;!R:1]>>[*:1]-F', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C')",0.0,0.0,Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(CF)c3O2)cc1NC(=O)c1cnoc1C
0.0,"[0.3364897184969696, 0.4213199999999999, 0.7974285714285714, 0.42525222222222253]",0.05368927918152212,73,"('crossover', 'CN(C1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(-c2ccco2)nc1CCC(=O)Oc1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(-c2ccco2)nc1CCC(=O)OC1SC(=O)NC1=O
0.0,"[0.703262462751515, 0.6448700000000002, 0.7827142857142858, 0.8592055555555559]",0.15026996408344867,78,"('crossover', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1oc(-c2ccco2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1')",0.0,0.0,Cc1oc(-c2ccccc2)nc1N(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.6518235234787879, 0.7129500000000003, 0.5475714285714286, 0.7253822222222225]",0.09203772849169944,80,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.0,0.0,COc1ccc(CC2SC(=O)NC2=O)cc1CNCc1ccc(OC(F)(F)F)cc1
0.0,"[0.1668337848242424, 0.14995, 0.5967857142857144, 0.29158333333333375]",0.028462375437645092,81,"('crossover', 'CCNC(=O)c1cc(CCC2SC(=O)NC2=O)ccc1OC', 'CN(CCCc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)CC1SC(=O)NC1=O')",0.0,0.0,CCCCN(C)S(=O)(=O)CC1SC(=O)NC1=O
0.0,"[0.5366816857818182, 0.632636666666667, 0.6035714285714285, 0.7123322222222224]",0.1831830371276285,83,"('mutation', '[*;!H0;!R:1]>>[*:1]-F', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,COc1ccc(C(F)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1
0.0,"[0.35457847592727265, 0.4438366666666667, 0.518857142857143, 0.159608888888889]",0.02261029728287714,87,"('crossover', 'Cc1oc(OC(F)(F)F)nc1CN(C)S(=O)(=O)C1SC(=O)NC1=O', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3SC(=O)NC3=O)cc2)c(C)o1')",0.0,0.0,Cc1oc(OC(F)(F)F)nc1CN(C)S(=O)(=O)C(F)(F)F
0.0,"[0.8062555568848483, 0.4395666666666667, 0.8046428571428572, 0.9465244444444446]",0.08344966709906386,88,"('crossover', 'CN(CCCc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)CC1SC(=O)NC1=O', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1')",0.0,0.0,CN(c1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1
0.0,"[0.6184396036848485, 0.35731666666666656, 0.6827142857142858, 0.7595800000000005]",0.11151523503249947,90,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1', 'COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1')",0.0,0.0,CN(CCCC1CNC(=O)S1)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1
0.0,"[0.20028155879999998, 0.5756000000000002, 0.45171428571428573, 0.4324355555555559]",0.07730200741223507,98,"('crossover', 'Cc1oc(-c2cccs2)nc1CCCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(C(F)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,CCCCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1
0.0,"[0.2275070984969697, 0.8039500000000004, 0.13185714285714287, 0.3209222222222225]",0.02503800069879744,102,"('crossover', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)CC1SC(=O)NC1=O', 'COc1ccc(CC2SC(=O)NC2=O)cc1Cc1ccc(OC(F)(F)F)cc1')",0.0,0.0,COc1ccc(F)cc1Cc1ccc(OC(F)(F)F)cc1
0.0,"[0.015471296024242409, 0.5586933333333334, 0.3937857142857143, 0.2789911111111113]",0.023730728890082712,105,"('crossover', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)on2)cc1', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C')",0.0,0.0,Cc1ccc(C)c(NC(=O)c2cnoc2C)c1
0.0,"[0.40636103835151505, 0.7427700000000005, 0.3957142857142857, 0.6193966666666669]",0.170116049778747,108,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(C(F)C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1')",0.0,0.0,COc1ccc(C(F)C2SC(=O)NC2=O)cc1Cc1ccc(C)cc1
0.0,"[0.6334525456363638, 0.44465000000000005, 0.5407857142857143, 0.5159722222222225]",0.04473820562026113,109,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1Cc1ccc(OC(F)(F)C(F)(F)F)cc1', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1')",0.0,0.0,CN(COC(F)(F)C(F)(F)F)S(=O)(=O)c1ccc(CC2SCNC2=O)cc1
0.0,"[0.3458927683030304, 0.8243333333333339, 0.21778571428571428, 0.5115633333333338]",0.04140566351275609,110,"('crossover', 'COc1ccc(CC2CNC(=O)S2)cc1CNCc1ccc(OC(F)(F)F)cc1', 'CCNC(=O)c1cc(CCC2SC(=O)NC2=O)ccc1OC')",0.0,0.0,CCc1ccc(OC)c(CNCc2ccc(OC(F)(F)F)cc2)c1
0.0,"[0.5608898262909089, 0.7421033333333337, 0.7314999999999999, 0.7406355555555559]",0.12126624074091077,115,"('database', 'no reaction', 'database')",0.0,0.0,Cc1oc(-c2ccco2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1
