index,smiles,pedigree,descriptors,fitnesses
2,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2,"('database', 'no reaction', 'no parent')","[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",0.35454545454545455
4,COCC1(C)Cc2c(C)c(N3CCN(OC)CC3)c(C)c(C)c2O1,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(CO)O3)CC1')","[0.33098679642424234, 0.5225433333333336, 0.24407142857142858, 0.6229000000000007]",0.256198347107438
13,CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(CO)O3)CC1,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(CNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2OC)cc1OC')","[0.28851512956363623, 0.41352666666666665, 0.3226428571428572, 0.5696755555555562]",0.2627118644067797
14,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccc(CC4SC(=O)NC4=O)cc3)on1)O2,"('crossover', 'COc1ccc2nc(CCOc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(CC3SC(=O)NC3=O)on1)O2')","[0.7671401300969697, 0.9344933333333344, 0.7261428571428572, 0.9908833333333336]",0.6605504587155964
16,Cc1ccc(-c2nc(CCc3ccccc3)c(C)o2)o1,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)C1SC(=O)NC1=O')","[0.12765432964848483, 0.8061066666666671, 0.2797857142857143, 0.4169888888888893]",0.18032786885245902
18,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)C(F)(F)F)cc1,"('crossover', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(CC1SC(=O)NC1=O)CO2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.8456904052848486, 0.758866666666667, 0.6695, 0.7873100000000002]",0.32592592592592595
21,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(CC3SC(=O)NC3=O)cc1)CO2,"('crossover', 'CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')","[0.6124513890666666, 0.5904566666666667, 0.8066428571428571, 0.7925422222222226]",0.49557522123893805
24,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCO,"('crossover', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(CC1SC(=O)NC1=O)CO2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.2577646743878788, 0.12815, 0.7480714285714286, 0.40186333333333346]",0.3333333333333333
27,CC(CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,"('mutation', '[#7:1]>>[#6:1]', 'CN(CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.6152031794909092, 0.33076666666666665, 0.9034285714285714, 0.6805133333333336]",0.3333333333333333
37,COc1ccc2nc(CCOc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1')","[0.564015991369697, 0.5995833333333335, 0.5889285714285716, 0.7947633333333338]",0.4083333333333333
38,Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1')","[0.5248005210060606, 0.8230300000000005, 0.7706428571428572, 0.7903111111111116]",0.3898305084745763
40,COc1ccc(CC2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)C2)cc1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')","[0.4674276645333333, 0.9838266666666676, 0.15500000000000003, 0.8453555555555563]",0.4017094017094017
44,Cc1c(O)c(C)c2c(c1O)C(=O)C(CCC1SC(=O)NC1=O)CO2,"('crossover', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(CC1SC(=O)NC1=O)CO2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(CC3SC(=O)NC3=O)on1)O2')","[0.382053509890909, 0.4229566666666666, 0.8066428571428571, 0.5190311111111114]",0.36036036036036034
50,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(O)cc1)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CC1SC(=O)NC1=O)O2', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')","[0.2216875592848484, 0.7939100000000008, 0.3549285714285714, 0.5191733333333338]",0.46
51,COc1c(C)c(C)c2c(c1C)CC(C)(CO)O2,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)on3)c1O)CCC(C)(C)O2')","[0.033761346969696966, 0.4677266666666667, 0.27635714285714286, 0.30030888888888935]",0.297029702970297
53,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CCO)O4)CC2)cc1,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.5613846755999997, 0.7538433333333338, 0.3226428571428572, 0.9168088888888895]",0.36
61,COc1c(C)c2c(c(C3SC(=O)NC3=O)c1C)OC(C)(CO)C2,"('crossover', 'COc1c(C)c(C)c2c(c1C)CC(C)(CO)O2', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)C1SC(=O)NC1=O')","[0.33969210214545453, 0.42033999999999994, 0.6061428571428571, 0.512905555555556]",0.38317757009345793
66,Cc1c(C)c2c(c(C3SC(O)NC3=O)c1F)CCC(C)(C)O2,"('mutation', '[#8:1]>>[#9:1]', 'Cc1c(C)c2c(c(C3SC(O)NC3=O)c1O)CCC(C)(C)O2')","[0.30337815975757565, 0.5376900000000001, 0.4182857142857143, 0.4820388888888892]",0.3181818181818182
67,COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(O)O4)on2)cc1,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)on1)O2', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)on2)cc1')","[0.4732049176848484, 0.8121900000000007, 0.6067857142857143, 0.718206666666667]",0.4017094017094017
72,Cc1ccc(-c2nc(CC3(C)CCc4c(c(C)c(C)c(O)c4C4SC(=O)NC4=O)O3)c(C)o2)o1,"('crossover', 'Cc1ccc(-c2nc(CCc3ccccc3)c(C)o2)o1', 'Cc1c(C)c2c(c(C3SC(=O)NC3=O)c1O)CCC(C)(C)O2')","[0.7792459319757573, 0.9540633333333343, 0.8200000000000001, 0.9576500000000003]",0.4634146341463415
73,Cc1c(C)c2c(c(C3SC(O)NC3=O)c1O)CCC(C)(C)O2,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C3SC(=O)NC3=O)c1O)CCC(C)(C)O2')","[0.29733069439999993, 0.4654400000000001, 0.5627857142857143, 0.5010033333333337]",0.35514018691588783
78,Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CC(C)(CCC1SC(=O)NC1=O)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CC(C)(CCc1ccc(F)cc1)O2', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')","[0.6760989814181816, 0.6385600000000003, 0.7255, 0.8462600000000006]",0.4358974358974359
80,COc1ccc(CC2SC(=O)NC2=O)cc1CNCc1ccc(OC(F)(F)F)cc1,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.6518235234787879, 0.7129500000000003, 0.5475714285714286, 0.7253822222222225]",0.3492063492063492
81,CS(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,"('crossover', 'CC(CC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(CC3SC(=O)NC3=O)on1)O2')","[0.18185742373333352, 0.2473666666666667, 0.5736428571428571, 0.3130388888888891]",0.37755102040816324
82,Cc1c(C)c(N2CCN(C)CC2)c(C)c2c1OC(C)(C)C2,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')","[0.19157625307878776, 0.5961933333333337, 0.11221428571428572, 0.5419333333333339]",0.2222222222222222
