acquisition_value,descriptor,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
0.4250267109590309,"[0.5898901365466668, 0.5256333333333335, 0.5402142857142858, 0.44663888888888925]",0.4489795918367347,3,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'O=C1NC(=O)C(Cc2ccc(OCC=C(O)OBr)cc2)S1')",0.4250267109590309,0.0004349819704732675,O=C1NC(=O)C(Cc2ccc(OCC=C(O)Br)cc2)S1
0.3657074491274318,"[0.4140502604533331, 0.5010100000000001, 0.2567142857142857, 0.5415755555555561]",0.37735849056603776,4,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COCOBr)O2', 'CN1CCN(COc2ccc(CC3SC(=O)C3=O)cc2)C1')",0.3657074491274318,0.00027095199178600766,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(C)C1)O2
0.4238950936770193,"[0.6171364240533334, 0.1542166666666665, 0.5864999999999999, 0.6181722222222228]",0.42727272727272725,5,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CCN1CCN(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)CC1')",0.4238950936770193,0.0002723844068427163,CN1CCN(C(O)COc2ccc(CC3SC(=O)NC3=O)cc2)CC1
0.5372047801341184,"[0.6469604735866666, 0.9677266666666675, 0.21042857142857144, 0.639086666666667]",0.5520833333333334,6,"('crossover', 'CSCc1ccc(OCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1', 'O=C1NC(=O)C(Cc2ccc(Br)cc2)S1')",0.5372047801341184,0.00020525434422988308,Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(Br)cc1)O2
0.3610912044554915,"[0.09011799842666667, 0.33011666666666667, 0.3297857142857143, 0.16737444444444474]",0.3263157894736842,7,"('mutation', '[*:1]~[D1]>>[*:1]', 'O=C1NC(=O)C(Cc2ccc(Br)cc2)S1')",0.3610912044554915,0.0009345113442667415,O=C1NC(=O)C(Cc2ccccc2)S1
0.43662815043776326,"[0.8563481215866668, 0.5142666666666666, 0.442, 0.5334966666666668]",0.44,8,"('crossover', 'CN(Br)N(Br)CC1SC(=O)NC1=O', 'Cc1c(C)c2c(c(C)c1O)CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.43662815043776326,0.00013895062110401326,CN(Br)N(Br)COc1ccc(CC2SC(=O)NC2=O)cc1
0.6497359205312271,"[0.6671353095599998, 0.44565999999999995, 0.6920714285714286, 0.6504911111111116]",0.6526315789473685,10,"('mutation', '[*;!R:1]~[*:2]>>[*:1]N[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COCC1SC(=O)NC1=O)O2')",0.6497359205312271,0.0006340165636122637,Cc1c(C)c2c(c(C)c1O)CCC(C)(CONCC1SC(=O)NC1=O)O2
0.2122790500143241,"[0.3431713030000001, 0.25886666666666663, 0.5402142857142858, 0.16430555555555573]",0.23,11,"('crossover', 'CC(O)(COc1ccc(CC2SC(=O)NC2=O)cc1)OBr', 'CN(COc1ccc(CC2SC(=O)NC2=O)cc1)NO')",0.2122790500143241,0.0003566406953314094,CC(O)(CCC1SC(=O)NC1=O)OBr
0.713623710915522,"[0.7705014309333332, 0.8086600000000007, 0.5402142857142858, 0.818694444444445]",0.7659574468085106,14,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1ON)OCC(Cc1ccc(OCC3SC(=O)NC3=O)cc1)C2=O')",0.713623710915522,0.0008804543460801716,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(CC3SC(=O)NC3=O)cc1)O2
0.8009240525410151,"[0.8705366465466665, 0.7957100000000005, 0.6061428571428571, 0.8914500000000005]",1.0,18,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'CSCOc1ccc(CC2SC(=O)NC2=O)cc1')",0.8009240525410151,0.0008570101300944106,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
0.35463874616099483,"[0.44024164004, 0.8657100000000009, 0.13185714285714287, 0.4205888888888893]",0.35353535353535354,19,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'CCC1(C)CCc2c(C)c(Br)c(C)c(C)c2O1')",0.35463874616099483,0.00013447392963599966,CCC1(C)CCc2c(C)c(OBr)c(C)c(C)c2O1
0.5990270398862225,"[0.7571716396666667, 0.4503766666666666, 0.780357142857143, 0.7448466666666672]",0.6138613861386139,21,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=N-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COCNCC1SC(=O)NC1=O)O2')",0.5990270398862225,0.0002792864723785304,Cc1c(C)c2c(c(C)c1O)CCC(C)(CON=CNCC1SC(=O)NC1=O)O2
0.20352645335678016,"[0.6540915146266667, 0.3298666666666667, 0.28042857142857147, 0.675244444444445]",0.19708029197080293,23,"('crossover', 'OCc1ccc(OCN2CCN(N3CCN(F)CC3)CC2)cc1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3CC3=O)cc1)O2')",0.20352645335678016,0.0003329751007128301,O=C1CC1CCc1ccc(OCN2CCN(N3CCN(F)CC3)CC2)cc1
0.45386909276716253,"[0.39026108986666674, 0.19043333333333337, 0.6492857142857144, 0.36937666666666696]",0.4639175257731959,24,"('mutation', '[#6:1]>>[#7:1]', 'CN(CO)COc1ccc(CC2SC(=O)NC2=O)cc1')",0.45386909276716253,0.00029421798825803887,CN(COc1ccc(CC2SC(=O)NC2=O)cc1)NO
0.35866965788727895,"[0.19343326600000002, 0.1948, 0.4542857142857143, 0.21392000000000033]",0.3645833333333333,25,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCNCO)cc2)S1', 'O=C1SC(Cc2ccc(OCCO)cc2)C1=O')",0.35866965788727895,0.0002217557334715822,O=C1SC(Cc2ccc(OCO)cc2)C1=O
0.5887313640889194,"[0.6704153615199999, 0.41462666666666664, 0.7506428571428571, 0.6283144444444448]",0.5918367346938775,27,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COCC1SC(=O)NC1=O)O2')",0.5887313640889194,0.0003198937015793234,Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(O)C1SC(=O)NC1=O)O2
0.49683383649928653,"[0.7906953761733335, 0.5324266666666669, 0.44200000000000006, 0.8410966666666675]",0.4954954954954955,28,"('crossover', 'CCN1CCN(C2(C)CCc3c(C)c(CC4SC(=O)NC4=O)c(C)c(C)c3O2)CC1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(C)C1)O2')",0.49683383649928653,0.00023931558421942884,Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(CN1CCN(C)C1)O2
