acquisition_value,descriptor,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
-896.1308041422612,"[0.3274760411515152, 0.5712333333333335, 0.7072857142857144, 0.5326900000000004]",[0 0 0 ... 0 0 0],0.24258290714153727,2.0,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CC(C(=O)NCc1ccc(O)cc1)c1cc(OSO)ccc1O')",0.17488472860134519,0.001125485339103431,C=C(C(=O)NCc1ccc(O)cc1)c1cc(OSO)ccc1O
-3.6158105093106765,"[0.7242443174181816, 0.5311666666666667, 0.6292857142857142, 0.4719833333333335]",[0 0 0 ... 0 0 0],0.18517704044970587,3.0,"('crossover', 'COc1ccc(CC(=O)NCC(=O)NOC(O)(F)F)cc1C(=O)NCc1ccc(F)cc1', 'CC(C)(OC(F)(F)F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1')",0.14919826746015158,0.0005586010638435382,CC(C)(OC(O)(F)F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1
-2.135954544453881,"[0.0486584177090909, 0.28068666666666664, 0.35235714285714287, 0.22632777777777796]",[0 0 0 ... 0 0 0],0.10657083558655797,7.0,"('crossover', 'Cc1ccc(CC2CC(=O)NC(=S)S2)c(C)c1C(=O)NCc1ccc(C(C)(O)C=O)cc1', 'Cc1ccc(CC2SC(O)NC2=O)cc1C(=O)N(Br)OC(F)(F)F')",0.1181317942734041,0.0011206843234160548,Cc1ccc(CC2SC(O)NC2=O)cc1F
-957.5413268925016,"[0.7121990806787878, 0.5466500000000002, 0.6292857142857143, 0.5227166666666668]",[0 0 0 ... 0 0 0],0.19008794588591107,10.0,"('crossover', 'Cc1ccc(CC2CC(=O)NC(=S)S2)c(C)c1Oc1ccc(O)c(C(C)C)c1', 'CC(C)(OC(O)(F)F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1')",0.17430282041526146,0.00033235970796396735,CC(F)(F)ON(Br)C(=O)C(=O)NCc1ccc(C(C)(C)OC(O)(F)F)cc1
-2.886995455429456,"[0.294184757018182, 0.4716566666666668, 0.41571428571428576, 0.5511433333333335]",[0 0 0 ... 0 0 0],0.1541005848958492,13.0,"('crossover', 'Cc1ccc(C)c(C(=O)NCCNC(=O)C2SC(=O)NC2=O)c1', 'Cc1ccc(CC2CC(=O)NC(=S)S2)c(C)c1Oc1ccc(O)c(C(C)C)c1')",0.17764058811297312,0.0012274766446967783,Cc1ccc(C)c(C(=O)NCCC2CC(=O)NC(=S)S2)c1
-167.88885804232052,"[0.582135218060606, 0.8000500000000006, 0.6621428571428571, 0.743505555555556]",[0 1 0 ... 0 0 0],0.3000744476114991,14.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CC(C=O)c1cc(Oc2cccc(CC3CC(=O)NC(=O)S3)c2F)ccc1O')",0.2757597848871879,0.000613049874547852,CCC(C=O)c1cc(Oc2cccc(CC3CC(=O)NC(=O)S3)c2F)ccc1O
-85.209925130596,"[0.26094943458181824, 0.8008400000000004, 0.2963571428571428, 0.4180388888888891]",[0 1 0 ... 0 0 0],0.15319331629576904,16.0,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1ccc(C)c(C(=O)Nc2ccc(OC(F)(F)F)cc2)c1')",0.13012217686253263,0.001470953331153263,Cc1ccc(C)c(C(O)Nc2ccc(OC(F)(F)F)cc2)c1
-3.72956278600981,"[0.7396384635030302, 0.8616166666666673, 0.7280714285714286, 0.7669277777777781]",[0 1 0 ... 0 0 0],0.2826036306871397,18.0,"('crossover', 'CC(C=O)c1cc(Oc2cccc(CC3CC(=O)NC(=O)S3)c2F)ccc1O', 'CC(C)(OC(F)(F)F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1')",0.2593704211838117,0.0006975891915506715,CC(C=O)c1cc(Oc2cccc(CC3CC(=O)NC(=O)S3)c2OC(F)(F)F)ccc1O
-2.3392876683272217,"[0.5029791016363636, 0.9174366666666668, 0.21100000000000002, 0.43121666666666697]",[0 0 0 ... 0 0 0],0.10160058064049662,19.0,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2', 'Cc1ccc(CC2SC(O)NC2=O)cc1C(=O)N(Br)OC(F)(F)F')",0.09639627451550292,0.0012841086800553592,Cc1ccc(-c2ccc(F)cc2)cc1C(=O)N(Br)OC(F)(F)F
-601.9891153244636,"[0.7063545872848483, 0.5231666666666669, 0.8040714285714285, 0.889907777777778]",[0 0 0 ... 0 0 0],0.3018507969325665,21.0,"('mutation', '[#6:1]>>[#8:1]', 'CSc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(C)(C)C=O)cc1')",0.23460666260125068,0.0006318570190164182,CSc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(C)(O)C=O)cc1
-3.6531553761385838,"[0.3790716444727273, 0.22349999999999995, 0.8040714285714285, 0.5341688888888891]",[0 0 0 ... 0 0 0],0.20873273092732164,24.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CC(O)(C=O)c1ccc(CNC(=O)C=C2SC(=O)NC2=O)cc1')",0.2116160917751811,0.0006763065948280476,CC(O)(C=O)c1ccc(CNC(=O)CCC2SC(=O)NC2=O)cc1
-3.69843062189292,"[0.2876599886181819, 0.11278333333333335, 0.5633571428571429, 0.14452777777777795]",[0 0 0 ... 0 0 0],0.08663947675302165,25.0,"('crossover', 'CN(C1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(CC2SC(O)NC2=O)cc1C(=O)N(Br)OC(C)(F)F')",0.1076387254946809,0.001293672709448611,CC(F)(F)ON(Br)C(=O)C1SC(O)NC1=O
-5.811011235243353,"[0.5881099280969696, 0.3075333333333334, 0.8114285714285714, 0.5862622222222227]",[0 0 0 ... 0 0 0],0.1877825505322909,27.0,"('crossover', 'COc1ccc(CC(=O)NCC(=O)NC(F)(F)F)cc1C(=O)NC(F)(F)F', 'COc1ccc(CC(=O)NF)cc1C(=O)NOc1c(C)ccc(CC2CC(=O)NC(=O)S2)c1C')",0.19077536639575954,0.0006061770775010219,COc1ccc(CC(=O)NCC2CC(=O)NC(=O)S2)cc1C(=O)NC(F)(F)F
-2.1689841602276356,"[0.1122495637939394, 0.3757166666666667, 0.7044285714285715, 0.23149555555555573]",[0 0 0 ... 0 0 0],0.10489073362209701,32.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-N', 'CC(F)c1cc(OSC[N+](=O)[O-])ccc1O')",0.11429364429155964,0.0010495119208266453,CC(N)(F)c1cc(OSC[N+](=O)[O-])ccc1O
-1.6340080694891483,"[0.8277352505575758, 0.27920000000000006, 0.8973571428571429, 0.8276144444444445]",[0 0 0 ... 0 0 0],0.22343972802328263,33.0,"('crossover', 'COc1ccc(CC(=O)NCC(=O)NC(F)(F)F)cc1C(=O)NCc1ccc(F)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(F)(F)F)cc1')",0.19514584031126658,0.00046574811208257194,COc1ccc(CC(=O)NCC(=O)NC(F)(F)F)cc1C(=O)NCC(=O)NCc1ccc(F)cc1
-1.780254801864654,"[0.2973130709454546, 0.7720066666666671, 0.2737857142857143, 0.44679111111111147]",[0 0 0 ... 0 0 0],0.17244074754183034,35.0,"('crossover', 'CCc1ccc(C)c(Oc2ccc(O)c(C(C)C)c2)c1C', 'COc1ccc(C)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.16859519971952427,0.0012118344392952234,Cc1ccc(C)c(C(=O)NCc2ccc(OC(F)(F)F)cc2)c1
-2659.496450387471,"[0.6185056067151513, 0.5743000000000001, 0.5402142857142856, 0.8700277777777781]",[0 0 0 ... 0 0 0],0.37035253747827646,37.0,"('crossover', 'COc1ccc(CC2SC(=S)NC2=O)cc1Cc1ccc(C(C)(O)C=O)cc1', 'CSc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(C)(O)C=O)cc1')",0.23726678776550192,0.0006537093058166965,COc1ccc(CC2SC(=S)NC2=O)cc1CCc1ccc(C(C)(O)C=O)cc1
-28.11271590357693,"[0.67598872230303, 0.851833333333334, 0.8483571428571428, 0.8439766666666669]",[0 1 0 ... 0 0 0],0.24843100823101003,38.0,"('crossover', 'CC(c1ccc([N+](=O)[O-])cc1)c1cc(OSCC2CC(=O)NC(=O)S2)ccc1O', 'COc1ccc(CO)cc1C(=O)NCc1ccc(O)cc1')",0.23089641807371808,0.00046369184639301125,CC(c1ccc([N+](=O)[O-])cc1)c1cc(OSCCC2CC(=O)NC(=O)S2)ccc1O
-177.42184237434878,"[0.6304970306060604, 0.8961666666666672, 0.2737857142857143, 0.8881188888888892]",[0 0 0 ... 0 0 0],0.20388766289050295,40.0,"('crossover', 'CC(O)(C=O)c1ccc(CNC(=O)c2cc(O)ccc2F)cc1', 'COc1ccc(CC2SC(=S)NC2=O)cc1Cc1ccc(C(C)(C)C=S)cc1')",0.1779531937852508,0.0005871031571985034,CC(C)(C=S)c1ccc(Cc2cc(CC3SC(=S)NC3=O)ccc2OF)cc1
-15.01056385152568,"[0.5152948019757575, 0.7861333333333338, 0.5402142857142856, 0.5534944444444448]",[0 1 0 ... 0 0 0],0.2157867484313722,42.0,"('crossover', 'CC(c1cc(OSCC2CC(SO)NC(=O)S2)ccc1O)C(F)(F)F', 'CC(c1ccc([N+](=O)[O-])cc1)c1cc(OSCC2CC(=O)NC(=O)S2)ccc1O')",0.1833104874515304,0.0010070309405472461,CC(c1cc(OSCCC2CC(=O)NC(=O)S2)ccc1O)C(F)(F)F
-1781.0308171750873,"[0.44569088670303014, 0.4758166666666668, 0.7480714285714286, 0.6237966666666667]",[0 0 0 ... 0 0 0],0.2220244038183577,44.0,"('crossover', 'CN(CNC(=O)c1cc(O)ccc1F)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(C=C2SC(=O)NC2O)cc1C(=O)NCc1ccc(O)cc1')",0.19483298931049076,0.0003653868228224919,COc1ccc(C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)cc1
-324.21025545518825,"[0.8787192925090908, 0.5531833333333335, 0.7486428571428572, 0.6577377777777778]",[0 0 0 ... 0 0 0],0.2022197762434689,45.0,"('crossover', 'CC(C)(F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1', 'CSc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(C)(O)C=O)cc1')",0.18389883310586236,0.0007252942117357192,CC(F)(CC1SC(=O)NC1=O)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1
-2.2580292899012884,"[0.4725561347636363, 0.7362500000000001, 0.2769285714285714, 0.22480555555555565]",[0 0 0 ... 0 0 0],0.08430894379367908,48.0,"('crossover', 'CC(C)(Cc1ccc(OC(F)(F)F)cc1)OC(F)(F)F', 'COc1ccc(CC2SC(O)NC2=O)cc1C(=O)N(Br)OC(F)(F)F')",0.10455633928212762,0.0012705962679075088,COc1ccc(C(F)(F)F)cc1C(=O)N(Br)OC(F)(F)F
-4.390288956322143,"[0.3461206944484848, 0.9177100000000008, 0.3962857142857143, 0.7051577777777783]",[0 0 0 ... 0 0 0],0.2683037919410757,50.0,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCCCc1ccc(F)cc1)O2', 'Cc1ccc(C=C2SC(=O)NC2O)cc1C(=O)NCc1ccc(O)cc1')",0.17235610979941257,0.0005931566731438823,Cc1c(C)c2c(c(C)c1N)CC(C)(CCCCc1ccc(O)cc1)O2
-3.105962419867981,"[0.17580583950303028, 0.5459866666666668, 0.20785714285714288, 0.43093000000000026]",[0 0 0 ... 0 0 0],0.113381723629565,51.0,"('crossover', 'Cc1ccc(CC2SC(=S)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(O)cc1', 'CSc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C(C)(O)C=O)cc1')",0.14808476422707945,0.0007860889621352356,CSc1cc(CC2SC(=S)NC2=O)ccc1C
-6.040077786851165,"[0.6579954081575756, 0.7275866666666669, 0.4816428571428572, 0.9405544444444448]",[0 0 0 ... 0 0 0],0.27073915597295806,53.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'Cc1ccc(CC2SC(=S)NC2=O)cc1C(=O)NCc1ccc(C(C)(C)C)cc1')",0.24580776705194043,0.0004508882362759736,COC(C)(C)c1ccc(CNC(=O)c2cc(CC3SC(=S)NC3=O)ccc2C)cc1
-133.67660760509978,"[0.7302917827757576, 0.6940333333333336, 0.4847857142857143, 0.4596411111111111]",[0 0 0 ... 0 0 0],0.1595349348426844,55.0,"('crossover', 'CC(C)(F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1', 'CC(C)(OC(F)(F)F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)F)cc1')",0.14851060491777807,0.0006627804294163226,CC(C)(F)c1ccc(CNC(=O)C(=O)N(Br)OC(F)(F)OC(F)(F)F)cc1
-1.5665758434561212,"[0.48816255356363636, 0.45415, 0.7480714285714286, 0.6765855555555557]",[0 0 0 ... 0 0 0],0.23471267369060034,61.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(C)cc1', 'Cc1ccc(CC2CC(=O)NC(=O)S2)c(C)c1Oc1ccc(O)c(C(C)C)c1')",0.20875878861795577,0.00027719348766652957,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)cc1
-3.0337567027947525,"[0.5335788642909093, 0.28991666666666666, 0.6895, 0.41585111111111106]",[0 0 0 ... 0 0 0],0.1601594429593334,64.0,"('crossover', 'COc1ccc(CC(=O)NCC(=O)NC(F)(F)F)cc1C(=O)NCc1ccc(F)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)cc1')",0.16621526853572527,0.000650173746267858,COc1ccc(CC(=O)NCC(=O)NC(F)(F)F)cc1C(=O)NC(F)(F)F
