descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3126627049333332, 0.6393566666666669, 0.6480714285714286, 0.6188511111111115]","tensor(0.2245, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.20551160220902895,2,"('crossover', 'CONCOCC1(C)C=Cc2c(C)c(O)c(C)c(C)c2O1', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.2245, dtype=torch.float64)","tensor(0.0042, dtype=torch.float64)",Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(N)cc1)O2,2
"[0.06360350397575759, 0.39736666666666665, 0.27635714285714286, 0.1415422222222225]","tensor(0.1196, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1111090589524628,7,"('crossover', 'OCc1ccc(OCOBr)cc1', 'CONCc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2207, dtype=torch.float64)","tensor(2.8699e-07, dtype=torch.float64)",OCc1ccc(OCCOBr)cc1,7
"[0.2973306944000001, 0.5281500000000001, 0.4056428571428572, 0.5166411111111117]","tensor(0.0672, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.17542564157357202,13,"('mutation', '[#8:1]>>[#6:1]', 'CCCOc1ccc(COCOCC2SC(=O)NC2=O)cc1')","tensor(0.2207, dtype=torch.float64)","tensor(2.8698e-07, dtype=torch.float64)",C=C1NC(=O)C(COCOCc2ccc(OCCC)cc2)S1,13
"[0.6489252845454544, 0.8258100000000006, 0.6061428571428571, 0.8993722222222227]","tensor(4.8314e-11, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.6139623423144214,14,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.2637457772848484, 0.7953400000000005, 0.27635714285714286, 0.394375555555556]","tensor(0.1226, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.10287348268229239,16,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1C=CC(C)(COc1ccc(CO)cc1)O2', 'CONCc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2196, dtype=torch.float64)","tensor(2.8700e-07, dtype=torch.float64)",CCC1(C)C=Cc2c(C)c(O)c(OBr)c(C)c2O1,16
"[0.8425460784969695, 0.8788033333333342, 0.6061428571428571, 0.9325611111111114]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.6551753201941264,18,"('mutation', '[*:1]~[D4](~[*;!H0;!H1:2])(~[*:3])~[*:4]>>[*:1]-[*:2](-[*:3])-[*:4]', 'CCc1c(O)c(Br)c(C)c2c1C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2196, dtype=torch.float64)","tensor(2.8700e-07, dtype=torch.float64)",CCc1c(O)c(Br)c(C)c2c1C=CC(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,18
"[0.6066517301939395, 0.50074, 0.8779285714285715, 0.8383400000000005]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.43952560313480715,21,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.2212, dtype=torch.float64)","tensor(2.8696e-07, dtype=torch.float64)",Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,21
"[0.20338531815757574, 0.07402833333333333, 0.8038571428571428, 0.3774977777777781]","tensor(0.0672, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16479402516072666,24,"('crossover', 'CONCOc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1', 'N=CONCOc1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.2196, dtype=torch.float64)","tensor(2.8702e-07, dtype=torch.float64)",N=CONCCOc1ccc(CC2NC(=O)NC2=O)cc1,24
"[0.6581370744, 0.29495999999999994, 0.9632857142857144, 0.8223533333333339]","tensor(0.0148, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.23887426742139942,33,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'Cc1c(C)c(C2NC(=O)NC2=O)c(C)c2c1OC(C)(COCC1NC(=O)NC1=O)C=C2')","tensor(0.2212, dtype=torch.float64)","tensor(2.8700e-07, dtype=torch.float64)",Cc1c(C)c(C2NC(=O)NC2=O)c(C)c2c1OC(C)(COC(C)C1NC(=O)NC1=O)C=C2,33
"[0.31232547464242416, 0.6690600000000005, 0.27635714285714286, 0.43120888888888925]","tensor(0.1209, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.10699237566522554,35,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(CO)O2')","tensor(0.2207, dtype=torch.float64)","tensor(2.8698e-07, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1COBr)CCC(C)(CO)O2,35
"[0.6036358242303029, 0.6217766666666669, 0.6920714285714286, 0.8419466666666673]","tensor(0.6075, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.42453219888148075,37,"('mutation', '[#16:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,37
"[0.6155775541454546, 0.7130066666666671, 0.792, 0.8350544444444449]","tensor(0.3118, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.38939899176455484,38,"('crossover', 'Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.3118, dtype=torch.float64)","tensor(0.0051, dtype=torch.float64)",Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(C3SC(=O)NC3=O)cc1)O2,38
"[0.4003476135393939, 0.8732000000000006, 0.5320714285714286, 0.6215166666666669]","tensor(0.1533, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16443275635559645,42,"('crossover', 'Cc1c(C)c2c(c(C)c1OBr)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'CCON=Nc1ccc(CONc2ccc(CC3SC(=O)N3O)cc2)cc1')","tensor(0.1533, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",CCON=Nc1ccc(Cc2ccc(CC3SC(=O)N3O)cc2)cc1,42
"[0.4337831973333333, 0.4181949999999999, 0.8038571428571428, 0.6637866666666669]","tensor(0.0172, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2679190612545104,44,"('crossover', 'CONCOc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1', 'N=CONCOc1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.2196, dtype=torch.float64)","tensor(2.8702e-07, dtype=torch.float64)",N=CONc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1,44
"[0.3520082067151515, 0.7739933333333338, 0.4282142857142857, 0.6481833333333337]","tensor(0.0185, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.35733793260812746,50,"('crossover', 'N=CONc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1', 'CONCc1ccc(OCC2C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.3167, dtype=torch.float64)","tensor(0.0047, dtype=torch.float64)",CONc1ccc(OCC2C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1,50
"[0.05191115095757575, 0.6114000000000002, 0.21042857142857144, 0.3642422222222226]","tensor(0.1043, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13632109153311756,51,"('crossover', 'Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'CCOc1ccc(Cc2ccc(Oc3ccc(CO)cc3)cc2)cc1')","tensor(0.2207, dtype=torch.float64)","tensor(2.8698e-07, dtype=torch.float64)",CCOc1ccc(Cc2ccc(CO)cc2)cc1,51
"[0.5308445231151514, 0.7656000000000004, 0.4816428571428572, 0.8495711111111113]","tensor(0.2333, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.18022836544824725,53,"('crossover', 'CCOc1ccc(Cc2ccc(CC3NC(=O)NC3=O)cc2)cc1', 'CCOc1ccc(Cc2ccc(OCl)cc2)cc1')","tensor(0.2333, dtype=torch.float64)","tensor(2.8697e-07, dtype=torch.float64)",CCOc1ccc(Cc2ccc(-c3ccc(CC4NC(=O)NC4=O)cc3)cc2)cc1,53
"[0.7540342721696968, 0.7728533333333338, 0.40821428571428575, 0.49204222222222255]","tensor(0.1161, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.10491156054094372,55,"('crossover', 'Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(CO)CC2')","tensor(0.2196, dtype=torch.float64)","tensor(2.8702e-07, dtype=torch.float64)",Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(CO)O2,55
"[0.485344760109091, 0.38519999999999993, 0.7152142857142857, 0.6731988888888891]","tensor(0.0028, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2614223081742646,61,"('crossover', 'CON(O)Cc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1', 'CONCOc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1')","tensor(0.2618, dtype=torch.float64)","tensor(0.0040, dtype=torch.float64)",CON(O)Cc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1,61
"[0.06997254619393938, 0.14794499999999994, 0.7379285714285715, 0.2677755555555557]","tensor(0.1872, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11341220422972534,65,"('crossover', 'N=CONc1ccc(CCOc2ccc(CC3NC(=O)NC3=O)cc2)cc1', 'CCc1c(O)c(Br)c(C)c2c1C=CC(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.1872, dtype=torch.float64)","tensor(0.0040, dtype=torch.float64)",N=CONc1ccc(CC2NC(=O)NC2=O)cc1,65
"[0.4090240605939393, 0.4317166666666667, 0.4847857142857143, 0.42593000000000025]","tensor(0.1579, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13030873002993795,66,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'CONCOc1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.1579, dtype=torch.float64)","tensor(0.0048, dtype=torch.float64)",CON(Br)COc1ccc(CC2SC(=O)NC2=O)cc1,66
"[0.4854209786787878, 0.8022266666666673, 0.5099285714285715, 0.7406700000000004]","tensor(0., dtype=torch.float64)",[0 1 0 ... 0 0 0],0.4282198290908404,67,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'CONCc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2251, dtype=torch.float64)","tensor(2.8695e-07, dtype=torch.float64)",CON(O)Cc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1,67
"[0.939484954981818, 0.8392200000000004, 0.738, 0.9730722222222227]","tensor(0.2570, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.42746958611360913,72,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'Cc1c(O)c(OBr)c(C)c2c1C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2570, dtype=torch.float64)","tensor(2.8696e-07, dtype=torch.float64)",COc1c(OBr)c(O)c(C)c2c1OC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)C=C2,72
"[0.3033284657818182, 0.46961666666666674, 0.5275714285714287, 0.4750411111111115]","tensor(0.0845, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1638122426305667,73,"('crossover', 'CCCOc1ccc(CC2SC(=O)NC2=O)cc1', 'Cc1c(C)c2c(c(C)c1O)C=CC(C)(COCOCC1SC(=O)NC1=O)O2')","tensor(0.2251, dtype=torch.float64)","tensor(2.8697e-07, dtype=torch.float64)",CCCOc1ccc(COCOCC2SC(=O)NC2=O)cc1,73
"[0.6854870334181818, 0.6557733333333334, 0.778, 0.9546100000000005]","tensor(0., dtype=torch.float64)",[0 1 0 ... 0 0 0],0.44028766715013623,78,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CNc1c(C)c2c(c(C)c1O)CCC(C)(CCOc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.2196, dtype=torch.float64)","tensor(2.8699e-07, dtype=torch.float64)",CNc1c(C)c2c(c(C)c1O)C=CC(C)(CCOc1ccc(CC3NC(=O)NC3=O)cc1)O2,78
"[0.654619866181818, 0.722176666666667, 0.5275714285714286, 0.7112411111111117]","tensor(0.0634, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.16375188994064202,80,"('crossover', 'Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1OBr)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2212, dtype=torch.float64)","tensor(2.8697e-07, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1OBr)C=CC(C)(COCC1SC(=O)NC1=O)O2,80
"[0.1729315997818181, 0.2613333333333333, 0.5475714285714286, 0.3411488888888892]","tensor(0.1107, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.15149176626357783,81,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'CONCc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2251, dtype=torch.float64)","tensor(2.8696e-07, dtype=torch.float64)",CONCOc1ccc(CC2SC(=O)NC2=O)cc1,81
"[0.43695154043636364, 0.7273600000000005, 0.4282142857142857, 0.7380055555555559]","tensor(9.7501e-16, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.40216924307801366,83,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CONCc1ccc(OCC2C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.3597, dtype=torch.float64)","tensor(0.0043, dtype=torch.float64)",CONCCc1ccc(OCC2C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1,83
