descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3126627049333332, 0.5387900000000001, 0.6480714285714286, 0.6148622222222225]","tensor(0.0042, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.22229712245428473,2,"('crossover', 'CONc1ccc(COc2ccc(CCCCO)cc2)cc1', 'Cc1c(O)c(N)c(C)c2c1CCC(COc1ccc(N)cc1)O2')","tensor(0.2132, dtype=torch.float64)","tensor(0.0040, dtype=torch.float64)",Cc1c(CO)c(N)c(C)c2c1CCC(COc1ccc(N)cc1)O2,2
"[0.7055648339272725, 0.9441200000000004, 0.26371428571428573, 0.47635555555555587]","tensor(0.0920, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08717952499559001,6,"('crossover', 'Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(C(=N)O)O2', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(C3SC(=O)NC3=O)cc1)O2')","tensor(0.0920, dtype=torch.float64)","tensor(0.0048, dtype=torch.float64)",Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(C)O2,6
"[0.06363754452121212, 0.3132333333333333, 0.3822857142857143, 0.15558000000000025]","tensor(0.0235, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11137793036039535,7,"('crossover', 'Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(COc1ccc(CO)cc1)C=C2', 'O=C1NC(=O)C(c2ccc(OCCc3ccc(NOCNBr)cc3)cc2)S1')","tensor(0.1346, dtype=torch.float64)","tensor(0.0041, dtype=torch.float64)",OCc1ccc(NOCNBr)cc1,7
"[0.8028409407030301, 0.5878733333333335, 0.6794285714285715, 0.6611933333333339]","tensor(0.0991, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.14011483221677423,10,"('crossover', 'Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(COc1ccc(CO)cc1)C=C2', 'O=C1NC(=O)C(Cc2ccc(OCNOCNBr)cc2)N1')","tensor(0.0991, dtype=torch.float64)","tensor(0.0027, dtype=torch.float64)",Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(COC1NC(=O)NC1=O)C=C2,10
"[0.27618880945454544, 0.49316666666666675, 0.49157142857142855, 0.5189266666666672]","tensor(0.0817, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.29551961934919146,13,"('crossover', 'Cc1c(C)c2c(c(C)c1O)C=CC(COc1ccc(CCNOC=O)cc1)O2', 'CONc1ccc(OCC2C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2571, dtype=torch.float64)","tensor(0.0062, dtype=torch.float64)",CONc1ccc(COc2ccc(CCNOC=O)cc2)cc1,13
"[0.6489252845454544, 0.8258100000000006, 0.6061428571428571, 0.8993722222222227]","tensor(4.8314e-11, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.6139623423144214,14,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.2698538077818181, 0.7819066666666673, 0.27635714285714286, 0.38645333333333365]","tensor(0.0068, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11608015981366146,16,"('mutation', '[*:1]~[D4](~[*;!H0:2])(~[*;!H0:3])~[*:4]>>[*:1]-[*:2]-[*:3]-[*:4]', 'CCCC1(C)CCc2c(C)c(O)c(OBr)c(C)c2O1')","tensor(0.1201, dtype=torch.float64)","tensor(0.0065, dtype=torch.float64)",CCCCC1Cc2c(C)c(O)c(OBr)c(C)c2O1,16
"[0.8425460784969695, 0.8788033333333342, 0.6061428571428571, 0.9325611111111114]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.6551753201941264,18,"('mutation', '[*:1]~[D4](~[*;!H0;!H1:2])(~[*:3])~[*:4]>>[*:1]-[*:2](-[*:3])-[*:4]', 'CCc1c(O)c(Br)c(C)c2c1C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2196, dtype=torch.float64)","tensor(2.8700e-07, dtype=torch.float64)",CCc1c(O)c(Br)c(C)c2c1C=CC(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,18
"[0.37242323751515144, 0.8725766666666671, 0.22571428571428573, 0.32816666666666694]","tensor(0.1108, dtype=torch.float64)",[0 0 1 ... 0 0 0],0.08350538119951081,19,"('crossover', 'COc1c(OBr)c(O)c(C)c2c1OC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)C=C2', 'Cc1c(OBr)c(OBr)c(C)c2oc(C(C)OC3NC(=O)NC3=O)cc12')","tensor(0.1108, dtype=torch.float64)","tensor(0.0068, dtype=torch.float64)",Cc1cc2c(C)c(OBr)c(OBr)c(C)c2o1,19
"[0.6670922683272728, 0.5582366666666668, 0.8779285714285714, 0.8413733333333338]","tensor(2.2601e-43, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.4445589944838837,21,"('mutation', '[#6:1]>>[#17:1]', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.3990, dtype=torch.float64)","tensor(0.0031, dtype=torch.float64)",Cc1c(N)c(O)c(Cl)c2c1OC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)CC2,21
"[0.3548138099878787, 0.2526999999999999, 0.6794285714285715, 0.47341555555555603]","tensor(0.0764, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.27401791743979226,24,"('crossover', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(C3SC(=O)NC3=O)cc1)O2', 'CONCCc1ccc(OCOC2SC(=O)NC2=O)cc1')","tensor(0.2475, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",CONCCc1ccc(OCOCOC2SC(=O)NC2=O)cc1,24
"[0.6092201467515151, 0.3087533333333333, 0.758, 0.6153244444444449]","tensor(0.1624, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1753886773258994,27,"('crossover', 'CCCC1(C)CCc2c(C)c(O)c(OBr)c(C)c2O1', 'COCc1c2c(c(C)c(Br)c1CO)OC(OCOc1ccc(CC3NC(=O)NC3=O)cc1)C=C2')","tensor(0.1624, dtype=torch.float64)","tensor(0.0039, dtype=torch.float64)",COCc1c2c(c(C)c(Br)c1CO)OC(OCC1NC(=O)NC1=O)C=C2,27
"[0.7065526997939394, 0.3224433333333333, 0.8413571428571428, 0.9023755555555562]","tensor(1.7468e-07, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.2408035063226635,33,"('mutation', '[#8:1]>>[#16:1]', 'Cc1c(C)c(C2NC(=O)NC2=O)c(C)c2c1OC(C)(COC(C)C1NC(=O)NC1=O)C=C2')","tensor(0.2289, dtype=torch.float64)","tensor(0.0029, dtype=torch.float64)",Cc1c(C)c(C2NC(=S)NC2=O)c(C)c2c1OC(C)(COC(C)C1NC(=O)NC1=O)C=C2,33
"[0.3364730500121213, 0.7298666666666672, 0.27635714285714286, 0.46864222222222274]","tensor(0.0589, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.171236546534381,35,"('crossover', 'Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(OCO)O2', 'CONc1ccc(COc2ccc(CCCO)cc2)cc1')","tensor(0.2231, dtype=torch.float64)","tensor(0.0043, dtype=torch.float64)",OCCCc1ccc(OCc2ccc(OBr)cc2)cc1,35
"[0.6036358242303029, 0.6217766666666669, 0.6920714285714286, 0.8419466666666673]","tensor(0.6075, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.42453219888148075,37,"('mutation', '[#16:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,37
