descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3126627049333332, 0.5387900000000001, 0.6480714285714286, 0.6148622222222225]","tensor(0.0042, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.22229712245428473,2,"('crossover', 'CONc1ccc(COc2ccc(CCCCO)cc2)cc1', 'Cc1c(O)c(N)c(C)c2c1CCC(COc1ccc(N)cc1)O2')","tensor(0.2132, dtype=torch.float64)","tensor(0.0040, dtype=torch.float64)",Cc1c(CO)c(N)c(C)c2c1CCC(COc1ccc(N)cc1)O2,2
"[0.7055648339272725, 0.9441200000000004, 0.26371428571428573, 0.47635555555555587]","tensor(0.0920, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08717952499559001,6,"('crossover', 'Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(C(=N)O)O2', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(C3SC(=O)NC3=O)cc1)O2')","tensor(0.0920, dtype=torch.float64)","tensor(0.0048, dtype=torch.float64)",Cc1c2c(c(OBr)c(OBr)c1OBr)CCC(C)(C)O2,6
"[0.06062163855757576, 0.3262, 0.2963571428571429, 0.16432777777777804]","tensor(0.0215, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12463373789338524,7,"('crossover', 'O=C1NCC(Cc2ccc(OCOc3ccc(CCCNBr)cc3)cc2)N1', 'OCc1ccc(OCOc2ccc(CCNBr)cc2)cc1')","tensor(0.1426, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",OCc1ccc(OCCNBr)cc1,7
"[0.8089489711999999, 0.5744400000000001, 0.6794285714285715, 0.6532711111111116]","tensor(2.2038e-07, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1404713764432332,10,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(COC1NC(=O)NC1=O)C=C2')","tensor(0.1312, dtype=torch.float64)","tensor(0.0026, dtype=torch.float64)",Cc1c2c(c(C)c(OBr)c1OBr)OC(C)(COC1NC(=O)NC1=O)CC2,10
"[0.2278296303272727, 0.49338333333333334, 0.40364285714285714, 0.5410011111111116]","tensor(3.7883e-159, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.31433246275217397,13,"('crossover', 'CCc1ccc(OCCc2ccc(CCNOC)cc2)cc1', 'NCONc1ccc(COCOc2ccc(CO)cc2)cc1')","tensor(0.2195, dtype=torch.float64)","tensor(0.0029, dtype=torch.float64)",CONCCc1ccc(CCOc2ccc(CN)cc2)cc1,13
"[0.6489252845454544, 0.8258100000000006, 0.6061428571428571, 0.8993722222222227]","tensor(4.8314e-11, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.6139623423144214,14,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.31232547464242416, 0.8469233333333341, 0.27635714285714286, 0.4377533333333338]","tensor(0.0134, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12430731957216506,16,"('crossover', 'OCc1ccc(COc2ccc(CCCNBr)cc2)cc1', 'CCCCC1Cc2c(C)c(O)c(OBr)c(C)c2O1')","tensor(0.1295, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",CCCCCC1Cc2c(C)c(O)c(OBr)c(C)c2O1,16
"[0.8425460784969695, 0.8788033333333342, 0.6061428571428571, 0.9325611111111114]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.6551753201941264,18,"('mutation', '[*:1]~[D4](~[*;!H0;!H1:2])(~[*:3])~[*:4]>>[*:1]-[*:2](-[*:3])-[*:4]', 'CCc1c(O)c(Br)c(C)c2c1C=CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2196, dtype=torch.float64)","tensor(2.8700e-07, dtype=torch.float64)",CCc1c(O)c(Br)c(C)c2c1C=CC(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,18
"[0.37242323751515144, 0.8725766666666671, 0.22571428571428573, 0.32816666666666694]","tensor(0.1108, dtype=torch.float64)",[0 0 1 ... 0 0 0],0.08350538119951081,19,"('crossover', 'COc1c(OBr)c(O)c(C)c2c1OC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)C=C2', 'Cc1c(OBr)c(OBr)c(C)c2oc(C(C)OC3NC(=O)NC3=O)cc12')","tensor(0.1108, dtype=torch.float64)","tensor(0.0068, dtype=torch.float64)",Cc1cc2c(C)c(OBr)c(OBr)c(C)c2o1,19
"[0.6670922683272728, 0.5582366666666668, 0.8779285714285714, 0.8413733333333338]","tensor(2.2601e-43, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.4445589944838837,21,"('mutation', '[#6:1]>>[#17:1]', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.3990, dtype=torch.float64)","tensor(0.0031, dtype=torch.float64)",Cc1c(N)c(O)c(Cl)c2c1OC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)CC2,21
"[0.3548138099878787, 0.2526999999999999, 0.6794285714285715, 0.47341555555555603]","tensor(0.0764, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.27401791743979226,24,"('crossover', 'Cc1c(O)c(N)c(C)c2c1CCC(C)(COc1ccc(C3SC(=O)NC3=O)cc1)O2', 'CONCCc1ccc(OCOC2SC(=O)NC2=O)cc1')","tensor(0.2475, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",CONCCc1ccc(OCOCOC2SC(=O)NC2=O)cc1,24
"[0.6940532213575757, 0.38323666666666667, 0.8239285714285713, 0.6751022222222226]","tensor(0.0091, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2060727044353012,27,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'COCc1c2c(c(C)c(Br)c1CO)OC(OCOCC1NC(=O)NC1=O)C=C2')","tensor(0.1845, dtype=torch.float64)","tensor(0.0041, dtype=torch.float64)",COCc1c2c(c(C)c(Br)c1CO)OC(OCOC=C1NC(=O)NC1=O)C=C2,27
"[0.7065526997939394, 0.3224433333333333, 0.8413571428571428, 0.9023755555555562]","tensor(1.7468e-07, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.2408035063226635,33,"('mutation', '[#8:1]>>[#16:1]', 'Cc1c(C)c(C2NC(=O)NC2=O)c(C)c2c1OC(C)(COC(C)C1NC(=O)NC1=O)C=C2')","tensor(0.2289, dtype=torch.float64)","tensor(0.0029, dtype=torch.float64)",Cc1c(C)c(C2NC(=S)NC2=O)c(C)c2c1OC(C)(COC(C)C1NC(=O)NC1=O)C=C2,33
"[0.37596285145454544, 0.681666666666667, 0.2963571428571429, 0.5376611111111116]","tensor(0.0404, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.28373235849938316,35,"('crossover', 'CONc1ccc(-c2ccc(CO)cc2)cc1', 'O=C1NCC(Cc2ccc(OCOc3ccc(CCCNBr)cc3)cc2)N1')","tensor(0.2116, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",OCc1ccc(COc2ccc(CCCNBr)cc2)cc1,35
"[0.5156765845454545, 0.5805066666666668, 0.5501428571428573, 0.7671722222222226]","tensor(1.7195e-25, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.44677392699696866,37,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'C#Cc1c(C)c(O)c(C)c2c1OC(COc1ccc(CCNOC=O)cc1)C=C2')","tensor(0.3974, dtype=torch.float64)","tensor(0.0029, dtype=torch.float64)",C#Cc1c(C)c(O)c(C)c2c1OC(COc1ccc(CCNOC=O)cc1)CC2,37
