descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3883058400484849, 0.023383333333333384, 0.6090714285714286, 0.5711255555555559]","tensor(0.0036, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2146210632916557,0.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'COc1ccc(CCN2CCN(C3SC(O)NC3=O)CC2)cc1')","tensor(0.1566, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",O=C1NC(O)SC1N1CCN(CCc2ccc(OCO)cc2)CC1,0
"[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",,[0 0 0 ... 1 0 0],0.16021317083099268,,"('database', 'no reaction', 'no parent')",,,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2,2
"[0.26419326669090903, 0.5364333333333335, 0.2567142857142857, 0.5739422222222228]","tensor(0.1301, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16857145638466559,4.0,"('crossover', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')","tensor(0.1301, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",COc1ccc(CN2CCN(Cc3ccc(O)cc3)CC2)cc1,4
"[0.07626705437575755, 0.2175166666666666, 0.2567142857142857, 0.35329777777777815]","tensor(0.0128, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11285683051796622,7.0,"('crossover', 'COc1ccc(CN2CCN(CO)CC2)cc1', 'COc1ccc(C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)cc1')","tensor(0.1204, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",COc1ccc(CN2CCN(CCO)CC2)cc1,7
"[0.40894217872727284, 0.17923333333333333, 0.7286428571428573, 0.1641388888888888]","tensor(0.1331, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08925651786160342,11.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)OC(F)(F)F)cc1', 'CN(C1SC(=O)NC1=O)S(=O)(=O)c1ccc(CCC2SC(=O)N2O)cc1')","tensor(0.1331, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",CN(C1SC(=O)NC1=O)S(=O)(=O)OC(F)(F)OC(F)(F)F,11
"[0.22473750579393936, 0.45020333333333334, 0.4614285714285714, 0.5324300000000003]","tensor(0.0416, dtype=torch.float64)",[0 0 0 ... 0 0 1],0.16342854556077593,13.0,"('crossover', 'CNN(C)c1ccc(CNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2C)cc1', 'COc1ccc(CO)cc1C(=O)NCc1ccc(N(C)C)cc1')","tensor(0.2040, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",CNN(C)c1ccc(CNC(=O)c2cc(O)ccc2C)cc1,13
"[0.5641262504848484, 0.8559200000000007, 0.5205714285714287, 0.8809722222222226]","tensor(4.0239e-221, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.4436020828609578,14.0,"('crossover', 'Cc1cc(C=C2SC(=O)NC2=O)ccc1N(C)c1ccc(O)c(C(C)C)c1', 'Cc1c(C)c2c(c(C)c1N=N)CC(C)(CSc1ccc(O)cc1)O2')","tensor(0.2503, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",Cc1cc(C=C2SC(=O)NC2=O)ccc1N(C)N(C)c1ccc(O)c(C(C)C)c1,14
"[0.14285225606060614, 0.8459833333333339, 0.3549285714285714, 0.4417177777777782]","tensor(0.0143, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.14824595281060785,16.0,"('crossover', 'C=CCc1ccc(OC)c(C(=O)NCc2ccc(N(C)C)cc2)c1', 'CC(C)c1cc(Oc2ccc(CC3SC(=O)NC3=O)cc2O)ccc1O')","tensor(0.1446, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",CCc1ccc(Oc2ccc(O)c(C(C)C)c2)c(O)c1,16
"[0.809326768921212, 0.7420500000000004, 0.6135, 0.7406988888888891]","tensor(1.3240e-13, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.21930752724679314,18.0,"('crossover', 'COc1ccc(C)cc1C(=O)NCc1ccc(OC(F)(F)OC(F)(F)F)cc1', 'COc1ccc(CC2SCNC2=O)cc1C(=O)NCc1ccc(OC(F)(F)CO)cc1')","tensor(0.2099, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",COc1ccc(C2SCNC2=O)cc1C(=O)NCc1ccc(OC(F)(F)OC(F)(F)F)cc1,18
"[0.37296510720000003, 0.9393533333333336, 0.1977857142857143, 0.3986888888888891]","tensor(0.1132, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.10893919327875973,19.0,"('crossover', 'Cc1cc(CC2SC(O)NC2=O)ccc1N(C)c1ccc(O)c(C(C)C)c1', 'COc1ccc(C)cc1C(=O)NCc1ccc(OC(F)(F)OC(F)(F)F)cc1')","tensor(0.1132, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",COc1ccc(C)cc1-c1ccc(OC(F)(F)OC(F)(F)F)cc1,19
