descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.4306372599515152, 0.1753166666666667, 0.5850714285714286, 0.6849011111111112]","tensor(3.1780e-204, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3317970191105931,0,"('crossover', 'C#CN(N)c1ccc(CCN(C)N(C)C#CC#CC2SC(=O)NC2=O)cc1', 'Cc1ccc(CCO)cc1CCN(F)Cc1ccc(N(Br)C=N)cc1')","tensor(0.2843, dtype=torch.float64)","tensor(0.0015, dtype=torch.float64)",C#CN(N)c1ccc(CN(C)N(C)C#CC#CC2SC(=O)NC2=O)cc1,0
"[0.6266799447636363, 0.7770066666666668, 0.5832142857142858, 0.2156933333333334]","tensor(0.0183, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08556101325412428,1,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'N=NC=CC(Br)(N=N)C(F)(Br)C(F)(F)Br')","tensor(0.0994, dtype=torch.float64)","tensor(0.0035, dtype=torch.float64)",N=NCOCC(Br)(N=N)C(F)(Br)C(F)(F)Br,1
"[0.3065887149818185, 0.6909983333333337, 0.6811428571428572, 0.5734833333333337]","tensor(4.9550e-119, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.368568695273408,2,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1cc(CCO)ccc1CCCc1noc(CCC=CN=N)n1')","tensor(0.3017, dtype=torch.float64)","tensor(0.0021, dtype=torch.float64)",Cc1cc(CCO)ccc1CCCc1noc(C=CC=CN=N)n1,2
"[0.6664712173212122, 0.5905116666666669, 0.6709285714285714, 0.466141111111111]","tensor(0.0002, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23848839810990483,3,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=O', 'N=CN(Br)c1ccc(COC(F)(F)C(F)(F)C2SN(O)C2=O)cc1')","tensor(0.2281, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",N=CN(Br)c1ccc(C(=O)OC(F)(F)C(F)(F)C2SN(O)C2=O)cc1,3
"[0.3850652969818184, 0.48068333333333335, 0.3195, 0.5976166666666668]","tensor(1.2638e-52, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3498956953054209,4,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CN(C#Cc1cc(CCO)ccc1F)CCCC1ONC(=S)S1')","tensor(0.3070, dtype=torch.float64)","tensor(0.0020, dtype=torch.float64)",CN(C#Cc1cc(CCO)ccc1F)C=CCC1ONC(=S)S1,4
"[0.5397472857212122, 0.28791666666666665, 0.39864285714285713, 0.7157500000000002]","tensor(6.1226e-112, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3253321400722218,5,"('crossover', 'C#CN(N)c1ccc(C=CC=Cc2noc(CCO)n2)cc1', 'C#Cc1ccc(CCO)cc1CN(C)N(C)C#CC#CCOC(F)(F)C1SNC1=O')","tensor(0.2799, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",C#Cc1ccc(CCO)cc1CN(C)N(C)C#CC#CC(F)(F)C1SNC1=O,5
"[0.6999539868121214, 0.9062166666666673, 0.25357142857142856, 0.7161722222222224]","tensor(0.0181, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3707942869856573,6,"('crossover', 'O=C1C(C(F)(Br)CCOc2nc(CCN(F)C=S)no2)SN1O', 'OCCc1ccc(F)c(C=CCCCc2ccc(N(Br)NBr)cc2)c1')","tensor(0.3704, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",OCCc1ccc(F)c(C=CCCc2ccc(N(Br)NBr)cc2)c1,6
"[0.00035305143030301897, 0.35508333333333325, 0.2963571428571428, 0.23308333333333373]","tensor(0.0266, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1663778350483568,7,"('crossover', 'O=C1N=C(c2ccc(S(=O)(=O)N(F)CCOc3cccc(CCO)c3)cc2)C(=O)N1', 'C=C(F)Nc1ccc(CN(C)CCc2noc(C3SC(=O)NC3=O)n2)cc1')","tensor(0.1711, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",C=C(F)NCCOc1cccc(CCO)c1,7
"[0.7995450143757573, 0.5805333333333335, 0.37664285714285717, 0.5260355555555558]","tensor(0.0511, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.17988926174760242,8,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'N=CN(Br)CN(Br)C(F)(F)C#Cc1cc(CCO)ccc1Br')","tensor(0.1470, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",NN(Br)CN(Br)C(F)(F)C#Cc1cc(CCO)ccc1Br,8
"[0.5121819903515153, 0.6546400000000002, 0.9179999999999998, 0.4022822222222222]","tensor(2.8020e-08, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.25406203319673987,9,"('crossover', 'Cc1cc(O)ccc1CCCc1noc(C=CC=CN=N)n1', 'N=CN(Br)C(=O)OC(F)(F)CCc1noc(CCC=CO)n1')","tensor(0.2304, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",N=CN(Br)C(=O)OC(F)(F)CCc1noc(CCC=CN=N)n1,9
"[0.8299846497333335, 0.49811666666666676, 0.7168571428571429, 0.7045822222222223]","tensor(0.0320, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3718772440699964,10,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'NN(Br)c1ccc(CCc2noc(C#CC3SC(=O)NC3=O)n2)cc1')","tensor(0.3136, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",O=C1NC(=O)C(C#Cc2nc(CCc3ccc(N(Br)NBr)cc3)no2)S1,10
"[0.3573291773575759, 0.23519499999999996, 0.7452857142857144, 0.21760444444444432]","tensor(0.0151, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12946962242163332,11,"('mutation', '[*:1]~[D1]>>[*:1]', 'N=CN(Br)c1noc(OC(F)(F)C2SN(O)C2=O)n1')","tensor(0.1431, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",N=CN(Br)c1noc(OC(F)(F)C2SNC2=O)n1,11
"[0.28848514172121204, 0.5102166666666669, 0.418, 0.6849200000000002]","tensor(7.5841e-273, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.4109770919244957,13,"('crossover', 'C=C(F)NSc1ccc(C=CN(C)Cc2cccc(CCN)c2)cc1', 'C#CN(N)c1ccc(CN(C)N(C)C#CC#CC2SC(=O)NC2=O)cc1')","tensor(0.3298, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",C#CN(N)c1ccc(C=CN(C)Cc2cccc(CCN)c2)cc1,13
