descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.2973109220969699, 0.46254, 0.25414285714285717, 0.5981077777777782]","tensor(0.1924, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1285925330261699,4,"('crossover', 'CNC(C)c1cc(N(C)c2c(C)cc(CC3SC(=S)NC3=O)cc2C)ccc1O', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(N(C)C)cc1')","tensor(0.1924, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",Cc1cc(CC2SC(=S)NC2=O)cc(C)c1N(C)N(C)C,4
"[0.2277193712121213, 0.42044999999999993, 0.5200000000000001, 0.512125555555556]","tensor(1.4097e-24, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.17776153060944508,13,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(N(C)C)cc1', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2')","tensor(0.1466, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",CN(C)c1ccc(CNC(=O)Cc2ccc(O)c(O)c2)cc1,13
"[0.7154054089939391, 0.9811300000000008, 0.6219285714285715, 0.8290233333333339]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3159870184673722,14,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1ccc(C(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O')","tensor(0.2198, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",Cc1ccc(C(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1N(Br)C(=O)O,14
"[0.7035367938303032, 0.5036900000000002, 0.7712142857142857, 0.9354522222222226]","tensor(1.9738e-286, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2784403836525195,21,"('crossover', 'COc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1ccc(O)c(O)c1)O2')","tensor(0.2539, dtype=torch.float64)","tensor(0.0007, dtype=torch.float64)",COc1ccc(CO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C,21
"[0.2881645799151513, 0.2646283333333333, 0.7311428571428572, 0.5001122222222225]","tensor(0.0291, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.20057747705153606,24,"('crossover', 'CCc1nc(-c2ccc(CC3SC(=O)NC3=O)cc2O)no1', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C=N)cc1')","tensor(0.1870, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",CN(C=N)c1ccc(CNC(=O)CC2SC(=O)NC2=O)cc1,24
"[0.5003023959878786, 0.3075733333333333, 0.8710000000000001, 0.6194388888888892]","tensor(0.1535, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16175754458329142,27,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3NC(=O)NC3=O)cc2)c(C)o1')","tensor(0.1535, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3=NC(=O)NC3=O)cc2)c(C)o1,27
"[0.5186924905090908, 0.6261400000000004, 0.6852857142857143, 0.7631166666666671]","tensor(0.0021, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.2494108380110155,37,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=O', 'Cc1cc(CC2OC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2404, dtype=torch.float64)","tensor(0.0007, dtype=torch.float64)",Cc1cc(CC2OC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C=O)c1,37
"[0.5248005210060606, 0.8230300000000005, 0.7706428571428572, 0.7903111111111116]","tensor(3.1901e-287, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2594999586061541,38,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C')","tensor(0.1870, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O,38
"[0.5006386112242426, 0.902553333333334, 0.231, 0.8547355555555561]","tensor(0.0259, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.18188134299537884,40,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CC(C)(Cc1ccc(F)cc1)O2', 'Cc1ccc(CO)cc1C(=O)NCc1ccc(N(C)C)cc1')","tensor(0.1694, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",Cc1ccc(CCc2ccc(F)cc2)cc1C(=O)NCc1ccc(N(C)C)cc1,40
"[0.5124844164363633, 0.32549333333333336, 0.8140000000000001, 0.6548244444444448]","tensor(0.1749, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1735204663336964,44,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1O', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1SC(=O)NC1=O)O2')","tensor(0.1749, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",COC1(C(=O)NCC2SC(=O)NC2=O)CCc2c(C)c(O)c(C)c(C)c2O1,44
"[0.34910255986666655, 0.9246633333333344, 0.3549285714285714, 0.6759622222222228]","tensor(4.2879e-150, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2502644475536679,50,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1ccc(O)c(O)c1)O2', 'CCc1ccc(C)c(C(=O)NCc2ccc(N(C)C)cc2)c1')","tensor(0.2159, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",Cc1cc(CCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)ccc1O,50
"[0.048929285539393914, 0.6420000000000003, 0.08907142857142858, 0.40632222222222275]","tensor(0.1229, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1026919493924514,51,"('crossover', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1', 'CCc1ccc(OC)c(C(=O)NCc2ccc(N(C)C)cc2)c1')","tensor(0.1229, dtype=torch.float64)","tensor(0.0021, dtype=torch.float64)",COc1ccc(Cc2ccc(N(C)C)cc2)cc1,51
"[0.6186499063757576, 0.7693900000000006, 0.4614285714285714, 0.9487133333333337]","tensor(0.0874, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.2698592817161103,53,"('mutation', '[*;!R:1]~[*:2]>>[*:1]N[*:2]', 'Cc1cc(CC2SC(=S)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2842, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",CNC(C)c1cc(N(C)c2c(C)cc(CC3SC(=S)NC3=O)cc2C)ccc1O,53
"[0.5369063228848483, 0.2988999999999998, 0.7580000000000001, 0.7501077777777782]","tensor(0.1595, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.19128473317253675,60,"('crossover', 'COc1ccc(CNC(=O)c2cc(CCO)ccc2OC)cc1OC', 'COc1ccc(CNC(=O)c2cc(CCO)ccc2OC)cc1OC')","tensor(0.1595, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",COc1ccc(CNC(=O)CNC(=O)c2cc(CCO)ccc2OC)cc1OC,60
"[0.3851796749696968, 0.26526666666666665, 0.7480714285714285, 0.5585411111111115]","tensor(0.0030, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.20393527242161083,61,"('crossover', 'CN=Cc1noc(CCCC2SC(=O)NC2=O)n1', 'COc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C')","tensor(0.1860, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",COc1ccc(CCO)cc1C(=O)NCCCC1SC(=O)NC1=O,61
"[0.47633108276363634, 0.7629733333333338, 0.5633571428571429, 0.7587833333333337]","tensor(2.5781e-13, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.2545562664048472,67,"('mutation', '[#16:1]>>[#8:1]', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2211, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",Cc1cc(CC2OC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1,67
"[0.7521164911878789, 0.830226666666667, 0.8182142857142858, 0.9418166666666672]","tensor(1.5713e-54, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.356841565980397,72,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1ccc(O)c(O)c1)O2', 'Cc1c(C)c2c(c(Cc3noc(CCCCC4SC(=O)NC4=O)n3)c1O)CCC(C)(C)O2')","tensor(0.2218, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1noc(CCCCC3SC(=O)NC3=O)n1)O2,72
"[0.2850384148363637, 0.3997833333333334, 0.7522857142857143, 0.43776111111111143]","tensor(0.0339, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1464230784581221,73,"('crossover', 'CCc1nc(Cc2c(O)c(C)c(C)c3c2CCC(C)(C)O3)no1', 'COc1ccc(CC2SC(=O)NC2=O)cc1O')","tensor(0.1568, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",CCc1nc(-c2ccc(CC3SC(=O)NC3=O)cc2O)no1,73
"[0.6975390224484849, 0.5607433333333335, 0.7052857142857144, 0.9693633333333338]","tensor(1.3757e-240, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3100085566103284,78,"('crossover', 'COc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1ccc(O)c(O)c1)O2')","tensor(0.2599, dtype=torch.float64)","tensor(0.0008, dtype=torch.float64)",Cc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C,78
"[0.17309567174545445, 0.19599999999999995, 0.6135, 0.3533377777777782]","tensor(0.0518, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13554655175445715,81,"('crossover', 'COc1ccc(CNC(=O)CNC(=O)c2cc(CCO)ccc2OC)cc1OC', 'COc1ccc(CNC(=O)CNC(=O)c2cc(CCO)ccc2OC)cc1OC')","tensor(0.1655, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",COC(=O)NCC(=O)NCc1ccc(OC)c(OC)c1,81
"[0.30951676755151514, 0.5960000000000002, 0.25414285714285717, 0.6715466666666668]","tensor(0.0045, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.18131311081743381,82,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(N(C)C)cc1', 'CCc1ccc(OC)c(C(=O)NCc2ccc(N(C)C=S)cc2)c1')","tensor(0.1520, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",CN(C)c1ccc(CNC(=O)c2ccc(N(C)C=S)cc2)cc1,82
"[0.43980337443636347, 0.7465766666666672, 0.49742857142857144, 0.7271611111111114]","tensor(0.0500, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.22924045275048363,83,"('crossover', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2389, dtype=torch.float64)","tensor(0.0004, dtype=torch.float64)",Cc1cc(N(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)ccc1O,83
"[0.7338264402424245, 0.4130983333333333, 0.9390000000000001, 0.9734366666666671]","tensor(0.0516, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2619390767448667,88,"('crossover', 'Cc1ccc(CO)cc1C(=O)NCc1ccc(N(C)C)cc1', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C=N)cc1')","tensor(0.2493, dtype=torch.float64)","tensor(0.0004, dtype=torch.float64)",Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(N(C)C=N)cc1,88
"[0.6944468979151516, 0.4168866666666666, 0.7686428571428572, 0.9416622222222225]","tensor(0.0257, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.21831959484947547,90,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'Cc1c(N)c(C(C)C)c(C)c2c1CC(C)(CCc1ccc(F)cc1)O2')","tensor(0.2110, dtype=torch.float64)","tensor(0.0006, dtype=torch.float64)",Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(=O)NCc1ccc(N(C)C)cc1,90
"[0.266900801030303, 0.6260500000000002, 0.3957142857142857, 0.5227966666666669]","tensor(0.2001, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1529662461979448,98,"('crossover', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","tensor(0.2001, dtype=torch.float64)","tensor(0.0006, dtype=torch.float64)",COc1ccc(-c2ccc(CC3SC(=O)NC3=O)cc2)cc1,98
"[0.22475315922424222, 0.7949100000000006, 0.2517857142857143, 0.5322933333333337]","tensor(0.0417, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13464385042396335,102,"('crossover', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')","tensor(0.1565, dtype=torch.float64)","tensor(0.0015, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1N)CC(C)(Cc1ccc(F)cc1)O2,102
"[0.07598597100606061, 0.4510333333333334, 0.5670000000000001, 0.240217777777778]","tensor(0.0049, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.142087487526263,105,"('mutation', '[*;!H0;!R:1]>>[*:1]-F', 'C=Cc1noc(CCc2ccc(O)c(O)c2)n1')","tensor(0.1450, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",Oc1ccc(CCc2nc(C=CF)no2)cc1O,105
"[0.39146396761212104, 0.8501800000000007, 0.3982857142857143, 0.685925555555556]","tensor(0.0570, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16303395090444223,108,"('crossover', 'CCc1ccc(OC)c(C(=O)NCc2ccc(N(C)C=S)cc2)c1', 'Cc1ccc(C(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O')","tensor(0.2070, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",COc1cc(C(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)ccc1C,108
"[0.3521681598060604, 0.9957566666666676, 0.2517857142857143, 0.6875044444444449]","tensor(0.1719, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.16594550106905145,110,"('crossover', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')","tensor(0.1719, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)",Cc1c(N)c(C(C)C)c(C)c2c1CC(C)(CCc1ccc(F)cc1)O2,110
"[0.4793129481818181, 0.8637300000000007, 0.6847142857142857, 0.7425422222222227]","tensor(0.0299, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.264653392002034,115,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O')","tensor(0.2012, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",Cc1ccc(C(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O,115
"[0.4306672477939394, 0.11678333333333328, 0.7712142857142857, 0.5962744444444449]","tensor(0.0305, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.19198210312726133,117,"('crossover', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C(C)C)c1', 'COc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C')","tensor(0.1968, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",COc1ccc(CCO)cc1C(=O)NCN(C)CC1SC(=O)NC1=O,117
