descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.4428533209454546, 0.18891666666666673, 0.5850714285714286, 0.7066566666666669]","tensor(3.8286e-39, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.32925396690459174,0,"('crossover', 'Cc1cc(C=CO)ccc1CCCc1nsc(CCC=CN=N)n1', 'C#CN(N)c1ccc(CCN(C)CC#CC2SC(=O)NC2=O)cc1')","tensor(0.2948, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",C#CN(N)c1ccc(CCN(C)N(C)CC#CC2SC(=O)NC2=O)cc1,0
"[0.3065887149818185, 0.6909983333333337, 0.6811428571428572, 0.5734833333333337]","tensor(4.9550e-119, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.368568695273408,2,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1cc(CCO)ccc1CCCc1noc(CCC=CN=N)n1')","tensor(0.3017, dtype=torch.float64)","tensor(0.0021, dtype=torch.float64)",Cc1cc(CCO)ccc1CCCc1noc(C=CC=CN=N)n1,2
"[0.6664712173212122, 0.5905116666666669, 0.6709285714285714, 0.466141111111111]","tensor(0.0002, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23848839810990483,3,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=O', 'N=CN(Br)c1ccc(COC(F)(F)C(F)(F)C2SN(O)C2=O)cc1')","tensor(0.2281, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",N=CN(Br)c1ccc(C(=O)OC(F)(F)C(F)(F)C2SN(O)C2=O)cc1,3
"[0.4427689307999999, 0.4293166666666666, 0.34264285714285714, 0.6516277777777781]","tensor(5.7624e-86, dtype=torch.float64)",[0 0 1 ... 1 0 0],0.30992251044051905,4,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CN(CCC1ONC(=S)S1)CN(C)Cc1cc(CCO)ccc1F')","tensor(0.2597, dtype=torch.float64)","tensor(0.0024, dtype=torch.float64)",CN(CC=C1ONC(=S)S1)CN(C)Cc1cc(CCO)ccc1F,4
"[0.5276020054060606, 0.21119999999999992, 0.5205714285714287, 0.7031166666666672]","tensor(0.0219, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.29989454533292315,5,"('crossover', 'Cc1ccc(CCO)cc1CN(C)CN(C)CC(=O)C1SC(=S)NC1=O', 'O=S(=O)(CCCCc1cc(CCO)ccc1F)c1ccc(C2SC(=S)N2O)cc1')","tensor(0.2910, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",CN(CC(=O)C1SC(=S)NC1=O)CN(C)Cc1cc(CCO)ccc1F,5
"[0.706062017309091, 0.9507166666666674, 0.25357142857142856, 0.7054722222222225]","tensor(0.1097, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.352266075136192,6,"('crossover', 'OCCc1ccc(F)c(CCCCCc2ccc(N(Br)NBr)cc2)c1', 'CCc1ccc(CCO)cc1CC#CS(=O)(=S)c1ccc(C2SC(=S)NC2=O)cc1')","tensor(0.2915, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",OCc1ccc(F)c(CCCCCc2ccc(N(Br)NBr)cc2)c1,6
"[0.036716687793939384, 0.25293666666666664, 0.31214285714285717, 0.2638511111111114]","tensor(0.0471, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1380459477628318,7,"('crossover', 'O=S(=O)(CCCc1cc(CCO)ccc1F)c1ccc(C2SC(=S)N2O)cc1', 'Cc1ccc(CCO)cc1C#CN(F)Cc1ccc(N(Br)C=N)cc1')","tensor(0.1734, dtype=torch.float64)","tensor(0.0020, dtype=torch.float64)",Cc1ccc(CCO)cc1C#CN(F)CCO,7
"[0.8598990806424244, 0.6198000000000002, 0.401, 0.3963611111111113]","tensor(0.1130, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08931179986458057,8,"('crossover', 'CN=CN(Br)C(F)(F)C(F)(Br)C1SN(O)C1=O', 'Cc1ccc(CCO)cc1CC#CS(=O)(=S)c1ccc(C2SC(=S)NC2=O)cc1')","tensor(0.1130, dtype=torch.float64)","tensor(0.0019, dtype=torch.float64)",CN=CN(Br)C(F)(F)C(F)(Br)C(F)(Br)C1SN(O)C1=O,8
"[0.8299846497333335, 0.49811666666666676, 0.7168571428571429, 0.7045822222222223]","tensor(0.0320, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3718772440699964,10,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'NN(Br)c1ccc(CCc2noc(C#CC3SC(=O)NC3=O)n2)cc1')","tensor(0.3136, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",O=C1NC(=O)C(C#Cc2nc(CCc3ccc(N(Br)NBr)cc3)no2)S1,10
"[0.3607221575636364, 0.1339, 0.6518571428571428, 0.2889777777777782]","tensor(0.0186, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.12589930108592873,11,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'CCOCCCOCCC(F)(Br)C1NN(O)C1=O')","tensor(0.1389, dtype=torch.float64)","tensor(0.0019, dtype=torch.float64)",CC(O)OCCCOCCC(F)(Br)C1NN(O)C1=O,11
"[0.3400467044969697, 0.4958533333333334, 0.37664285714285717, 0.7105355555555559]","tensor(5.6169e-173, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.38585695542759413,13,"('crossover', 'C#Cc1ccc(CCO)cc1CC#CS(=O)(=O)c1ccc(C2SC(=S)NC2=O)cc1', 'Cc1ccc(CCO)cc1CN(C)CCc1ccc(N(C)N)cc1')","tensor(0.3412, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",C#CN(N)c1ccc(CCN(C)Cc2cc(CCO)ccc2C)cc1,13
"[0.6971803012242426, 0.729766666666667, 0.556, 0.8353122222222226]","tensor(3.0358e-275, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.4778028936982129,14,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'O=C1NC(=S)SC1c1ccc(S(=O)(=O)CCCCc2cc(CCO)ccc2F)cc1')","tensor(0.3531, dtype=torch.float64)","tensor(0.0023, dtype=torch.float64)",O=S(=O)(CCCCc1cc(CCO)ccc1F)c1ccc(C2SC(=S)N2O)cc1,14
"[0.05805322199999997, 0.8801983333333339, 0.4031428571428572, 0.38538333333333363]","tensor(0.0001, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2079531815667165,16,"('crossover', 'Cc1cc(C=CO)ccc1CCCc1noc(CCC=CN=N)n1', 'O=C1NC(=S)SC1c1ccc(S(=O)(=O)CCCCc2cc(CCO)ccc2F)cc1')","tensor(0.1979, dtype=torch.float64)","tensor(0.0015, dtype=torch.float64)",Cc1cc(C=CO)ccc1CCCCC=CN=N,16
