descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.4428533209454546, 0.18891666666666673, 0.5850714285714286, 0.7066566666666669]","tensor(3.8286e-39, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.32925396690459174,0,"('crossover', 'Cc1cc(C=CO)ccc1CCCc1nsc(CCC=CN=N)n1', 'C#CN(N)c1ccc(CCN(C)CC#CC2SC(=O)NC2=O)cc1')","tensor(0.2948, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",C#CN(N)c1ccc(CCN(C)N(C)CC#CC2SC(=O)NC2=O)cc1,0
"[0.3784816820727277, 0.8115233333333336, 0.5172857142857143, 0.16089333333333328]","tensor(0.1153, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.0810307904827701,1,"('crossover', 'CC(F)(F)C(F)(Br)C(F)(Br)C=CN=N', 'C#Cc1ccc(CCO)cc1CC#CS(=O)(=O)c1ccc(C2SC(=S)NC2=O)cc1')","tensor(0.1153, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",CC(F)(F)C(F)(Br)C(Br)(C=CN=N)N=N,1
"[0.3065887149818185, 0.6909983333333337, 0.6811428571428572, 0.5734833333333337]","tensor(4.9550e-119, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.368568695273408,2,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1cc(CCO)ccc1CCCc1noc(CCC=CN=N)n1')","tensor(0.3017, dtype=torch.float64)","tensor(0.0021, dtype=torch.float64)",Cc1cc(CCO)ccc1CCCc1noc(C=CC=CN=N)n1,2
"[0.6664712173212122, 0.5905116666666669, 0.6709285714285714, 0.466141111111111]","tensor(0.0002, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23848839810990483,3,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=O', 'N=CN(Br)c1ccc(COC(F)(F)C(F)(F)C2SN(O)C2=O)cc1')","tensor(0.2281, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",N=CN(Br)c1ccc(C(=O)OC(F)(F)C(F)(F)C2SN(O)C2=O)cc1,3
"[0.4427689307999999, 0.4293166666666666, 0.34264285714285714, 0.6516277777777781]","tensor(5.7624e-86, dtype=torch.float64)",[0 0 1 ... 1 0 0],0.30992251044051905,4,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CN(CCC1ONC(=S)S1)CN(C)Cc1cc(CCO)ccc1F')","tensor(0.2597, dtype=torch.float64)","tensor(0.0024, dtype=torch.float64)",CN(CC=C1ONC(=S)S1)CN(C)Cc1cc(CCO)ccc1F,4
"[0.5578576112727274, 0.17936666666666665, 0.5205714285714286, 0.7383833333333336]","tensor(0.0153, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3091262100279435,5,"('crossover', 'CN(CC(=O)C1SC(=S)NC1=O)CN(C)Cc1cc(CCCO)ccc1F', 'CN(NF)c1ccc(C=CC#Cc2cc(CCO)ccc2F)cc1')","tensor(0.3189, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)",CN(C#Cc1cc(CCO)ccc1F)CN(C)CC(=O)C1SC(=S)NC1=O,5
"[0.6999539868121214, 0.9062166666666673, 0.25357142857142856, 0.7161722222222224]","tensor(0.0181, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3707942869856573,6,"('crossover', 'O=C1C(C(F)(Br)CCOc2nc(CCN(F)C=S)no2)SN1O', 'OCCc1ccc(F)c(C=CCCCc2ccc(N(Br)NBr)cc2)c1')","tensor(0.3704, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",OCCc1ccc(F)c(C=CCCc2ccc(N(Br)NBr)cc2)c1,6
"[0.04893274878787877, 0.22118333333333326, 0.31214285714285717, 0.28307333333333384]","tensor(4.3625e-59, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1445212063842389,7,"('crossover', 'CN(C#Cc1cc(N(C)CCO)ccc1Br)CN(C)CCO', 'O=C1NC(=S)SC1c1ccc(S(=O)(=O)CCCCc2cc(CCO)ccc2F)cc1')","tensor(0.1168, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",CN(CCO)CCc1cc(CCO)ccc1F,7
"[0.8598990806424244, 0.6198000000000002, 0.401, 0.3963611111111113]","tensor(0.1130, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08931179986458057,8,"('crossover', 'CN=CN(Br)C(F)(F)C(F)(Br)C1SN(O)C1=O', 'Cc1ccc(CCO)cc1CC#CS(=O)(=S)c1ccc(C2SC(=S)NC2=O)cc1')","tensor(0.1130, dtype=torch.float64)","tensor(0.0019, dtype=torch.float64)",CN=CN(Br)C(F)(F)C(F)(Br)C(F)(Br)C1SN(O)C1=O,8
"[0.49996592935757617, 0.6150900000000002, 0.8620000000000001, 0.41075999999999985]","tensor(0.0001, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.22241879874041393,9,"('mutation', '[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2]', 'N=CN(OBr)c1noc(OC(F)(F)CCC=CC=CN=N)n1')","tensor(0.2106, dtype=torch.float64)","tensor(0.0018, dtype=torch.float64)",N=CN(OBr)c1noc(OC(F)(F)C#CCC=CC=CN=N)n1,9
