descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3883058400484849, 0.08970000000000004, 0.6492857142857144, 0.5903966666666671]","tensor(0.0402, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.20758975788240883,0,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(CCO)cc1C(=O)NCCN(C)CC1SN(O)C1=O')","tensor(0.2067, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",COc1ccc(CCO)cc1C(=O)NCCN(C)CC1SNC1=O,0
"[0.3188047759757575, 0.5420433333333334, 0.7156428571428571, 0.5881088888888893]","tensor(0.0450, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.250381801748222,2,"('crossover', 'Cc1cc(CCCC2CCc3c(C)c(O)c(C)c(C)c3O2)ccc1O', 'Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CCCC3SC(=O)NC3=O)n1)O2')","tensor(0.2592, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CN)n1)O2,2
"[0.29120289160000024, 0.5341733333333335, 0.25414285714285717, 0.603496666666667]","tensor(0.0021, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12965231412749337,4,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1cc(CC2SC(=S)NC2=O)cc(C)c1N(C)N(C)C')","tensor(0.1300, dtype=torch.float64)","tensor(0.0031, dtype=torch.float64)",Cc1cc(C=C2SC(=S)NC2=O)cc(C)c1N(C)N(C)C,4
"[0.2701910380727273, 0.42753333333333315, 0.5200000000000001, 0.5662033333333337]","tensor(0.0129, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1841479799675693,13,"('crossover', 'CC=Cc1noc(CCCc2ccc(O)c(O)c2)n1', 'CN(C)c1ccc(CC(=O)NCC2SC(=S)NC2=O)cc1')","tensor(0.1907, dtype=torch.float64)","tensor(0.0022, dtype=torch.float64)",CN(C)c1ccc(CC(=O)NCCc2ccc(O)c(O)c2)cc1,13
"[0.7126069174424243, 0.7071100000000005, 0.7376428571428573, 0.9497677777777783]","tensor(8.8751e-05, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.41315923809413,14,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CCCC3SC(=O)NC3=O)n1)O2', 'CN(C)c1ccc(CC(=O)NCC2SC(=S)NC2=O)cc1')","tensor(0.3821, dtype=torch.float64)","tensor(0.0010, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CCC3SC(=S)NC3=O)n1)O2,14
"[0.7578267262545453, 0.9617433333333342, 0.5, 0.7879700000000006]","tensor(0.0344, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2737194057744807,18,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC(F)CCC1SN(O)C1=O)O2')","tensor(0.2437, dtype=torch.float64)","tensor(0.0018, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC(F)(Br)CCC1SN(O)C1=O)O2,18
"[0.6641912920484847, 0.679626666666667, 0.8595714285714285, 0.8697455555555561]","tensor(0.0041, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.42402744447684193,21,"('crossover', 'Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CCCC3SC(=O)NC3=O)n1)O2', 'CN(C)c1ccc(CC(=O)NCC2SC(=S)NC2=O)cc1')","tensor(0.4109, dtype=torch.float64)","tensor(0.0004, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1N)CCC(C)(CCc1noc(CCC3SC(=O)NC3=O)n1)O2,21
"[0.3217104228242425, 0.17484499999999983, 0.823857142857143, 0.5459355555555558]","tensor(0.0018, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2690652188098408,24,"('crossover', 'CN(C=N)c1ccc(CNC(=O)Cc2noc(CCO)n2)cc1', 'COc1ccc(CCO)cc1C(=O)NCCN(C)CC1SC(=O)NC1=O')","tensor(0.2494, dtype=torch.float64)","tensor(0.0016, dtype=torch.float64)",CN(C=N)c1ccc(CCNC(=O)Cc2noc(CCO)n2)cc1,24
"[0.5003023959878786, 0.3075733333333333, 0.8710000000000001, 0.6194388888888892]","tensor(0.1535, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16175754458329142,27,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3NC(=O)NC3=O)cc2)c(C)o1')","tensor(0.1535, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3=NC(=O)NC3=O)cc2)c(C)o1,27
"[0.6611753860848485, 0.5533266666666669, 0.6650714285714286, 0.910733333333334]","tensor(1.6256e-125, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.37946711456042964,37,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1ccc(CCO)cc1C(=O)NCN(C)c1c(C)cc(C2SN(O)C2=O)cc1C')","tensor(0.2936, dtype=torch.float64)","tensor(0.0018, dtype=torch.float64)",Cc1ccc(CCO)cc1CC(=O)NCN(C)c1c(C)cc(C2SN(O)C2=O)cc1C,37
