descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.221721599830303, 0.49722000000000016, 0.3755, 0.5449000000000004]","tensor(0.0145, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16209203563038177,13.0,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2')","tensor(0.1683, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",Cc1ccc(CO)cc1C(=O)NCc1ccc(N(C)C)cc1,13
"[0.6096900418787878, 0.9884233333333342, 0.49742857142857144, 0.9328944444444447]","tensor(4.5679e-256, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.31000483862511313,14.0,"('crossover', 'Cc1cc(N(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)ccc1O', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2448, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C(C)C)c1,14
"[0.5610341259515153, 0.5603983333333336, 0.731142857142857, 0.8288844444444449]","tensor(3.6534e-317, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.27751361789180906,21.0,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=N', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1')","tensor(0.2226, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C=N)cc1,21
"[0.25776467438787865, 0.21419999999999995, 0.6695, 0.4088544444444447]","tensor(0.0328, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.15793852234650757,24.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'CNC(=O)c1cc(CC2SC(=O)NC2=O)ccc1OC')","tensor(0.1488, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",CNC(=O)c1cc(OCC2SC(=O)NC2=O)ccc1OC,24
"[0.5003023959878786, 0.3075733333333333, 0.8710000000000001, 0.6194388888888892]","tensor(0.1535, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16175754458329142,27.0,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3NC(=O)NC3=O)cc2)c(C)o1')","tensor(0.1535, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",Cc1nc(CN(C)S(=O)(=O)c2ccc(CC3=NC(=O)NC3=O)cc2)c(C)o1,27
"[0.5641262504848487, 0.6292033333333337, 0.5607857142857142, 0.8484100000000002]","tensor(4.4226e-45, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23826953279012889,37.0,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'Cc1cc(N(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)ccc1O')","tensor(0.2122, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",Cc1ccc(CCC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1,37
"[0.5248005210060606, 0.8230300000000005, 0.7706428571428572, 0.7903111111111116]","tensor(3.1901e-287, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2594999586061541,38.0,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C')","tensor(0.1870, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O,38
"[0.4704435704969695, 0.794343333333334, 0.17814285714285716, 0.8325666666666672]","tensor(0.0082, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.14347463696767696,40.0,"('mutation', '[*:1]~[D1]>>[*:1]', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')","tensor(0.1515, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)O4)CC2)cc1,40
"[0.5124844164363633, 0.32549333333333336, 0.8140000000000001, 0.6548244444444448]","tensor(0.1749, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1735204663336964,44.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1O', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1SC(=O)NC1=O)O2')","tensor(0.1749, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)",COC1(C(=O)NCC2SC(=O)NC2=O)CCc2c(C)c(O)c(C)c(C)c2O1,44
"[0.35510033124848467, 0.8241933333333343, 0.49942857142857144, 0.6418266666666671]","tensor(0.0119, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.24055209634645586,50.0,"('crossover', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1SC(=O)NC1=O)O2')","tensor(0.1716, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(CCc1ccc(O)c(O)c1)O2,50
