descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.221721599830303, 0.49722000000000016, 0.3755, 0.5449000000000004]","tensor(0.0145, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16209203563038177,13.0,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2')","tensor(0.1683, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)",Cc1ccc(CO)cc1C(=O)NCc1ccc(N(C)C)cc1,13
"[0.6096900418787878, 0.9884233333333342, 0.49742857142857144, 0.9328944444444447]","tensor(4.5679e-256, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.31000483862511313,14.0,"('crossover', 'Cc1cc(N(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)ccc1O', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C)c1')","tensor(0.2448, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)c1ccc(O)c(C(C)C(C)C)c1,14
"[0.5610341259515153, 0.5603983333333336, 0.731142857142857, 0.8288844444444449]","tensor(3.6534e-317, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.27751361789180906,21.0,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=N', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1')","tensor(0.2226, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C=N)cc1,21
"[0.25776467438787865, 0.21419999999999995, 0.6695, 0.4088544444444447]","tensor(0.0328, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.15793852234650757,24.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'CNC(=O)c1cc(CC2SC(=O)NC2=O)ccc1OC')","tensor(0.1488, dtype=torch.float64)","tensor(0.0017, dtype=torch.float64)",CNC(=O)c1cc(OCC2SC(=O)NC2=O)ccc1OC,24
"[0.5641262504848487, 0.6292033333333337, 0.5607857142857142, 0.8484100000000002]","tensor(4.4226e-45, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23826953279012889,37.0,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'Cc1cc(N(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)ccc1O')","tensor(0.2122, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",Cc1ccc(CCC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1,37
"[0.5248005210060606, 0.8230300000000005, 0.7706428571428572, 0.7903111111111116]","tensor(3.1901e-287, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2594999586061541,38.0,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C')","tensor(0.1870, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)",Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O,38
"[0.5129152373575755, 0.8593600000000007, 0.17814285714285716, 0.8838666666666674]",,[0 0 0 ... 0 0 0],0.14337133553146536,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1,40
"[0.26722482608484827, 0.8599266666666673, 0.2517857142857143, 0.5835933333333337]",,[0 0 0 ... 0 0 0],0.1596920245199087,,"('database', 'no reaction', 'no parent')",,,Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2,50
"[0.6097240824242426, 0.7077900000000005, 0.39921428571428574, 0.9464077777777782]","tensor(0.0012, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.19675482395319183,53.0,"('crossover', 'Cc1c(C)c2c(c(Cc3noc(CCCC4SC(=O)NC4=O)n3)c1O)CCC(C)(C)O2', 'Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)Cc1ccc(N(C)C)cc1')","tensor(0.1973, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",Cc1cc(CC2SC(=O)NC2=O)cc(C)c1N(C)Cc1ccc(N(C)N(C)C)cc1,53
"[0.5369063228848483, 0.2988999999999998, 0.7580000000000001, 0.7501077777777782]","tensor(0.1595, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.19128473317253675,60.0,"('crossover', 'COc1ccc(CNC(=O)c2cc(CCO)ccc2OC)cc1OC', 'COc1ccc(CNC(=O)c2cc(CCO)ccc2OC)cc1OC')","tensor(0.1595, dtype=torch.float64)","tensor(0.0009, dtype=torch.float64)",COc1ccc(CNC(=O)CNC(=O)c2cc(CCO)ccc2OC)cc1OC,60
