generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.14681337225064217,0.08418348979143445,0.6734679183314756,5.333333333333334,24,nan,nan,nan
1,0.14681337225064217,0.06357375756757741,1.843638969459745,19.333333333333332,53,0.09578195198862513,0.0031003786078932613,0.04759808760027968
2,0.1758829596889605,0.06513339891968183,2.8658695524660005,29.333333333333332,93,0.09937331793047981,0.0012559884762901978,0.030057704970785838
3,0.1758829596889605,0.06890084871795404,3.7206458307695183,36.0,141,0.06256852562333581,0.0008654214126655041,0.023681608747314575
4,0.216250337694917,0.07646860209920678,4.205773115456373,36.666666666666664,187,0.17150503819991356,0.001333338146339384,0.025699702300754607
5,0.216250337694917,0.08402073108716798,4.789181671968575,38.0,233,0.08189369900315019,0.0012782407642712872,0.030847903404470464
6,0.216250337694917,0.08650424885811427,5.3632634292030845,41.333333333333336,282,0.10422632946355305,0.0016369150773634174,0.03253303647084434
7,0.216250337694917,0.08668809277252391,5.461349844669007,42.0,331,0.05518310662254054,0.0007949510984314062,0.023294629008826333
8,0.216250337694917,0.08814153550463909,5.81734134330618,44.0,379,0.09401228818327731,0.0010689781767180724,0.024910975845400193
9,0.216250337694917,0.09359970151295649,6.177580299855128,44.0,425,0.09951530344256339,0.0013131091553654857,0.029815368238411712
10,0.216250337694917,0.0956687892543844,6.314140090789371,44.0,471,0.08448143819052811,0.000995955729558416,0.024633861908783177
11,0.216250337694917,0.09693190993117617,6.397506055457628,44.0,515,0.06773883014854176,0.0008464524428145586,0.02326339296015303
12,0.216250337694917,0.09641315253124344,6.652507524655797,46.0,566,0.08003778296060482,0.0010027415880215654,0.024453244205080674
13,0.22186244109993336,0.09862190550716794,6.903533385501756,46.666666666666664,605,0.09411427481586762,0.001772208782550328,0.03377615543989325
14,0.22186244109993336,0.09995577588587583,6.996904312011308,46.666666666666664,649,0.11666479030840675,0.0011758010268302728,0.024609147468429612
15,0.22186244109993336,0.10212421982127134,7.148695387488994,46.666666666666664,692,0.0948280598695869,0.001083822524572661,0.023861306218971236
16,0.22186244109993336,0.10620118146523932,7.434082702566752,46.666666666666664,730,0.09493666383104729,0.0014913630150130265,0.02967504217590515
17,0.22186244109993336,0.11379502770157217,7.965651939110052,46.666666666666664,778,0.10882338258007745,0.0019022810618864363,0.03207507137102664
18,0.22186244109993336,0.11473751220195051,8.031625854136536,46.666666666666664,823,0.10413163274508536,0.0014007974112538876,0.02838116846848858
19,0.22186244109993336,0.1150740718484688,8.285333173089754,48.0,868,0.09816396580509931,0.0009719468048483399,0.024580201247013076
20,0.22186244109993336,0.1125130694184971,8.438480206387283,50.0,919,0.09753311131849751,0.0014488639252069324,0.029666296826304048
21,0.23172422371663134,0.11279009714205561,8.572047382796226,50.66666666666667,970,0.1497214225911024,0.0017119886321328394,0.03199371228782287
22,0.23172422371663134,0.11522531772718114,8.757124147265767,50.66666666666667,1014,0.11278862751401074,0.002058454490167216,0.03715331255594914
23,0.23172422371663134,0.11696075521325622,8.889017396207473,50.66666666666667,1064,0.10814834804704457,0.001168314517998796,0.026859962991435178
24,0.23172422371663134,0.11779320190797961,9.18786974882241,52.0,1121,0.1391878844595551,0.0017068221311368596,0.02954175117904375
25,0.23172422371663134,0.11928357594368819,9.304118923607678,52.0,1169,0.08351631934441973,0.001468676783776034,0.030661811346058793
26,0.23172422371663134,0.12073531774861081,9.538090102140254,52.666666666666664,1212,0.08797742946836798,0.0013480948232004245,0.029368891742909773
27,0.23172422371663134,0.12206374264479679,9.643035668938946,52.666666666666664,1261,0.09311883695020193,0.001585742225753116,0.031629215512894715
28,0.23172422371663134,0.12277940440361286,9.822352352289029,53.333333333333336,1315,0.11507538995093212,0.0018065412119623622,0.03422618653446708
29,0.23172422371663134,0.12436781901599585,9.949425521279668,53.333333333333336,1364,0.10477060857882217,0.0014613073561691383,0.03205118310210695
30,0.23172422371663134,0.12544402575960517,10.035522060768413,53.333333333333336,1406,0.08644418228905837,0.0012462651534515617,0.02706713228593976
31,0.23172422371663134,0.1263527251967793,10.234570740939123,54.0,1459,0.08881492687318503,0.0010952839443554563,0.027163914037590883
32,0.23172422371663134,0.12809798379835846,10.375936687667036,54.0,1500,0.09005167120264626,0.001309698651768269,0.029590758129620073
