generation,maximum fitness,mean fitness,quality diversity score,coverage,function calls,max_err,mse,mae
0,0.13356548291115908,0.062195255771985786,0.5597573019478721,6.0,21,nan,nan,nan
1,0.16922817653560093,0.0544211705571209,1.632635116713627,20.0,50,0.07328685131474341,0.0017862573953033075,0.0354072361852996
2,0.16922817653560093,0.0610772935332751,2.382014447797729,26.0,84,0.06874663051739457,0.001048635204859273,0.02657498204496333
3,0.24441056724229696,0.08122723293022224,3.4927710159995566,28.666666666666668,119,0.15107792243101442,0.0017609294865028918,0.030226534689409463
4,0.24441056724229696,0.08914107921151533,4.189630722941221,31.333333333333336,155,0.09385459255247117,0.0016976463424676748,0.0319542760774854
5,0.24441056724229696,0.09229067684324255,4.614533842162127,33.33333333333333,195,0.0977944366030584,0.0015082844117000056,0.031122374302516975
6,0.24441056724229696,0.09885954286185611,4.942977143092805,33.33333333333333,231,0.12505234043408606,0.0014437615750266368,0.028429417802153023
7,0.24441056724229696,0.0994076214370335,5.169196314725742,34.66666666666667,267,0.08838765202325659,0.0018597435792061894,0.03774302437729749
8,0.24441056724229696,0.10348738932500462,5.484831634225245,35.333333333333336,305,0.09286130546934879,0.0012606681320888595,0.02613863186381113
9,0.24441056724229696,0.10601838816318127,5.618974572648607,35.333333333333336,336,0.08851627937306422,0.0019139261108478617,0.034304677591767495
10,0.24441056724229696,0.10605243074175344,5.832883690796439,36.666666666666664,369,0.1075642780661826,0.0014532490811975964,0.03129618417165789
11,0.24441056724229696,0.11120503718375474,6.2274820822902655,37.333333333333336,410,0.09643012727995012,0.001557429024664418,0.031433723137594655
12,0.24441056724229696,0.11391778809803513,6.493313921588002,38.0,446,0.10357059046564326,0.0018914281560471241,0.03495753413906051
13,0.24441056724229696,0.11583926027884368,6.60283783589409,38.0,484,0.06752512914070832,0.0013826368932882077,0.031421426565951226
14,0.24441056724229696,0.12224427745811824,7.090168092570858,38.666666666666664,527,0.11163990091931958,0.0017678056289157503,0.03452480181786674
15,0.24441056724229696,0.12419110254192214,7.203083947431485,38.666666666666664,564,0.0740136221423861,0.0015335034804726546,0.033485949548534504
16,0.24441056724229696,0.125554025677568,7.2821334892989436,38.666666666666664,607,0.07746881480377862,0.0012908264726521875,0.028403503628890894
17,0.24441056724229696,0.12375482180033844,7.549044129820644,40.666666666666664,651,0.074136552417538,0.0013263766857794913,0.02999083149350595
18,0.24441056724229696,0.12531037052456356,7.7692429725229415,41.333333333333336,693,0.07127894929440756,0.0009896273324384026,0.02517246698418348
19,0.24441056724229696,0.13108748880894294,8.258511794963406,42.0,737,0.09992044549873247,0.001231557372971733,0.028698533275134427
20,0.24441056724229696,0.13043338714944155,8.739036939012584,44.666666666666664,784,0.0795384919955608,0.0013576864825912006,0.03148466953511384
21,0.24441056724229696,0.1311446530106424,9.048981057734325,46.0,830,0.0934712845962027,0.0013844616476828113,0.03158783684713114
22,0.24441056724229696,0.13300829937021427,9.310580955914999,46.666666666666664,878,0.08410146863076123,0.0017731443357363087,0.035549296702238296
23,0.24441056724229696,0.13568906300836553,9.498234410585587,46.666666666666664,926,0.09625131566780698,0.0013870433875269829,0.031040179613374668
24,0.24441056724229696,0.13760275884781892,9.632193119347324,46.666666666666664,966,0.07416024688705461,0.001100995452679956,0.026752111759320123
25,0.24441056724229696,0.13867718396385256,9.70740287746968,46.666666666666664,1004,0.0891128239778593,0.0019269010082870678,0.036477211188649515
26,0.24441056724229696,0.1399031546864609,9.933123982738723,47.333333333333336,1048,0.09421098261432029,0.0012872957239478823,0.028632267901797258
27,0.24441056724229696,0.1400137646480085,9.940977290008602,47.333333333333336,1093,0.053182386566676766,0.0008896614849195548,0.025668552666947484
28,0.24441056724229696,0.14055444479928184,9.979365580749011,47.333333333333336,1133,0.08776946197981313,0.0010850105528814468,0.026970649664822544
29,0.24441056724229696,0.14090076076122893,10.426656296330941,49.333333333333336,1184,0.1325578531103172,0.0015365685925109067,0.029885597832429077
30,0.24441056724229696,0.14225985205326788,10.527229051941823,49.333333333333336,1227,0.0957076140980891,0.0017060398635101236,0.033564310958840764
31,0.24441056724229696,0.14408533280256966,10.662314627390154,49.333333333333336,1271,0.10556079134678575,0.0020233286071439627,0.037086740626950714
32,0.24441056724229696,0.14375150758649938,10.925114576573954,50.66666666666667,1317,0.12692914341974923,0.0018414067965701801,0.03415330452940417
33,0.24441056724229696,0.14584192811073093,11.083986536415551,50.66666666666667,1368,0.10281077840140063,0.00146421828984063,0.03210894286559241
34,0.24441056724229696,0.1453117403638766,11.189004008018498,51.33333333333333,1412,0.07654219960162673,0.0012634648870276572,0.029402430288644543
35,0.24441056724229696,0.14718484810234017,11.333233303880194,51.33333333333333,1458,0.09884801296117826,0.001706415854015743,0.034915170922742496
36,0.24441056724229696,0.146731277570715,11.44503965051577,52.0,1500,0.0739281155611583,0.0012469161467708045,0.02927143612330349
