0,coverage,max_fitness,mean_fitness,quality_diversity_score,54
1,coverage,max_fitness,mean_fitness,quality_diversity_score,91
2,coverage,max_fitness,mean_fitness,quality_diversity_score,135
3,coverage,max_fitness,mean_fitness,quality_diversity_score,179
4,coverage,max_fitness,mean_fitness,quality_diversity_score,228
5,coverage,max_fitness,mean_fitness,quality_diversity_score,281
6,coverage,max_fitness,mean_fitness,quality_diversity_score,327
7,coverage,max_fitness,mean_fitness,quality_diversity_score,373
8,coverage,max_fitness,mean_fitness,quality_diversity_score,426
9,coverage,max_fitness,mean_fitness,quality_diversity_score,478
10,coverage,max_fitness,mean_fitness,quality_diversity_score,533
11,coverage,max_fitness,mean_fitness,quality_diversity_score,591
12,coverage,max_fitness,mean_fitness,quality_diversity_score,641
13,coverage,max_fitness,mean_fitness,quality_diversity_score,695
14,coverage,max_fitness,mean_fitness,quality_diversity_score,761
15,coverage,max_fitness,mean_fitness,quality_diversity_score,820
16,coverage,max_fitness,mean_fitness,quality_diversity_score,882
17,coverage,max_fitness,mean_fitness,quality_diversity_score,939
18,coverage,max_fitness,mean_fitness,quality_diversity_score,994
19,coverage,max_fitness,mean_fitness,quality_diversity_score,1058
20,coverage,max_fitness,mean_fitness,quality_diversity_score,1121
21,coverage,max_fitness,mean_fitness,quality_diversity_score,1182
22,coverage,max_fitness,mean_fitness,quality_diversity_score,1245
23,coverage,max_fitness,mean_fitness,quality_diversity_score,1303
