acquisition_value,descriptor,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
-6.784991004816042e+16,"[0.2551673991636364, 0.24597666666666662, 0.46457142857142864, 0.5301277777777783]",[0 1 0 ... 0 0 0],0.8191768440342225,0,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'COCNC(=O)CCN(C)N(C)c1c(C)cc(C)cc1C')",0.7310629488430027,1e-10,COCNC(=O)C(O)CN(C)N(C)c1c(C)cc(C)cc1C
-3.7137888908837056,"[0.30644441532121214, 0.5609000000000003, 0.6329285714285715, 0.5253066666666669]",[0 0 0 ... 0 0 0],0.8069361700614643,2,"('crossover', 'COCc1noc(CCc2ccc(O)c(O)c2)n1', 'COc1ccc(CCN(C)c2c(C)cc(CC3SC(=O)NC3=O)cc2C)cc1')",0.7250422045577792,1e-10,COc1ccc(Cc2noc(CCc3ccc(O)c(O)c3)n2)cc1
-2.262827486548377e+17,"[0.5274708337939394, 0.5605833333333335, 0.6177142857142858, 0.3757522222222224]",[0 0 0 ... 0 0 0],0.7939362339016492,3,"('crossover', 'COc1ccc(CC(=O)NCc2ccc(OC(F)(F)F)cc2)cc1', 'Oc1ccc(CCc2nc(COC(F)(F)F)no2)cc1-c1nc(COC(F)(F)F)no1')",0.7256545837850041,1e-10,O=C(Cc1nc(COC(F)(F)F)no1)NCc1ccc(OC(F)(F)F)cc1
-2.098761018385735e+17,"[0.3157888700121212, 0.5382833333333333, 0.26407142857142857, 0.6324966666666673]",[0 0 0 ... 0 0 1],0.8128084003327886,4,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OF)c(C(=O)NCc3ccc(OC(F)(F)F)cc3)c2)S1', 'CNN(CCc1ccc(OC)cc1)N(C)c1c(C)cc(OC)cc1C')",0.7337770229326458,1e-10,CNN(CCc1ccc(OC)cc1)N(C)Cc1ccc(OC)cc1
-0.3095499655849885,"[0.7333804440606061, 0.9835500000000006, 0.2769285714285714, 0.5950666666666667]",[0 0 0 ... 0 0 0],0.8050635720626009,6,"('crossover', 'CC(=O)ON(Br)Cc1ccc(OC(F)(F)C(F)(F)F)cc1', 'C#COCNC(=O)c1cc(CC2SC(=O)NC2=O)ccc1OC=CN')",0.7337770180719319,1e-10,CC(=O)ON(Br)Cc1ccc(Cc2ccc(OC(F)(F)C(F)(F)F)cc2)cc1
-1.953321947503028,"[0.042919323975757546, 0.2637166666666666, 0.26407142857142857, 0.3026188888888893]",[0 0 0 ... 0 0 1],0.7030043113708003,7,"('crossover', 'CNN(CCc1ccc(OC)cc1)N(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C', 'CCc1noc(-c2noc(CCc3ccc(O)c(O)c3)n2)n1')",0.7238246264329499,1e-10,CNN(CCc1ccc(OC)cc1)N(C)OC
-3.106904672517068,"[0.5667401170060605, 0.6545333333333333, 0.832357142857143, 0.35797555555555555]",[0 0 0 ... 0 0 0],0.7747861524688086,9,"('crossover', 'Oc1ccc(-c2nc(COC(F)(F)F)no2)cc1-c1nc(COC(F)(F)F)no1', 'CNCCCN(C)N(C)c1c(C)cc(C)cc1C')",0.7332771172881628,1e-10,Oc1ccc(-c2nc(OC(F)(F)F)no2)cc1-c1nc(COC(F)(F)F)no1
-1072321112764631.1,"[0.7273240775636363, 0.42878333333333335, 0.7052857142857144, 0.6817188888888893]",[0 1 0 ... 0 0 0],0.765336543101913,10,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CC(=O)N(Br)c1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(F)F')",0.7337770237467843,1e-10,CC(CO)N(Br)c1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCC(F)F
-2.3441874419186723e+17,"[0.2551673991636364, 0.2814900000000001, 0.46457142857142864, 0.5278611111111116]",[0 0 0 ... 0 0 0],0.8070944063582535,13,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'COCNC(=O)CCN(C)N(C)c1c(C)cc(C)cc1C')",0.7310629503819929,1e-10,COCNC(=O)CCN(C)N(C)c1c(C)cc(CO)cc1C
-1.2132803872247808e+18,"[0.7094807523636365, 0.7273566666666671, 0.5639285714285714, 0.9459188888888893]",[0 0 0 ... 0 0 0],0.9043858770484348,14,"('crossover', 'C#COCCCCNC(=O)c1cc(CC2SC(=O)NC2=O)ccc1OF', 'CSN(CCc1ccc(OC=O)cc1)N(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C')",0.7337770271108698,1e-10,CSN(Cc1ccc(OC=O)cc1)N(C)c1c(C)cc(CC2SC(=O)NC2=O)cc1C
