descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.3126627049333332, 0.5764433333333333, 0.6480714285714286, 0.6059400000000003]","tensor(0.3162, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.18335714591430843,2.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(N)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3162, dtype=torch.float64)","tensor(5.9628e-07, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(N)(COc1ccc(N)cc1)O2,2
"[0.06360350397575759, 0.39736666666666665, 0.27635714285714286, 0.1415422222222225]","tensor(3.9449e-05, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11135456531208107,7.0,"('crossover', 'OCc1ccc(OCc2ccc(COBr)cc2)cc1', 'CC1(CO)CCc2c(c(O)c(OBr)c(OBr)c2OBr)O1')","tensor(0.0937, dtype=torch.float64)","tensor(0.0048, dtype=torch.float64)",OCc1ccc(OCCOBr)cc1,7
"[0.2491355872363637, 0.4861900000000001, 0.4622142857142857, 0.5382688888888895]","tensor(0.0183, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.1600133545770238,13.0,"('crossover', 'CCc1c(CO)c(C)c(C)c2c1OC(C)(COc1ccc(CCN)cc1)CC2', 'CCc1c(CO)c(C)c(C)c2c1OC(C)(COc1ccc(CCN)cc1)CC2')","tensor(0.1555, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",CCc1c(CO)c(C)c(C)c2c1OC(C)(COCCN)CC2,13
"[0.655033315042424, 0.8123766666666671, 0.6061428571428571, 0.8914500000000005]",,[0 0 0 ... 0 0 0],0.6074564271049663,,"('database', 'no reaction', 'no parent')",,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.8486541089939394, 0.8880566666666674, 0.606142857142857, 0.9243722222222227]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.7462787932445663,18.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(O)c(C)c(OBr)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2189, dtype=torch.float64)","tensor(5.9615e-07, dtype=torch.float64)",Cc1c(O)c(C)c2c(c1Br)OC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)CC2,18
"[0.6580492210060606, 0.6284266666666669, 0.792, 0.8749322222222227]","tensor(0.6075, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3857301165241821,21.0,"('mutation', '[#6:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(N)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,21
"[0.29763906602424245, 0.23850000000000007, 0.8339285714285715, 0.561055555555556]","tensor(0.1449, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13920535088459682,24.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CN)cc1)O2', 'CCc1c(CN)c(O)c(C)c2c1OC(C)(COCCN)CC2')","tensor(0.1449, dtype=torch.float64)","tensor(0.0051, dtype=torch.float64)",CCc1c(CN)c(O)c(CN)c2c1OC(C)(COCCN)CC2,24
"[0.29400138315151525, 0.6807333333333337, 0.27635714285714286, 0.40949777777777824]","tensor(0.1195, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.16863790754479985,35.0,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCCOBr)cc2)S1', 'OCc1ccc(OCc2ccc(OCOBr)cc2)cc1')","tensor(0.2189, dtype=torch.float64)","tensor(5.9637e-07, dtype=torch.float64)",OCc1ccc(OCc2ccc(COBr)cc2)cc1,35
"[0.564510840678788, 0.613536666666667, 0.6894285714285714, 0.9250688888888894]","tensor(0.0086, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.27325591206059774,37.0,"('crossover', 'CCc1c(CN)c(C)c(C)c2c1OC(C)(COc1ccc(CCN)cc1)CC2', 'Oc1ccc(COc2ccc(Br)cc2)cc1')","tensor(0.2808, dtype=torch.float64)","tensor(0.0026, dtype=torch.float64)",CCc1c(CN)c(CCN)c(C)c2c1OC(C)(COc1ccc(CCN)cc1)CC2,37
"[0.6458331600121212, 0.7134933333333335, 0.792, 0.8882433333333337]","tensor(0., dtype=torch.float64)",[0 1 0 ... 0 0 0],0.4099992438096211,38.0,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(N)(COc1ccc(C=C3SC(=O)NC3=O)cc1)O2')","tensor(0.2307, dtype=torch.float64)","tensor(5.9629e-07, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)C=CC(N)(COc1ccc(C=C3SC(=O)NC3=O)cc1)O2,38
"[0.4701230086909089, 0.4612066666666667, 0.792, 0.6479211111111116]","tensor(0.0414, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.21650070316979259,44.0,"('crossover', 'Cc1c(O)c(CN)c(C)c2c1CCC(C)(COC1SC(=O)NC1=O)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CN)cc1)O2')","tensor(0.2189, dtype=torch.float64)","tensor(5.9627e-07, dtype=torch.float64)",Cc1c(O)c(CN)c(C)c2c1CCC(C)(CCOC1SC(=O)NC1=O)O2,44
"[0.2216875592848484, 0.7719766666666672, 0.3549285714285714, 0.5220177777777782]","tensor(6.6071e-06, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.26291048657761135,50.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CC(CCOc1ccc(O)cc1)O2')","tensor(0.2128, dtype=torch.float64)","tensor(0.0066, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CC2CCOc1ccc(O)cc1,50
