index,smiles,pedigree,descriptors,fitnesses
2,Cc1c(C)c2c(c(C)c1N)CC(C)(Cc1ccc(O)c(O)c1)O2,"('crossover', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CSc1ccc(O)cc1)O2')","[0.26717513210909083, 0.6735933333333337, 0.5407857142857143, 0.5697555555555559]",0.17978121977386885
3,CN(Cc1ccc(COC(O)(F)C(F)(F)Cl)cc1)S(=O)(=O)C(F)(F)F,"('crossover', 'CN(C(F)(F)C(F)(F)F)S(=O)(=O)c1ccc(CC2SC(O)NC2O)cc1', 'CN(Cc1ccc(COC(O)(F)C(F)(F)Cl)cc1)S(=O)(=O)CC1SC(=O)NC1=O')","[0.5757817450424241, 0.5719666666666668, 0.4774285714285715, 0.3836733333333334]",0.12940025808753908
7,CC(=O)NCc1ccc(OC(O)(F)F)cc1,"('crossover', 'CC(=O)NCc1ccc(OC(F)(F)F)cc1', 'Cc1cc(CC2SC(=O)NC2=O)ccc1N(C)c1ccc(O)c(C(C)C(C)C)c1')","[0.018396059551515156, 0.2906833333333333, 0.4182857142857143, 0.13062777777777795]",0.12003699640152349
10,CN(Cc1ccc(COC(O)(F)C(F)(F)Cl)cc1)S(=O)(=O)CC1SC(=O)NC1=O,"('crossover', 'Cc1c(C)c2c(c(Cc3noc(CCCCCC4SC(=O)NC4=O)n3)c1O)CC(C)CO2', 'CN(Cc1ccc(COC(F)(F)C(F)(F)Cl)cc1)S(=O)(=O)CC1SC(=O)NC1=O')","[0.7606334562787878, 0.3772666666666666, 0.8072142857142857, 0.647336666666667]",0.21748000714283497
11,CN(C(F)(F)C(F)(F)F)S(=O)(=O)CCC1SC(O)NC1=O,"('crossover', 'Cc1oc(F)nc1CCCCc1ccc(O)cc1', 'CN(C(F)(F)C(F)(F)F)S(=O)(=O)CC1SC(O)NC1=O')","[0.403054666460606, 0.13345, 0.6193571428571429, 0.25219222222222254]",0.09150486496747222
13,CCNC(=O)c1cc(Cc2ccc(CO)cc2)ccc1OC,"('crossover', 'COc1ccc(Cc2ccc(CO)cc2)cc1C(=O)NCCc1ccc(CO)cc1', 'CCc1ccc(OC)c(C(=O)NCc2ccc(CN(C)C)cc2)c1')","[0.22470346524848492, 0.5046666666666667, 0.4182857142857143, 0.5130222222222227]",0.16773649784178665
14,COSC(c1cc(N(C)c2ccc(CC3SC(=O)NC3=O)cc2C)ccc1O)C(C)C,"('mutation', '[*;!R:1]~[*:2]>>[*:1]S[*:2]', 'COC(c1cc(N(C)c2ccc(CC3SC(=O)NC3=O)cc2C)ccc1O)C(C)C')","[0.7125728768969695, 0.9757200000000008, 0.5633571428571429, 0.9794388888888894]",0.3305149177874068
16,Cc1ccc(OC(F)(F)c2ccc(OC(O)(F)F)cc2)cc1,"('crossover', 'CCc1ccc(OC(F)(F)c2ccc(OC(O)(F)F)cc2)cc1', 'COc1ccc(F)cc1C(=O)NCc1ccc(OC(F)(F)c2ccc(OC(O)(F)F)cc2)cc1')","[0.2759765367393939, 0.7574533333333336, 0.27635714285714286, 0.3326311111111113]",0.16066933412913886
18,COc1ccc(F)cc1C(=O)NCc1ccc(OC(F)(F)c2ccc(OC(O)(F)F)cc2)cc1,"('crossover', 'CC(C)c1cc(Sc2ccc(O)cc2)ccc1F', 'COc1ccc(F)cc1C(=O)NCc1ccc(OC(O)(F)F)cc1')","[0.7821530720484847, 0.8856666666666673, 0.5501428571428573, 0.7702444444444446]",0.29513506216736535
21,CN(Cc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CO)cc1,"('crossover', 'CN(Cc1ccc(CC2SC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(O)(F)F)cc1')","[0.5911556476969695, 0.39894999999999997, 0.7412857142857144, 0.734236666666667]",0.4232344706234088
