acquisition_value,descriptor,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
-3.6704188665950586,"[0.29451290094545435, 0.23517666666666667, 0.4671428571428572, 0.5312844444444448]",[0 0 0 ... 0 0 0],0.24166666666666667,0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'CON1CCN(c2c(C)c(C)c3c(c2C)CC(CO)(CO)O3)CC1')",0.2612381565286308,0.0010946209095390987,CON1CCN(c2c(C)c(C)c3c(c2C)CC(CO)(CO)O3)C1
-4.828530385694339,"[0.20357179584242413, 0.5914883333333334, 0.6325714285714286, 0.4656100000000003]",[0 0 0 ... 0 0 0],0.42,2,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC(=N)CON)O2')",0.41576525661343955,0.00042856602248094117,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC(=N)ON)O2
-2.9512229880424616,"[0.6333794308848483, 0.6853600000000003, 0.49942857142857144, 0.45661555555555555]",[0 0 0 ... 0 0 0],0.2956521739130435,3,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(Br)(C(O)(F)C(O)(F)OCC(F)(F)F)O2', 'CCc1ccc(OCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1')",0.32869849187858896,0.000663181409231016,Cc1c(C)c2c(c(C)c1O)CCC(Br)(C(O)(F)C(O)(F)C(F)(F)F)O2
-1.2335774759345552,"[0.28251735818181795, 0.48994333333333345, 0.2567142857142857, 0.6089200000000006]",[0 0 0 ... 0 0 0],0.2627118644067797,4,"('crossover', 'Cc1c(C)c(N2CCN(C)CC2)c(C)c2c1OC(C)(CO)C2', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CCO)O4)CC2)cc1')",0.29124875565659075,0.000622580389787495,Cc1c(C)c(N2CCN(C)CC2)c(C)c2c1OC(C)(CCO)C2
-2.875812258314963,"[0.5460104870424242, 0.19241666666666676, 0.4882857142857144, 0.7545300000000006]",[0 0 0 ... 0 0 0],0.3467741935483871,5,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(O)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(O)c(C)c(N2CCN(N3CCN(C)CC3)CC2)c2c1CCC(C)(COBr)O2')",0.37133097367289,0.000605781869639561,CN1CCN(N2CCN(Oc3ccc(CC4SC(=O)NC4=O)cc3)CC2)CC1
-3.550284346041172,"[0.6459824161454544, 0.9514733333333342, 0.17814285714285716, 0.6587222222222228]",[0 0 0 ... 0 0 0],0.22962962962962963,6,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CON1CCN(c2c(C)c(C)c3c(c2CC(F)(F)F)CC(C)(CC(F)(F)F)O3)CC1')",0.24039530367068201,0.0007229665127252237,CON1C=CN(c2c(C)c(C)c3c(c2CC(F)(F)F)CC(C)(CC(F)(F)F)O3)CC1
-3.6970230698775364,"[0.021131837115151535, 0.3902833333333333, 0.27635714285714286, 0.08746444444444469]",[0 0 0 ... 0 0 0],0.22448979591836735,7,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CO)cc1)O2', 'O=C1NC(=O)C(Cc2ccc(OCCOBr)cc2)S1')",0.2458498669343394,0.00136256938926851,OCc1ccc(OCOBr)cc1
-2.5874267848460883,"[0.7302719024363632, 0.4601600000000001, 0.7432857142857142, 0.627037777777778]",[0 0 0 ... 0 0 0],0.3805309734513274,10,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(Br)(C(O)(F)C(O)(F)C(F)(F)F)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(O)(COc1ccc(CC3SC(=O)C3=O)cc1)O2')",0.3809984521346516,0.0006739796845203904,Cc1c(C)c2c(c(C)c1O)CCC(Br)(C(O)(F)C(O)(F)C1SC(=O)C1=O)O2
-3.543912362471593,"[0.3424297323636362, 0.1669166666666667, 0.6193571428571429, 0.24911000000000022]",[0 0 0 ... 0 0 0],0.19130434782608696,11,"('mutation', '[*:1]~[D1]>>[*:1]', 'CC(F)(F)C(F)(F)S(=O)(=O)N(CO)CC1SC(=O)NC1=O')",0.21693422823183064,0.0007910597922352218,CC(F)(F)C(F)(F)S(=O)N(CO)CC1SC(=O)NC1=O
-2.480230626070668,"[0.2731729034909091, 0.47901, 0.5402142857142858, 0.5057944444444448]",[0 0 0 ... 0 0 0],0.5102040816326531,13,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CC1SC(=O)C1=O)O2', 'Cc1c(C)c2c(c(C)c1CC1CC(=O)NC1=O)CCC(O)(OCC1=CC(=O)NC1=O)O2')",0.4875700630931689,0.0006819453624765414,Cc1c(C)c2c(c(C)c1O)CCC(C)(CC1=CC(=O)NC1=O)O2
