descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.32453394738154545, 0.20924, 0.5830000000000001, 0.5131833333333335]",0.3464338056524748,[0 0 0 ... 0 0 0],0.34234234234234234,0,"('crossover', 'C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C1(CO[N+](=O)C[O-])CCc3c(C[O-])c(O)c(C)c(C)c3O1)O2')",0.3464338056524748,0.0006425220163342829,C#CC1([O-])CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1
"[0.33969210214545453, 0.6467233333333335, 0.7096428571428572, 0.5339488888888895]",0.07604528899673363,[0 0 0 ... 0 0 0],0.39622641509433965,2,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)NC1O)O2')",0.4305907435421882,0.0009534046587611662,Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)N=C1O)O2
"[0.587815639490909, 0.5729533333333335, 0.4774285714285715, 0.3795477777777778]",0.002585386058805915,[0 0 0 ... 0 0 0],0.13846153846153847,3,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1ccc(COC(F)(F)F)cc1C(=O)C(=O)N(Br)COC(O)(F)F')",0.1379237319088242,0.0005056290066451156,Cc1ccc(CC(F)(F)F)cc1C(=O)C(=O)N(Br)COC(O)(F)F
"[0.32763599424242423, 0.5651733333333335, 0.2737857142857143, 0.5572633333333337]",0.08491613115237712,[0 0 0 ... 0 0 0],0.3185840707964602,4,"('crossover', 'C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2')",0.3308177704966394,0.0008933370253743659,C#CC1(C)CCc2c(CC3SCNC3=O)c(F)c(C)c(C)c2O1
"[0.6758510977454543, 0.9979266666666673, 0.26371428571428573, 0.5066777777777782]",0.025225460488955465,[0 0 0 ... 0 0 0],0.3162393162393162,6,"('crossover', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2')",0.33715206599354264,0.0007298571557306917,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)OC(F)(F)F)O2
"[0.030538169830030323, 0.27715666666666666, 0.3751428571428571, 0.20057555555555587]",0.05523295493372457,[0 0 0 ... 0 0 0],0.27184466019417475,7,"('crossover', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(COC(F)(F)OC(F)(F)F)O2', 'C#CC1([O-])CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1')",0.27628558651267193,0.0005008517386272976,C#CC1([O-])CCc2c(F)c(O)c(C)c(C)c2O1
"[0.4971655339515151, 0.5367533333333334, 0.7527142857142857, 0.3469377777777778]",0.004347936311005765,[0 0 0 ... 0 0 0],0.13333333333333333,9,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'COc1ccc(ON(O)[N+](=O)[O-])cc1C(=O)N(CC(C)(F)F)OC(F)(F)F')",0.12665009458438703,0.000607517812036416,Cc1ccc(ON(O)[N+](=O)[O-])cc1C(=O)N(CC(C)(F)F)OC(F)(F)F
"[0.6850430072606057, 0.5260600000000002, 0.6377857142857143, 0.5993488888888894]",0.014253762582091267,[0 1 0 ... 0 0 0],0.325,10,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)OCO[N+](=O)C[O-])O2')",0.3339258937296323,0.0006026319630657827,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)OCO[N+](=O)C[O-])O2
"[0.2791168620242424, 0.48584000000000005, 0.4182857142857143, 0.5221500000000003]",0.018902056814470936,[0 0 0 ... 0 0 0],0.37735849056603776,13,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1')",0.38587453387869114,0.0005278646146314552,C#CC1(C)CCc2c(CC3SNC3=O)c(O)c(C)c(C)c2O1
"[0.6065638767999999, 0.8396600000000006, 0.5402142857142858, 0.8715500000000006]",0.16019195109249096,[0 0 0 ... 0 0 0],0.8172043010752689,14,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(F)cc1)O2', 'Cc1ccc(-c2nc(C=NCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.5504358535315154,0.002002826135948754,Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.23978372463030304, 0.7395933333333339, 0.27635714285714286, 0.3519866666666671]",0.05677823679135796,[0 0 0 ... 0 0 0],0.4387755102040816,16,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(OC(F)(F)F)O2')",0.4231148704547243,0.0023800646708188383,Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2
"[0.8490104559636362, 0.9412266666666675, 0.6061428571428571, 0.9926500000000001]",9.940671560646606e-22,[0 0 0 ... 0 0 0],0.7669902912621359,18,"('crossover', 'Cc1c(C)c(C)c2c(c1C)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2')",0.720799034389611,0.00043857668100372,Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)Cc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.42740674719999994, 0.9234766666666673, 0.13185714285714287, 0.4209777777777782]",2.0576886508945535e-43,[0 0 0 ... 0 0 0],0.3557692307692308,19,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COBr)O2', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(COC(F)(F)C(F)(F)F)O2')",0.34058137565248237,0.0004012304924716815,Cc1c(C)c(C(F)(F)F)c(C)c2c1OC(C)(COBr)CC2
"[0.5576802089333333, 0.4713, 0.8186428571428572, 0.3163711111111111]",0.12052131899069114,[0 0 0 ... 0 0 0],0.11428571428571428,20,"('crossover', 'COc1ccc(ON(O)[N+](=O)[O-])cc1C(=O)N(CO)OC(F)(F)F', 'C#CC1([O-])CCc2c(CC3SCNC3=O)c(O)c(C)c(F)c2O1')",0.12052131899069114,0.0005690716674543158,COc1ccc(ON(O)[N+](=O)[O-])cc1C(=O)N(CC(F)(F)F)OC(F)(F)F
"[0.6975390224484849, 0.5537433333333333, 0.765, 0.9484422222222227]",0.0036228568189898844,[0 0 0 ... 0 0 0],0.6666666666666666,21,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c(-c2ccc(CC3SC(=O)NC3=O)cc2)c(C)c2c1OC(C)(CO[NH2+]N[O-])CC2')",0.6636228568189899,0.00047746845341090473,Cc1c(C)c(-c2ccc(CC3SC(=O)NC3=O)cc2)c(C)c2c1OC(C)(C[NH2+]N[O-])CC2
"[0.3760590632358182, 0.15988999999999998, 0.7251428571428572, 0.5066188888888894]",0.05691059510192714,[0 0 0 ... 0 0 0],0.46601941747572817,24,"('crossover', 'C#CC1([O-])CCc2c(c(C)c(C)c(CC3SC(=O)NC3=O)c2C2SC(=O)NC2=O)O1', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1C[O-])CCC(C)(CCO[N+](=O)C[O-])O2')",0.46812554837295517,0.0004040364671319677,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1C[O-])CCC(C)([O-])O2
"[0.5185526752851211, 0.34517333333333333, 0.9354285714285715, 0.6369255555555559]",0.04949862623416312,[0 0 0 ... 0 0 0],0.5742574257425742,27,"('mutation', '[#6:1]>>[#7:1]', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](C)=O)O2')",0.5635173178229481,0.0002806684674092892,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](N)=O)O2
"[0.7762566586424243, 0.5562233333333335, 0.46457142857142864, 0.8983833333333339]",0.01615849482126458,[0 0 0 ... 0 0 0],0.2733812949640288,28,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](N)=O)O2', 'C#CC1([O-])CCc2c(CC3SCNC3=O)c(N3C=CN(CC(F)(F)F)CC3)c(C)c(C)c2O1')",0.28044420910697887,0.00041552318435442105,C#CC1(O)CCc2c(CC3SCNC3=O)c(N3C=CN(CC(F)(F)F)CC3)c(C)c(C)c2O1
"[0.00622491026666668, 0.3055033333333333, 0.7839285714285714, 0.15511444444444455]",0.17827438660281367,[0 0 0 ... 0 0 0],0.12280701754385964,32,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'COc1ccc([N+](=O)[O-])cc1N(O)C[N+](=O)[O-]')",0.17827438660281367,0.0024192268249551927,Cc1ccc([N+](=O)[O-])cc1N(O)C[N+](=O)[O-]
"[0.7337616838782424, 0.3393766666666666, 0.8470714285714285, 0.8922022222222227]",0.004831134088832401,[0 0 0 ... 0 0 0],0.5663716814159292,33,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1c(C)c2c(c(C(=O)[O-])c1C)CCC(Cc1ccc(CC3SC(=O)NC3=O)cc1)(C(=O)[O-])O2')",0.5613528732192672,0.00041025248533030465,Cc1c(C)c2c(c(C(=O)[O-])c1C)CCC(C[O-])(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.2698538077818181, 0.7046100000000005, 0.27635714285714286, 0.3838977777777782]",0.018089826068632298,[0 0 0 ... 0 0 0],0.4725274725274725,35,"('crossover', 'COc1ccc(CC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COCC1SC(=O)NC1=O)O2')",0.45373339042506794,0.0004153444216067352,Cc1c(C)c2c(c(C)c1O)CCC(C)(COBr)O2
"[0.6458729316603331, 0.5844266666666668, 0.6823571428571429, 0.8563522222222227]",0.014778535377705015,[0 0 0 ... 0 0 0],0.6285714285714286,37,"('crossover', 'C#Cc1c(C)c(C)c2c(c1C(=O)[O-])CCC(Cc1ccc(CC3SC(=O)NC3=O)cc1)(C(=O)[O-])O2', 'Cc1c(C)c(-c2ccc(CC3SC(=O)NC3=O)cc2)c(C)c2c1OC(C)(CO[NH2+][O-])CC2')",0.6222551708917237,0.00046784247754332747,Cc1c(C)c(-c2ccc(CC3SC(=O)NC3=O)cc2)c(C)c2c1OC(C)(C(=O)[O-])CC2
"[0.6459972319757574, 0.6893433333333338, 0.7855714285714286, 0.851343333333334]",0.009035937844336761,[0 0 0 ... 0 0 0],0.4956521739130435,38,"('crossover', 'Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(CC1C(=O)C1=O)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(N(O)[N+](=O)[O-])cc1)O2')",0.4957616015611509,0.0004949709233008914,Cc1c(C)c2c(c(C)c1CC1C(=O)C1=O)CCC(C)(Cc1ccc(N(O)[N+](=O)[O-])cc1)O2
"[0.5945683340363636, 0.9986633333333343, 0.2737857142857143, 0.9472855555555559]",0.028213620127669592,[0 0 0 ... 0 0 0],0.6095238095238096,40,"('mutation', '[#8:1]>>[#6:1]', 'Cc1c(C)c(C)c2c(c1C)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.6091660010800506,0.00038944264194657645,C=C1NC(=O)C(Cc2ccc(CC3(C)CCc4c(C)c(C)c(C)c(C)c4O3)cc2)S1
"[0.37616599762424235, 0.8122100000000007, 0.5651428571428572, 0.6193844444444452]",0.17163895329847145,[0 0 0 ... 0 0 0],0.4803921568627451,42,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCN(O)[N+](=O)[O-])O2', 'Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)N=C1O)O2')",0.49922516019502317,0.0007184667431535762,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC1SC(=O)N=C1O)O2
"[0.5184821878181815, 0.4491899999999999, 0.9142857142857143, 0.6278100000000004]",0.03361500319089361,[0 0 0 ... 0 0 0],0.5742574257425742,44,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1-c1c(O)c(C)c(C)c2c1CCC(C)(CO[N+](=O)[O-])O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(N(O)[N+](=O)[O-])cc1)O2')",0.5484664883394085,0.0008161285399565397,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)[O-])O2
"[0.7215591469820907, 0.626606666666667, 0.7495714285714287, 0.7117544444444449]",0.02201842284147093,[0 0 0 ... 0 0 0],0.5225225225225225,45,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)COC(F)(F)F)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC1SC(=O)N=C1O)O2')",0.5307903526660324,0.0003704137497931323,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)CC(F)(F)F)O2
