descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",,[0 0 0 ... 1 0 0],0.35454545454545455,,"('database', 'no reaction', 'no parent')",,,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2
"[0.6094695236484847, 0.7686233333333338, 0.7540714285714286, 0.8002611111111114]",0.0,[0 1 0 ... 0 0 0],0.3902439024390244,14.0,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.3593282357845251,4.273993272984448e-05,Cc1ccc(-c2nc(CCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1
"[0.19731205776969699, 0.7325100000000004, 0.27635714285714286, 0.2979088888888893]",0.3591219315831858,[0 0 0 ... 0 0 0],0.36633663366336633,16.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(O)cc1)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.3591219315831858,0.0032798180356320254,Cc1c(C)c2c(c(C)c1O)CCC(C)(OC(F)(F)F)O2
"[0.9125234134545456, 0.995433333333334, 0.5475714285714286, 0.8878155555555558]",0.015906232892588745,[0 0 0 ... 0 0 0],0.16770186335403728,18.0,"('crossover', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(CF)O4)no2)cc1', 'COc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.18054037923405217,0.0009863988323347201,COc1ccc(C(=O)NCc2ccc(C(F)(F)F)cc2)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.6488490659757574, 0.683006666666667, 0.8423571428571429, 0.8462611111111115]",0.08350211349135139,[0 1 0 ... 0 0 0],0.38095238095238093,21.0,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=N-[*:2]', 'Cc1ccc(-c2nc(CCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.3692163992056371,0.0028597345488741745,Cc1ccc(-c2nc(C=NCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1
"[0.3092500185939393, 0.2531833333333333, 0.8715000000000002, 0.41936222222222247]",0.03285534528829487,[0 0 0 ... 0 0 0],0.32727272727272727,24.0,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NC[N+](=O)[O-]')",0.339872889147944,0.0027523895441629517,COc1ccc(CC2SC(=O)NC2=O)cc1N(O)C[N+](=O)[O-]
"[0.6035255651151513, 0.866673333333334, 0.7704285714285715, 0.8253466666666671]",0.008188290697744873,[0 0 0 ... 0 0 0],0.43333333333333335,38.0,"('crossover', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(CF)O4)no2)cc1', 'Cc1c(C)c2c(c([N+](=O)[O-])c1O)CCC(C)(C)O2')",0.3980187990393361,0.0016628058383373876,COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C[N+](=O)[O-])O4)no2)cc1
"[0.5129152373575755, 0.8593600000000007, 0.17814285714285716, 0.8838666666666674]",,[0 0 0 ... 0 0 0],0.35772357723577236,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1
"[0.39738552042424236, 0.7713733333333338, 0.7267857142857144, 0.5918622222222225]",0.30703146575343393,[0 0 0 ... 0 0 0],0.2845528455284553,42.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(O)on3)c1O)CCC(C)(C)O2', 'Cc1c(C)c2c(c(-c3cc(O)on3)c1O)CCC(C)(C)O2')",0.30703146575343393,0.0022973414961279543,Cc1c(C)c(-c2cc(O)on2)c(-c2cc(O)on2)c2c1OC(C)(C)CC2
"[0.31553431123636355, 0.5145866666666667, 0.7072857142857144, 0.5464622222222226]",0.34140842781588043,[0 0 0 ... 1 0 0],0.3103448275862069,44.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]N[*:2]', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')",0.34140842781588043,0.0025193441183654283,CNc1c(O)c(C)c(O)c2c1OCC(Cc1ccc(O)cc1)C2=O
"[0.7820339117939392, 0.5104500000000001, 0.8773571428571428, 0.7741455555555556]",0.2565427353862133,[0 0 0 ... 0 0 0],0.2642857142857143,45.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O', 'COc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.2565427353862133,0.0020073512431083664,COc1ccc(C(=O)NC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.2216875592848484, 0.7939100000000008, 0.3549285714285714, 0.5191733333333338]",0.0,[0 0 1 ... 0 0 0],0.46,50.0,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)on3)c1O)CCC(C)(C)O2')",0.3621911471876403,4.681508648254801e-05,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(O)cc1)O2
"[0.5613846755999997, 0.7900266666666673, 0.24407142857142858, 0.8987000000000006]",0.3565705259981445,[0 0 0 ... 0 0 0],0.3492063492063492,53.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')",0.3565705259981445,0.002111154387871805,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(OC)O4)CC2)cc1
"[0.4273770107515151, 0.3305666666666666, 0.7254999999999999, 0.5581933333333338]",0.040415760604762985,[0 0 0 ... 0 0 0],0.31896551724137934,61.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)on3)c1O)CCC(C)(C)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O')",0.3562052342889735,0.0026165004904314115,COc1ccc(CC2SC(=O)NC2=O)cc1CC1SC(=O)NC1=O
"[0.5216205430787878, 0.8469933333333342, 0.5402142857142858, 0.7659055555555561]",0.04573801035492858,[0 0 1 ... 0 0 0],0.5980392156862745,67.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(O)cc1)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O')",0.43740467702159525,0.0024767061232113235,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(C3SC(=O)NC3=O)cc1)O2
"[0.8276548050787877, 0.9347533333333339, 0.7920714285714285, 0.9725388888888892]",0.04980545383559837,[0 0 0 ... 0 0 0],0.472,72.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(CF)O4)no2)cc1')",0.4162176675760564,0.0022295722182815595,COc1ccc(-c2cc(-c3c(O)c(C4SC(=O)NC4=O)c(C)c4c3CCC(C)(CF)O4)no2)cc1
"[0.3364359056484847, 0.4022033333333333, 0.6595714285714286, 0.485237777777778]",0.10095460241426646,[0 0 0 ... 0 0 0],0.32432432432432434,73.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)on3)c1O)CCC(C)(C)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O')",0.36145880409493875,0.002624505063447204,Cc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O
"[0.7426543694666666, 0.6257000000000003, 0.7354285714285714, 0.7522433333333335]",0.070803395465739,[0 0 0 ... 0 0 0],0.34615384615384615,78.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.3389193374947245,0.001876845514637729,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCOc1ccc(OC(F)(F)F)cc1
"[0.6941849312242425, 0.6529833333333336, 0.6695, 0.7323433333333335]",,[0 0 0 ... 0 0 0],0.34375,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.2400456913212121, 0.5847933333333336, 0.17814285714285716, 0.5539888888888894]",0.36225073929990437,[0 0 0 ... 0 0 0],0.226890756302521,82.0,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')",0.36225073929990437,4.8852464836694214e-05,CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(C)O3)CC1
