descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.3944815359391212, 0.1974400000000001, 0.5727142857142857, 0.6038411111111117]",5.896817954479384e-12,[0 0 0 ... 0 0 0],0.44954128440366975,0,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'C=[NH+]Oc1ccc(Cc2c(C)c3c(c(C)c2[O-])OC(C)(C[O-])CC3)cc1')",0.43527470542476665,0.0002126349319347379,C[NH+]Oc1ccc(Cc2c(C)c3c(c(C)c2[O-])OC(C)(C[O-])CC3)cc1
"[0.3246582476969696, 0.6733433333333337, 0.7045, 0.5170355555555558]",0.02118656372930744,[0 0 0 ... 0 0 0],0.411214953271028,2,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3cc([N+](=O)[O-])on3)on1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COF)O2')",0.4174129788236471,0.00035705285539728367,Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1cc([N+](=O)[O-])on1)O2
"[0.5242197111393938, 0.5727566666666668, 0.6735714285714286, 0.38654333333333346]",0.0,[0 0 0 ... 0 0 0],0.225,3,"('crossover', 'Cc1c(O)c(ON(O)[N+](=O)[O-])c2c(c1F)OC(F)(COBr)CC2', 'CCc1ccc(OCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1')",0.204582183884304,0.00020717374760338887,Cc1c(C)c(ON(O)[N+](=O)[O-])c2c(c1F)OC(F)(COBr)CC2
"[0.35511025357603027, 0.608726666666667, 0.23164285714285718, 0.6313633333333338]",0.06859078237629401,[0 0 0 ... 0 0 0],0.49038461538461536,4,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[NH3+])O2', 'C=[NH+]Oc1ccc(CC2(OC(F)(F)F)CCc3c(C)c(F)c(C)c(C)c3O2)cc1')",0.48695812931506954,0.0001489776492764631,C=[NH+]Oc1ccc(CC2(C)CCc3c(C)c(F)c(C)c(C)c3O2)cc1
"[0.6366405932366361, 0.14931000000000008, 0.5725714285714286, 0.6984688888888892]",2.0706507310225344e-46,[0 0 0 ... 0 1 0],0.44144144144144143,5,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC([O-])([NH+](C)Br)O2', 'C=[NH+]OCc1ccc(OCC2(C)CCc3c(c(C)c(C)c(CO[NH3+])c3[NH+](C)Br)O2)cc1')",0.42502869939375715,0.000355281866352469,C=[NH+]OCc1ccc([NH+](Br)C2([O-])CCc3c(C)c(O)c(C)c(C)c3O2)cc1
"[0.6758510977454543, 0.9979266666666673, 0.26371428571428573, 0.5066777777777782]",0.025225460488955465,[0 0 0 ... 0 0 0],0.3162393162393162,6,"('crossover', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2')",0.33715206599354264,0.0007298571557306917,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)OC(F)(F)F)O2
"[0.04261095235151515, 0.25775, 0.35550000000000004, 0.24454222222222263]",0.05370933102140907,[0 0 0 ... 0 0 0],0.32323232323232326,7,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SN(C)C3=O)cc1)O2', 'C=C1NC(=O)C(Cc2ccc(OCC3(C)CCc4c(C)c(O)c(C)c(C)c4O3)cc2)S1')",0.3255539912155838,0.00036776727675695754,CN1SC(Cc2ccc(OCO)cc2)C1=O
"[0.4757005789212118, 0.4934233333333333, 0.8180714285714287, 0.3514300000000001]",0.04721310538624446,[0 0 0 ... 0 0 0],0.2631578947368421,9,"('crossover', 'Cc1c(O)c(ON(O)[N+](=O)[O-])c2c(c1F)OC(F)(OBr)CC2', 'C=C1NC(=O)C(Cc2ccc(OCC3(C)CCc4c(C)c(C)c(C)c(C)c4O3)cc2)S1')",0.2620891384440957,0.0002291405699160839,Cc1c(C)c2c(c(ON(O)[N+](=O)[O-])c1O)CCC(F)(OBr)O2
"[0.7152655937699693, 0.3998433333333333, 0.7037857142857143, 0.6797877777777782]",1.2927547139888687e-06,[0 0 0 ... 0 0 0],0.4722222222222222,10,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(O[NH2+]CC1SC(=O)NC1=O)O2')",0.4666006696385655,0.00030611624808909955,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(O[NH+](O)CC1SC(=O)NC1=O)O2
"[0.3065911213578483, 0.5221433333333335, 0.3761428571428572, 0.5974722222222226]",0.03828235887284265,[0 0 1 ... 0 0 0],0.49019607843137253,13,"('crossover', 'CCC(F)(F)OCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1', 'C=[NH+]Oc1ccc(Cc2c(C)c(C)c3c(c2C)CCC(C)([O-])O3)cc1')",0.48688048971396414,0.00016646216552808726,C=[NH+]Oc1ccc(C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1
