descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",,[0 0 0 ... 1 0 0],0.35454545454545455,,"('database', 'no reaction', 'no parent')",,,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2
"[0.6094695236484847, 0.7686233333333338, 0.7540714285714286, 0.8002611111111114]",0.0,[0 1 0 ... 0 0 0],0.3902439024390244,14.0,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.3593282357845251,4.273993272984448e-05,Cc1ccc(-c2nc(CCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1
"[0.9609928516969696, 0.9754000000000005, 0.6135, 0.9064933333333337]",0.35926661247401365,[0 0 0 ... 0 0 0],0.16463414634146342,18.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.35926661247401365,4.937557479826833e-05,COc1ccc(C(=O)NCc2ccc(OC(F)(F)F)cc2)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.6094695236484847, 0.6528233333333335, 0.7540714285714285, 0.800055555555556]",0.36049818735828015,[0 0 0 ... 0 0 0],0.2857142857142857,21.0,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.36049818735828015,4.3533185546666666e-05,Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(O)NC4=O)cc3)c(C)o2)o1
"[0.34561365495757584, 0.17555, 0.9117142857142858, 0.4549255555555558]",0.35762274350655016,[0 0 0 ... 0 0 0],0.30701754385964913,24.0,"('crossover', 'Cc1c(C)c2c(c(-c3cc(-c4ccc([N+](=O)[O-])cc4)on3)c1O)CCC(C)(C)O2', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.35762274350655016,4.515179041586816e-05,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NC[N+](=O)[O-]
"[0.5248005210060606, 0.8230300000000005, 0.7706428571428572, 0.7903111111111116]",0.3622736544010038,[0 0 0 ... 0 0 0],0.3898305084745763,38.0,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)on3)c1O)CCC(C)(C)O2')",0.3622736544010038,4.447212533126551e-05,Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)O
"[0.5129152373575755, 0.8593600000000007, 0.17814285714285716, 0.8838666666666674]",,[0 0 0 ... 0 0 0],0.35772357723577236,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1
"[0.2216875592848484, 0.7939100000000008, 0.3549285714285714, 0.5191733333333338]",0.0,[0 0 1 ... 0 0 0],0.46,50.0,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)on3)c1O)CCC(C)(C)O2')",0.3621911471876403,4.681508648254801e-05,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccc(O)cc1)O2
"[0.384905343890909, 0.35223333333333334, 0.7254999999999999, 0.5054044444444448]",0.3583389669523083,[0 0 0 ... 0 0 0],0.3157894736842105,61.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.3583389669523083,4.6397719492081524e-05,COc1ccc(CC2SC(=O)NC2=O)cc1C1SC(=O)NC1=O
"[0.5156765845454545, 0.9212066666666674, 0.5282142857142857, 0.7714311111111114]",0.002317591136729358,[0 0 0 ... 0 0 0],0.39166666666666666,67.0,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)no2)cc1')",0.3667243707977463,4.092455392378979e-05,COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(OC)O4)no2)cc1
"[0.7218506697818182, 0.8995000000000006, 0.8120714285714286, 0.9852633333333336]",,[0 0 0 ... 0 0 0],0.366412213740458,,"('database', 'no reaction', 'no parent')",,,Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C
"[0.33049194711515134, 0.4841233333333334, 0.7314999999999999, 0.46583000000000035]",0.3603741603523928,[0 0 0 ... 0 0 0],0.2605042016806723,73.0,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.3603741603523928,4.66806758349177e-05,Cc1ccc(-c2nc(CCC(=O)C3SC(=O)NC3=O)c(C)o2)o1
"[0.7335644735515151, 0.6253000000000002, 0.7577857142857142, 0.7755655555555557]",0.35885991818466945,[0 0 0 ... 0 0 0],0.26811594202898553,78.0,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=N-[*:2]', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')",0.35885991818466945,4.818598389051736e-05,COc1ccc(C=NC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.6941849312242425, 0.6529833333333336, 0.6695, 0.7323433333333335]",,[0 0 0 ... 0 0 0],0.34375,,"('database', 'no reaction', 'no parent')",,,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1
"[0.2400456913212121, 0.5847933333333336, 0.17814285714285716, 0.5539888888888894]",0.36225073929990437,[0 0 0 ... 0 0 0],0.226890756302521,82.0,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')",0.36225073929990437,4.8852464836694214e-05,CON1CCN(c2c(C)c(C)c3c(c2C)CC(C)(C)O3)CC1
"[0.403569769490909, 0.7515366666666673, 0.5653571428571429, 0.6622600000000005]",0.36308438495184453,[0 0 0 ... 0 0 0],0.3418803418803419,83.0,"('crossover', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2', 'Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2')",0.36308438495184453,4.3436902418383416e-05,COc1c(O)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2
"[0.19433760026666666, 0.6622066666666672, 0.5408571428571429, 0.4196733333333337]",0.3652643135307843,[0 0 0 ... 0 0 0],0.3119266055045872,98.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)on3)c1O)CCC(C)(C)O2')",0.3652643135307843,4.195148246446995e-05,Cc1c(C)c2c(c(-c3cc(O)on3)c1O)CCC(C)(C)O2
"[0.22475315922424222, 0.7949100000000006, 0.2517857142857143, 0.5322933333333337]",0.36513690011267136,[0 0 0 ... 0 0 0],0.3904761904761905,102.0,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')",0.36513690011267136,4.69040275892069e-05,Cc1c(C)c2c(c(C)c1N)CC(C)(Cc1ccc(F)cc1)O2
"[0.024561191939393937, 0.595506666666667, 0.40171428571428575, 0.2520111111111114]",0.36131681119926257,[0 0 0 ... 0 0 0],0.1565217391304348,105.0,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2')",0.36131681119926257,4.9204194610675575e-05,CC(=O)CCc1nc(-c2ccc(C)o2)oc1C
"[0.3975719981090907, 0.8520066666666675, 0.4208571428571429, 0.6963955555555562]",,[0 0 0 ... 0 0 0],0.3652173913043478,,"('database', 'no reaction', 'no parent')",,,COc1c(C)c(C)c2c(c1CCc1ccc(O)c(O)c1)CCC(C)(C)O2
"[0.3521681598060604, 0.9899600000000008, 0.2517857142857143, 0.6861933333333339]",0.36551558253612504,[0 0 0 ... 0 0 0],0.37168141592920356,110.0,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')",0.36551558253612504,4.547944910416383e-05,Cc1c(C)c2c(c(C)c1N)CC(C)(CCCCc1ccc(F)cc1)O2
