descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.32453394738154545, 0.20924, 0.5830000000000001, 0.5131833333333335]",0.3464338056524748,[0 0 0 ... 0 0 0],0.34234234234234234,0,"('crossover', 'C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(C1(CO[N+](=O)C[O-])CCc3c(C[O-])c(O)c(C)c(C)c3O1)O2')",0.3464338056524748,0.0006425220163342829,C#CC1([O-])CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1
"[0.33969210214545453, 0.6467233333333335, 0.7096428571428572, 0.5339488888888895]",0.07604528899673363,[0 0 0 ... 0 0 0],0.39622641509433965,2,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)NC1O)O2')",0.4305907435421882,0.0009534046587611662,Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)N=C1O)O2
"[0.6362850777333332, 0.5615533333333336, 0.5433571428571429, 0.3916033333333333]",0.015232668216793602,[0 0 0 ... 0 0 0],0.13533834586466165,3,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1O', 'Cc1ccc(COC(F)(F)F)cc1C(=O)C(=O)N(Br)COC(F)(F)F')",0.12790872455482177,0.00039267836835840675,Cc1ccc(COC(F)(F)F)cc1C(=O)C(=O)N(Br)COC(O)(F)F
"[0.32763599424242423, 0.5651733333333335, 0.2737857142857143, 0.5572633333333337]",0.08491613115237712,[0 0 0 ... 0 0 0],0.3185840707964602,4,"('crossover', 'C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2')",0.3308177704966394,0.0008933370253743659,C#CC1(C)CCc2c(CC3SCNC3=O)c(F)c(C)c(C)c2O1
"[0.6758510977454543, 0.9979266666666673, 0.26371428571428573, 0.5066777777777782]",0.025225460488955465,[0 0 0 ... 0 0 0],0.3162393162393162,6,"('crossover', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2')",0.33715206599354264,0.0007298571557306917,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)OC(F)(F)F)O2
"[0.04219750349090911, 0.2591, 0.39571428571428574, 0.04904111111111125]",0.270375618053181,[0 0 0 ... 0 0 0],0.22105263157894736,7,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1O', 'Cc1c2c(c(C)c(COBr)c1OBr)OC(C)(COBr)CC2')",0.270375618053181,0.0012467900778765414,O=C1NC(=O)C(CCOBr)S1
"[0.6817262456242424, 0.48450333333333334, 0.6627142857142857, 0.5762244444444445]",0.023629751996561754,[0 1 0 ... 0 0 0],0.3,10,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)C(=O)N(Br)COC(F)(F)F')",0.3187117192096765,0.0009273686588255677,Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)C(=O)N(Br)COC(F)F
"[0.32158852888484846, 0.49292333333333344, 0.4182857142857143, 0.5762277777777781]",0.11220779063030045,[0 0 0 ... 0 0 0],0.3669724770642202,13,"('crossover', 'Cc1ccc(CC2SCNC2=O)cc1C(=O)C(=O)N(Br)COC(F)(F)F', 'C#CC1(C)CCc2c(C)c(O)c(C)c(C)c2O1')",0.3788744572969671,0.0007655700480118639,C#CC1(C)CCc2c(CC3SCNC3=O)c(O)c(C)c(C)c2O1
"[0.6065638767999999, 0.8396600000000006, 0.5402142857142858, 0.8715500000000006]",0.16019195109249096,[0 0 0 ... 0 0 0],0.8172043010752689,14,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(F)cc1)O2', 'Cc1ccc(-c2nc(C=NCC(O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')",0.5504358535315154,0.002002826135948754,Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.23978372463030304, 0.7395933333333339, 0.27635714285714286, 0.3519866666666671]",0.05677823679135796,[0 0 0 ... 0 0 0],0.4387755102040816,16,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(OC(F)(F)F)O2')",0.4231148704547243,0.0023800646708188383,Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2
"[0.8610556927030301, 0.9997766666666674, 0.6061428571428572, 0.9526277777777782]",0.06792651177829945,[0 0 0 ... 0 0 0],0.6306306306306306,18,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2', 'Cc1ccc(CC2SC(=O)NC2=O)cc1-c1c(O)c(C)c(C)c2c1CCC(C)(CO[N+](=O)[O-])O2')",0.6018248168630452,0.00055764451105923,Cc1ccc(CC2SC(=O)NC2=O)cc1-c1c(O)c(C)c(C)c2c1CCC(C)(COC(F)(F)F)O2
"[0.4758761854424241, 0.9034433333333339, 0.1977857142857143, 0.4396555555555559]",0.07211818523043817,[0 0 0 ... 0 0 0],0.34579439252336447,19,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COC(F)(F)F)O2')",0.3440480097918417,0.0013044986866949323,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2
"[0.6185594195636362, 0.6555233333333338, 0.7506428571428572, 0.7993922222222227]",0.058325750555526246,[0 0 0 ... 0 0 0],0.5648148148148148,21,"('crossover', 'COC1(c2ccc(O)cc2)CCc2c(C)c(O)c(C)c(C)c2O1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NC(=O)NCc1ccc(OC(F)(F)F)cc1')",0.4392781315079072,0.002642866037191288,COC1(c2ccc(O)cc2)CCc2c(CC3SC(=O)NC3=O)c(O)c(C)c(C)c2O1
"[0.21854920402424244, 0.22110666666666665, 0.729, 0.34495555555555596]",0.013381939191358716,[0 0 0 ... 0 0 0],0.3786407766990291,24,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)C[O-])O2', 'Cc1ccc(C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1')",0.3813064674932455,0.0006729988573050182,Cc1c(C)c2c(c(O)c1O)CCC(C)(CO[N+](=O)C[O-])O2
"[0.6034255215393937, 0.31754, 0.9142857142857143, 0.6957766666666672]",0.21146255168923045,[0 0 0 ... 0 0 0],0.5137614678899083,27,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)C[O-])O2', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)C[O-])O2')",0.5191548593815382,0.000601657678092045,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CCO[N+](=O)C[O-])O2
"[0.00622491026666668, 0.3055033333333333, 0.7839285714285714, 0.15511444444444455]",0.17827438660281367,[0 0 0 ... 0 0 0],0.12280701754385964,32,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'COc1ccc([N+](=O)[O-])cc1N(O)C[N+](=O)[O-]')",0.17827438660281367,0.0024192268249551927,Cc1ccc([N+](=O)[O-])cc1N(O)C[N+](=O)[O-]
"[0.2698538077818181, 0.7046100000000005, 0.27635714285714286, 0.3838977777777782]",0.018089826068632298,[0 0 0 ... 0 0 0],0.4725274725274725,35,"('crossover', 'COc1ccc(CC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COCC1SC(=O)NC1=O)O2')",0.45373339042506794,0.0004153444216067352,Cc1c(C)c2c(c(C)c1O)CCC(C)(COBr)O2
"[0.6306114085939392, 0.6151433333333336, 0.6395714285714286, 0.8070966666666674]",0.03892270025979111,[0 0 0 ... 0 0 0],0.5277777777777778,37,"('crossover', 'Cc1c(C)c(C2SC(=O)NC2=O)c(C)c2c1OC(C)(CC1SC(=O)C1=O)CC2', 'C#Cc1c(C)c(C)c2c(c1C)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.5116499729870638,0.00047254972006032544,Cc1c(C)c2c(c(C)c1CC1SC(=O)NC1=O)CCC(C)(CC1SC(=O)C1=O)O2
"[0.5793779897454544, 0.7342600000000004, 0.7521428571428572, 0.7866633333333337]",0.019058929790410017,[0 0 0 ... 0 0 0],0.48672566371681414,38,"('crossover', 'COc1ccc(CCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCN(O)[N+](=O)[O-])O2')",0.46733479185937554,0.0008688277559471111,COc1ccc(CCC2(CN(O)[N+](=O)[O-])CCc3c(C)c(O)c(C)c(C)c3O2)cc1
"[0.6155190707272724, 0.974210000000001, 0.30978571428571433, 0.8695555555555561]",0.006115855811032195,[0 0 0 ... 0 0 0],0.580952380952381,40,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(C)c1Cl)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.5524121521073284,0.0008588693400886993,Cc1c(C)c2c(c(C)c1Cl)CCC(C)(Cc1ccc(CC3SC(=O)C3=O)cc1)O2
"[0.37616599762424235, 0.8122100000000007, 0.5651428571428572, 0.6193844444444452]",0.17163895329847145,[0 0 0 ... 0 0 0],0.4803921568627451,42,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CCN(O)[N+](=O)[O-])O2', 'Cc1c(O)c(O)c(C)c2c1CCC(C)(CC1SC(=O)N=C1O)O2')",0.49922516019502317,0.0007184667431535762,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCC1SC(=O)N=C1O)O2
"[0.5184821878181815, 0.4491899999999999, 0.9142857142857143, 0.6278100000000004]",0.03361500319089361,[0 0 0 ... 0 0 0],0.5742574257425742,44,"('crossover', 'Cc1ccc(CC2SC(=O)NC2=O)cc1-c1c(O)c(C)c(C)c2c1CCC(C)(CO[N+](=O)[O-])O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(Cc1ccc(N(O)[N+](=O)[O-])cc1)O2')",0.5484664883394085,0.0008161285399565397,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)[O-])O2
"[0.7700285852245148, 0.6152066666666669, 0.8155000000000001, 0.7238100000000004]",0.14626673634626763,[0 0 0 ... 0 0 0],0.5087719298245614,45,"('crossover', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COC(F)(F)F)O2', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)C[O-])O2')",0.5183597596020816,0.000666901311880026,Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1O)CCC(C)(CO[N+](=O)COC(F)(F)F)O2
"[0.31239333032727273, 0.8284266666666671, 0.13185714285714287, 0.2864666666666669]",0.2151442938318271,[0 0 0 ... 1 0 0],0.19166666666666668,48,"('mutation', '[*:1]~[D4](~[*;!H0:2])(~[*;!H0:3])~[*:4]>>[*:1]-[*:2]-[*:3]-[*:4]', 'Cc1c(C)c(C(F)(F)F)c(C)c2c1OC(C)(OC(F)(F)F)CC2')",0.2151442938318271,0.002705836983334907,Cc1c(C)c(C(F)(F)F)c(C)c2c1OCC(OC(F)(F)F)C2
"[0.3066308930060605, 0.858743333333334, 0.27635714285714286, 0.6263311111111116]",0.03266795476947448,[0 0 0 ... 0 0 0],0.6,50,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(CF)O2', 'COc1ccc(CC2(OC)CCc3c(C)c(O)c(C)c(C)c3O2)cc1')",0.5847512881028079,0.0007161684802460939,COc1ccc(CC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1
"[0.015547514593939386, 0.5890600000000003, 0.21042857142857144, 0.3167200000000005]",0.022745426446113937,[0 0 0 ... 0 0 0],0.37894736842105264,51,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NC(=O)NCc1ccc(OC(F)(F)F)cc1', 'C#CC1(CF)CCc2c(C)c(O)c(C)c(C)c2O1')",0.3762807799814675,0.0011616743594151106,C#CC1(C)CCc2c(C)c(O)c(C)c(C)c2O1
"[0.6308217112848484, 0.8856100000000007, 0.39571428571428574, 0.9412188888888894]",0.25869077586469164,[0 0 0 ... 0 0 0],0.6862745098039216,53,"('mutation', '[*;H3;!R:1]>>[*:1]#C', 'Cc1c(C)c(C)c2c(c1C)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.640804597002903,0.0016306182798938793,C#Cc1c(C)c(C)c2c(c1C)CCC(C)(Cc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.575770402751515, 0.632436666666667, 0.39885714285714285, 0.43220555555555584]",0.0102769573865579,[0 1 0 ... 0 0 0],0.12781954887218044,55,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)([N+](=O)[O-])O2', 'Cc1ccc(CC2SC(=O)NC2=O)cc1C(=O)C(=O)N(Br)COC(F)F')",0.13714262902834895,0.000777520425094389,Cc1ccc(CCOC(F)F)cc1C(=O)C(=O)N(Br)COC(F)F
