index,smiles,pedigree,descriptors,fitnesses
2,Cc1c(O)c(C)c2c(c1O)C(=O)C(Cc1ccc(O)cc1)CO2,"('database', 'no reaction', 'no parent')","[0.2700467384121211, 0.5590400000000003, 0.6213571428571429, 0.4930211111111114]",0.35454545454545455
13,Cc1c(C)c(N2CCN(C)CC2)c(C)c2c1OC(C)(CO)C2,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1')","[0.2400456913212121, 0.4249266666666666, 0.2567142857142857, 0.5576200000000004]",0.25862068965517243
14,Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1,"('database', 'no reaction', 'no parent')","[0.603361493151515, 0.7935066666666671, 0.7314999999999999, 0.7932688888888891]",0.3790322580645161
18,Cc1c(C)c2c(c(Cc3noc(CCc4ccc(OBr)c(O)c4)n3)c1O)CCC(C)(C)O2,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2')","[0.8397282850424241, 0.960990000000001, 0.698857142857143, 0.9198066666666672]",0.34615384615384615
21,Cc1c(C)c2c(c(-c3cn(CCC4CC(=O)NC4=O)nn3)c1O)CCC(C)(C)O2,"('crossover', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2')","[0.524834561551515, 0.48732333333333333, 0.7595714285714286, 0.7277611111111115]",0.371900826446281
24,COc1ccc(CC2SC(=O)NC2=O)cc1C1CC(=O)NC1=O,"('crossover', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1', 'COc1ccc(CNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2OC)cc1OC')","[0.33049194711515134, 0.2032333333333333, 0.7254999999999999, 0.4680377777777781]",0.3274336283185841
37,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3O)CC(C)(CO)O4)CC2)cc1,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.524910780121212, 0.5883566666666669, 0.4671428571428572, 0.831373333333334]",0.35772357723577236
38,Cc1c(C)c2c(c(-c3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2')","[0.5611641573696968, 0.8098400000000007, 0.7774285714285716, 0.7897822222222227]",0.352
40,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1,"('database', 'no reaction', 'no parent')","[0.5129152373575755, 0.8593600000000007, 0.17814285714285716, 0.8838666666666674]",0.35772357723577236
50,Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2,"('database', 'no reaction', 'no parent')","[0.26722482608484827, 0.8599266666666673, 0.2517857142857143, 0.5835933333333337]",0.3925233644859813
51,CCc1c(C)c(C)c2c(c1C)CC(C)(CO)O2,"('crossover', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1')","[0.027763575587878772, 0.560026666666667, 0.21042857142857144, 0.3317088888888893]",0.297029702970297
53,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1,"('database', 'no reaction', 'no parent')","[0.5189130087393936, 0.688826666666667, 0.3226428571428572, 0.8655088888888894]",0.35772357723577236
61,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1SC(=O)NC1=O)O2,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.42154331133333317, 0.38774333333333333, 0.7480714285714286, 0.5859133333333337]",0.5
67,Cc1c(C)c2c(c(-c3cc(-c4ccc(O)cc4)on3)c1O)CCC(C)(C)O2,"('database', 'no reaction', 'no parent')","[0.42473547944242424, 0.9400400000000007, 0.5408571428571429, 0.702295555555556]",0.3644067796610169
71,COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3Br)CC(C)(C)O4)CC2)cc1,"('mutation', '[#6:1]>>[#35:1]', 'COc1ccc(CN2CCN(c3c(C)c(C)c4c(c3C)CC(C)(C)O4)CC2)cc1')","[0.7065360313090909, 0.9350400000000009, 0.17814285714285716, 0.9167888888888894]",0.336
72,Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C,"('database', 'no reaction', 'no parent')","[0.7218506697818182, 0.8995000000000006, 0.8120714285714286, 0.9852633333333336]",0.366412213740458
73,Cc1c(C)c2c(c(Cc3noc(O)n3)c1O)CCC(C)(C)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)no1)O2', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2')","[0.2398251730909091, 0.5486733333333335, 0.6329285714285715, 0.4375288888888892]",0.30357142857142855
78,Cc1c(C)c2c(c(-c3cn(-c4ccc(CC5CC(=O)NC5=O)cc4)nn3)c1O)CCC(C)(C)O2,"('crossover', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1')","[0.7127607738666665, 0.6775900000000004, 0.7595714285714286, 0.954694444444445]",0.4596774193548387
80,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1,"('database', 'no reaction', 'no parent')","[0.6941849312242425, 0.6529833333333336, 0.6695, 0.7323433333333335]",0.34375
81,CCOc1ccc(CC2CC(=O)NC2O)cc1,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1')","[0.030669222436363632, 0.2637166666666666, 0.4182857142857143, 0.26190555555555595]",0.30097087378640774
82,COc1ccc(N2CCN(Cc3ccc(F)cc3)CC2)cc1,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')","[0.22776906518787876, 0.609416666666667, 0.11221428571428572, 0.5209333333333338]",0.18110236220472442
83,COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1,"('database', 'no reaction', 'no parent')","[0.5215443245090909, 0.5925000000000002, 0.5889285714285716, 0.740685555555556]",0.4188034188034188
88,CN(COc1ccc(CC2CC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,"('crossover', 'CCOc1ccc(CC2CC(=O)NC2=O)cc1', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.8851446729575755, 0.32381666666666653, 0.9924999999999999, 0.9656688888888892]",0.362962962962963
98,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(O)no1)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)no1)O2', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2')","[0.19433760026666666, 0.6252433333333337, 0.5408571428571429, 0.4087400000000002]",0.375
102,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1ccccc1)O2,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)no1)O2', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2')","[0.17321812104242423, 0.8429766666666675, 0.21042857142857144, 0.500675555555556]",0.42574257425742573
105,Cc1ccc(C)c(NC(=O)c2cnoc2C)c1,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2')","[0.015471296024242409, 0.5586933333333334, 0.3937857142857143, 0.2789911111111113]",0.16666666666666666
108,Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)no1)O2,"('database', 'no reaction', 'no parent')","[0.37626604120000007, 0.9521433333333342, 0.3963571428571429, 0.6728644444444447]",0.39473684210526316
110,Cc1c(C)c(C)c2c(c1C)CC(C)(CCc1ccc(F)cc1)O2,"('crossover', 'COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)CC(C)(CO)O4)CC2)cc1', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CCc1ccc(F)cc1)O2')","[0.2642089201212121, 0.9809633333333343, 0.06592857142857143, 0.5872000000000006]",0.3925233644859813
115,Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2,"('database', 'no reaction', 'no parent')","[0.515710625090909, 0.7217733333333339, 0.7187857142857144, 0.7610933333333337]",0.36065573770491804
118,Cc1ccc(-c2cc(-c3ccccc3)no2)o1,"('crossover', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(c1cc(-c3ccccc3)no1)O2')","[0.00023932906666666233, 0.7350033333333337, 0.2797857142857143, 0.2708666666666668]",0.13333333333333333
121,Cc1c(C)c2c(c(-c3cn(O)nn3)c1O)CCC(C)(C)O2,"('crossover', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2', 'Cc1c(C)c2c(c(-c3cn(Cc4ccc(O)c(O)c4)nn3)c1O)CCC(C)(C)O2')","[0.19437164081212127, 0.5180733333333335, 0.5742857142857143, 0.40899222222222265]",0.3
125,CNC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'COc1ccc(CNC(=O)c2cc(CC3SC(=O)NC3=O)ccc2OC)cc1OC')","[0.11561255615757583, 0.44119333333333327, 0.4182857142857143, 0.37487222222222255]",0.37373737373737376
130,COc1ccc(-c2cc(-c3c(O)c(C)c(C)c4c3CCC(C)(C)O4)on2)cc1,"('database', 'no reaction', 'no parent')","[0.4672071463030303, 0.9905400000000008, 0.4622857142857143, 0.7565977777777781]",0.4017094017094017
133,Cc1c(C)c2c(c(Cc3noc(C4SC(=O)NC4=O)n3)c1O)CCC(C)(C)O2,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'Cc1c(C)c2c(c(Cc3noc(CCc4ccc(O)c(O)c4)n3)c1O)CCC(C)(C)O2')","[0.5397581568848485, 0.601756666666667, 0.8182142857142858, 0.6842611111111114]",0.4298245614035088
135,COc1ccc(Cc2ccc(OC(F)(F)F)cc2)cc1C(=O)NCc1ccc(N(C)C)cc1,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.706611294909091, 0.9467666666666674, 0.3628571428571429, 0.8984911111111116]",0.18666666666666668
140,Cc1ccc(-c2nc(CCC(=O)c3cnoc3C)c(C)o2)o1,"('crossover', 'Cc1ccc(NC(=O)C2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1NC(=O)c1cnoc1C', 'Cc1ccc(-c2nc(CCC(=O)c3ccc(CC4SC(=O)NC4=O)cc3)c(C)o2)o1')","[0.22760911209696952, 0.6938933333333338, 0.5876428571428571, 0.41745000000000027]",0.1746031746031746
146,CN(CCC1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1,"('crossover', 'Cc1oc(-c2ccccc2)nc1CN(C)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(OC(F)(F)F)cc1')","[0.6606907523151516, 0.24048333333333324, 0.9265714285714286, 0.7157133333333335]",0.3252032520325203
