acquisition_value,descriptor,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
-3.010401882187428,"[0.2731729034909091, 0.5522733333333335, 0.6067142857142858, 0.5302555555555558]",[0 0 0 ... 0 0 0],0.41904761904761906,2,"('crossover', 'Cc1c(C)c2c(c(CC3SC(=O)NC3=O)c1OC(=O)NO)CCC(C)(C)O2', 'Cc1c(C)c2c(c(N)c1O)CC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.43109005767223807,0.000970605439192895,Cc1c(C)c2c(c(N)c1O)CC(C)(Oc1ccc(CO)cc1)O2
-28.28669853017618,"[0.6150464382545454, 0.5353166666666669, 0.5633571428571428, 0.4821833333333337]",[0 1 0 ... 0 0 0],0.30434782608695654,3,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCO)c(C(O)N(Br)C(F)(F)F)c2)S1', 'COc1ccc(Oc2c(C)c3c(c([N+](=O)[O-])c2O)CCC(C)(C)O3)cc1')",0.29606139583133506,0.000834888644362825,COc1ccc(CC2SC(=O)NC2=O)cc1C(O)N(Br)C(F)(F)F
-1.1191456547489933,"[0.7424291169212122, 0.9418433333333341, 0.2567142857142857, 0.6296644444444449]",[0 1 0 ... 0 0 0],0.30973451327433627,6,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(N(Br)C(C)F)O2', 'Cc1c(C)c2c(c(O)c1O)CC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.32655857637932556,0.0011810021513192852,Cc1c(C)c2c(c(C)c1O)CCC(N(Br)C(C)F)(N(Br)C(C)F)O2
-3.1650204966620556,"[0.0030605857696969856, 0.36725, 0.30978571428571433, 0.14750000000000021]",[0 0 0 ... 0 0 0],0.31958762886597936,7,"('mutation', '[*:1]~[D2]~[*:2]>>[*:1]-[*:2]', 'O=C1NC(=O)C(Cc2ccc(OF)cc2)S1')",0.2971152427239948,0.0012518850992151878,O=C1SC(Cc2ccc(OF)cc2)C1=O
-5.819641940416442,"[0.6939423066181817, 0.4442833333333333, 0.707857142857143, 0.5996588888888893]",[0 1 0 ... 0 0 0],0.31092436974789917,10,"('crossover', 'O=C1NC(O)SC1Cc1ccc(F)cc1', 'CC(F)N(Br)C(O)c1cc(CC2SC(=O)NC2=O)ccc1OCO')",0.3106609755696115,0.0005083627488586197,CC(F)C(F)N(Br)C(O)c1cc(CC2SC(=O)NC2=O)ccc1OCO
-1889.5937426572282,"[0.6975049819030301, 0.9126400000000009, 0.6061428571428571, 0.9402388888888893]",[0 0 0 ... 0 0 0],0.7857142857142857,14,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(C)c2c(c(COc3ccc(CC4SC(=O)NC4=O)cc3)c1O)CCC(C)(C)O2')",0.7002297177503691,0.0008964370355843219,CCC1(C)CCc2c(COc3ccc(CC4SC(=O)NC4=O)cc3)c(O)c(C)c(C)c2O1
-2.584633984088418,"[0.13074991743030304, 0.7339733333333339, 0.27635714285714286, 0.34580888888888933]",[0 0 0 ... 0 0 0],0.37,16,"('crossover', 'CCC1(C)CCc2c(COc3ccc(CC4SC(=O)NC4=O)cc3)c(O)c(C)c(C)c2O1', 'Cc1c(C)c2c(c(COC(F)(F)F)c1O)CCC(C)(C)O2')",0.3809792491806757,0.0010108321300546122,CCC1(C)CCc2c(COF)c(O)c(C)c(C)c2O1
-3.448982609182427,"[0.9095251309454542, 0.9337066666666676, 0.6720714285714285, 0.9593055555555561]",[0 0 0 ... 0 0 0],0.6666666666666666,18,"('mutation', '[*;!R:1]~[*:2]>>[*:1]O[*:2]', 'Cc1c(C)c2c(c(COC(F)(F)c3ccc(CC4SC(=O)NC4=O)cc3)c1O)CCC(C)(CF)O2')",0.6714175902302323,0.0005917963968356229,Cc1c(C)c2c(c(COC(F)(F)Oc3ccc(CC4SC(=O)NC4=O)cc3)c1O)CCC(C)(CF)O2
-5.404602192645885,"[0.34281976044848494, 0.944173333333334, 0.13185714285714287, 0.38598888888888927]",[0 1 0 ... 0 0 0],0.24786324786324787,19,"('mutation', '[*:1]~[D1]>>[*:1]', 'Cc1c(C)c(C(F)(F)F)c(COC(F)(F)F)c2c1OC(C)(C)CC2')",0.24819332147197368,0.0008616070759770724,Cc1c(C)c(C(F)(F)F)c(COC(F)F)c2c1OC(C)(C)CC2
-4.230369944008031,"[0.6155775541454546, 0.6263233333333336, 0.792, 0.8365433333333337]",[0 0 0 ... 0 0 0],0.7789473684210526,21,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'Cc1c(C)c2c(c(N)c1O)CC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.6745470078103627,0.0007799173410052232,Cc1c(C)c2c(c(N)c1O)CC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
-2.1496935786614664,"[0.21242140122424258, 0.18218333333333334, 0.7674285714285715, 0.4148722222222225]",[0 0 0 ... 0 0 0],0.4536082474226804,24,"('crossover', 'CC(C)(N)COc1ccc(CC2SC(=O)NC2=O)cc1', 'O=C1NC(=O)C(Cc2ccc(OCO)c(O)c2)S1')",0.4529684447077093,0.0007183894134808473,CC(N)(N)COc1ccc(CC2SC(=O)NC2=O)cc1
-2.6792821356428,"[0.2391905503757576, 0.2301666666666667, 0.49742857142857144, 0.13679444444444455]",[0 1 0 ... 0 0 0],0.19047619047619047,25,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCO)c(C(O)N(Br)C(F)F)c2)S1', 'O=C1NC(=O)C(Cc2ccc(OCO)c(C(O)N(Br)C(F)F)c2)S1')",0.22315784486543033,0.0016688989085146544,O=C1NC(=O)C(CC(O)N(Br)C(F)F)S1
-5.516929578027703,"[0.5969537361575755, 0.3879333333333332, 0.707857142857143, 0.5452588888888893]",[0 1 0 ... 0 0 0],0.32456140350877194,27,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCO)c(C(O)N(Br)C(F)F)c2)S1', 'Cc1c(C)c2c(c(N)c1O)C(COC1SC(=O)NC1=O)O2')",0.31706164465030745,0.0006785527134238415,CC(F)N(Br)C(O)c1cc(CC2SC(=O)NC2=O)ccc1OCO
-1.1265435090039793,"[0.13062400488484857, 0.3096233333333333, 0.8145714285714287, 0.29037111111111136]",[0 0 0 ... 0 0 0],0.25925925925925924,32,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NO', 'Cc1c(C)c2c(c(N)c1O)CC(C)(Oc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.3241517324550074,0.0021432702851724977,Cc1c(C)c2c(c(N)c1O)CC(C)(OC(=O)NO)O2
