descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.32778441277575754, 0.6295900000000003, 0.7642857142857143, 0.6095933333333341]","tensor(0.2271, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13836393010494785,2,"('crossover', 'Cc1c(O)c(N=CO)c(C)c2c1CCC(C)(CN=CO)O2', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2271, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(CN=CO)c(N=CO)c(C)c2c1CCC(C)(CN=CO)O2,2
"[0.6852889209090908, 0.757856666666667, 0.6061428571428571, 0.9269833333333338]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.6543038256256194,14,"('mutation', '[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3494, dtype=torch.float64)","tensor(1.0032e-06, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.2698538077818181, 0.7819066666666673, 0.27635714285714286, 0.38645333333333365]","tensor(0.2764, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.103923170800164,16,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1CCC(C)(COC1SC(=O)NC1=O)O2', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2764, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",CCC1(C)CCc2c(C)c(O)c(OBr)c(C)c2O1,16
"[0.8397282850424241, 0.7856266666666673, 0.6135, 0.9296155555555561]","tensor(0.0325, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2474086436863919,18,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.2764, dtype=torch.float64)","tensor(1.0032e-06, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,18
"[0.46347460173333327, 0.8807400000000004, 0.1977857142857143, 0.42282222222222254]","tensor(0.2271, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08557648081813822,19,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(CON=CO)O2', 'Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(COc1ccc(CO)cc1)CC2')","tensor(0.2271, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(C)CC2,19
"[0.7005208878666667, 0.6355100000000001, 0.792, 0.9290100000000004]","tensor(0.6075, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.408558485145147,21,"('mutation', '[*;!H0;!R:1]>>[*:1]-N', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.6075, dtype=torch.float64)","tensor(1.0000e-10, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(CN)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,21
"[0.2853127459151513, 0.17465999999999993, 0.8119999999999999, 0.4834955555555559]","tensor(0.2271, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11451041596310985,24,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(CN)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.2271, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(CN)(C1NC(=O)NC1=O)O2,24
"[0.2698538077818181, 0.7046100000000005, 0.27635714285714286, 0.3838977777777782]","tensor(0.1265, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.10331784763635621,35,"('crossover', 'Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(COc1ccc(CO)cc1)CC2', 'CCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1')","tensor(0.2271, dtype=torch.float64)","tensor(1.0030e-06, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(COBr)O2,35
"[0.6036358242303029, 0.6217766666666669, 0.6920714285714286, 0.8419466666666673]","tensor(0.3494, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.40592802373388487,37,"('mutation', '[#16:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3494, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,37
"[0.5248005210060606, 0.8156733333333338, 0.7419285714285716, 0.8076822222222227]","tensor(0.2271, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.23518602858537807,38,"('crossover', 'CCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1', 'Cc1c(O)c(N=CO)c(C)c2c1CCC(C)(COc1ccc(CO)cc1)O2')","tensor(0.2271, dtype=torch.float64)","tensor(1.0030e-06, dtype=torch.float64)",Cc1c2c(c(C)c(N=CO)c1N=CO)OC(C)(COc1ccc(CO)cc1)CC2,38
