descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles,archive index
"[0.23982517309090892, 0.5385683333333334, 0.6795000000000001, 0.5052588888888893]","tensor(0.0369, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.16613823493227167,2,"('crossover', 'Cc1c(O)c(C=N)c(C)c2c1C=CC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1CN=CO)CCC(C)(CN=CO)O2')","tensor(0.1883, dtype=torch.float64)","tensor(0.0035, dtype=torch.float64)",Cc1c(O)c(C=N)c(C)c2c1C=CC(C)(COCN=CO)O2,2
"[0.7055648339272728, 0.9247566666666671, 0.26371428571428573, 0.4710222222222227]","tensor(0.0925, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08504742162254326,6,"('crossover', 'CNc1ccc(OCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1', 'Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(C)CC2')","tensor(0.0925, dtype=torch.float64)","tensor(0.0030, dtype=torch.float64)",Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(OBr)CC2,6
"[0.06360350397575759, 0.39736666666666665, 0.27635714285714286, 0.1415422222222226]","tensor(0.1053, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.10544750494319143,7,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COCCOCO)O2', 'NCCCc1ccc(OCOBr)cc1')","tensor(0.1053, dtype=torch.float64)","tensor(0.0038, dtype=torch.float64)",OCCc1ccc(OCOBr)cc1,7
"[0.7906248797090906, 0.46016666666666667, 0.7579999999999999, 0.6426911111111113]","tensor(0.0002, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.12523522171202947,10,"('mutation', '[*;!H0;!R:1]~[*:2]>>[*:1]=C-[*:2]', 'C#Cc1c(O)c(OBr)c(C)c2c1CCC(OBr)(C1NC(=O)NC1=O)O2')","tensor(0.1181, dtype=torch.float64)","tensor(0.0032, dtype=torch.float64)",C#Cc1c(O)c(OBr)c(C=C)c2c1CCC(OBr)(C1NC(=O)NC1=O)O2,10
"[0.28837082990303003, 0.42617333333333335, 0.4867857142857143, 0.5191844444444448]","tensor(0.0040, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.2022518095475235,13,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COCO)O2', 'Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.1467, dtype=torch.float64)","tensor(0.0033, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COCCOCO)O2,13
"[0.6852889209090908, 0.757856666666667, 0.6061428571428571, 0.9269833333333338]","tensor(0., dtype=torch.float64)",[0 0 0 ... 0 0 0],0.6543038256256194,14,"('mutation', '[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3494, dtype=torch.float64)","tensor(1.0032e-06, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,14
"[0.31232547464242416, 0.8469233333333341, 0.27635714285714286, 0.4377533333333338]","tensor(0.0117, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11305520549337121,16,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1CCC(C)(CCN=CO)O2', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COCO)O2')","tensor(0.1156, dtype=torch.float64)","tensor(0.0025, dtype=torch.float64)",CCCC1(C)CCc2c(C)c(O)c(OBr)c(C)c2O1,16
"[0.8786603379636362, 0.8867900000000007, 0.641, 0.7885844444444449]","tensor(7.7210e-43, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3250805926421702,18,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1CC(CCOC1SC(=O)NC1=O)(OBr)O2', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CN=CO)cc1)O2')","tensor(0.2919, dtype=torch.float64)","tensor(0.0023, dtype=torch.float64)",Cc1c(O)c(OBr)c(C)c2c1CC(COc1ccc(CN=CO)cc1)(OBr)O2,18
"[0.46347460173333327, 0.8807400000000004, 0.1977857142857143, 0.42282222222222254]","tensor(0.2271, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.08557648081813822,19,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(CON=CO)O2', 'Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(COc1ccc(CO)cc1)CC2')","tensor(0.2271, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(C)c(OBr)c(OBr)c2c1OC(C)(C)CC2,19
"[0.6369073360606061, 0.5834183333333334, 0.8624285714285714, 0.8848544444444448]","tensor(9.3169e-98, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.4348179550635397,21,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.3518, dtype=torch.float64)","tensor(0.0033, dtype=torch.float64)",Cc1c(O)c(C=N)c(C)c2c1C=CC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,21
"[0.3335078530787879, 0.11124999999999995, 0.8114285714285714, 0.45579000000000036]","tensor(0.0093, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.17571334639473649,24,"('crossover', 'O=C1NC(=O)C(Cc2ccc(OCCNC=S)cc2)N1', 'Cc1c(O)c(OBr)c(C)c2c1CC(CCOC1SC(=O)NC1=O)(OBr)O2')","tensor(0.1741, dtype=torch.float64)","tensor(0.0026, dtype=torch.float64)",O=C1NC(=O)C(Cc2ccc(OCC3SC(=O)NC3=O)cc2)N1,24
"[0.1392466390909092, 0.05616666666666662, 0.48421428571428576, 0.12473888888888915]","tensor(0.0968, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.0890045379123438,25,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'O=C1NC(=O)C(OCCOBr)S1')","tensor(0.0968, dtype=torch.float64)","tensor(0.0065, dtype=torch.float64)",O=C1NC(CO)SC1OCCOBr,25
"[0.3274934132121213, 0.7495900000000004, 0.23042857142857143, 0.522316666666667]","tensor(0.0513, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.13388445582705236,35,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC2(C)COc1ccc(C=CNBr)cc1', 'O=C1NC(=O)C(Cc2ccc(OCCNC=S)cc2)N1')","tensor(0.1597, dtype=torch.float64)","tensor(0.0042, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1O)CCC2(C)CC=CNBr,35
"[0.6036358242303029, 0.6217766666666669, 0.6920714285714286, 0.8419466666666673]","tensor(0.3494, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.40592802373388487,37,"('mutation', '[#16:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3494, dtype=torch.float64)","tensor(1.0033e-06, dtype=torch.float64)",Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2,37
"[0.6005436996969697, 0.7191016666666671, 0.7996428571428572, 0.8247577777777783]","tensor(0.0608, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.36774607758347877,38,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.3111, dtype=torch.float64)","tensor(0.0042, dtype=torch.float64)",Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CN3C(=O)NC3=O)cc1)O2,38
"[0.6397425015757576, 0.9892516666666675, 0.32221428571428573, 0.893815555555556]","tensor(4.6184e-311, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.3570614798691533,40,"('crossover', 'Cc1c(O)c(C=N)c(C)c2c1CCC(C)(COc1ccc(CN3C(=O)NC3=O)cc1)O2', 'C#Cc1c(C)c2c(c(C)c1O)CCC2(C)COc1ccc(C=CNBr)cc1')","tensor(0.2433, dtype=torch.float64)","tensor(0.0023, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1C=N)CCC2(C)COc1ccc(C=CNBr)cc1,40
"[0.4065094568848484, 0.3159349999999999, 0.8624285714285714, 0.6090544444444449]","tensor(0.0304, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.19609797252487157,44,"('crossover', 'N=CCc1ccc(OC2NC(=O)NC2=O)cc1', 'Cc1c(O)c(C=N)c(C)c2c1C=CC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')","tensor(0.2156, dtype=torch.float64)","tensor(0.0020, dtype=torch.float64)",Cc1c(O)c(C=N)c(C)c2c1C=CC(C)(COCC1NC(=O)NC1=O)O2,44
"[0.8663442333939394, 0.6452066666666668, 0.738, 0.6633055555555558]","tensor(1.4037e-07, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.21954637192232584,45,"('crossover', 'Cc1c(O)c(OBr)c(C)c2c1CC(COc1ccc(CCN)cc1)(OBr)O2', 'Cc1c(O)c(C=S)c(C)c2c1CCC(C)(COCOC1SC(=O)NC1=O)O2')","tensor(0.1906, dtype=torch.float64)","tensor(0.0040, dtype=torch.float64)",Cc1c(O)c(OBr)c(C)c2c1CC(CCOC1SC(=O)NC1=O)(OBr)O2,45
"[0.3460104353333334, 0.8504100000000006, 0.36228571428571427, 0.6874277777777781]","tensor(0.0002, dtype=torch.float64)",[0 1 0 ... 0 0 0],0.27280105154287865,50,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CNc1ccc(OCC2(C)CCc3c(C)c(O)c(C)c(C)c3O2)cc1')","tensor(0.2575, dtype=torch.float64)","tensor(0.0027, dtype=torch.float64)",CNc1ccc(OCC2(C)C=Cc3c(C)c(O)c(C)c(C)c3O2)cc1,50
"[0.04851583667878787, 0.4391, 0.23042857142857143, 0.19190555555555583]","tensor(0.0079, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11490451915214345,51,"('crossover', 'O=C1NC(=O)C(COc2ccc(CC=CNBr)cc2)S1', 'Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.1160, dtype=torch.float64)","tensor(0.0035, dtype=torch.float64)",OCc1ccc(CC=CNBr)cc1,51
"[0.6429275131636363, 0.7307733333333336, 0.48421428571428576, 0.9211055555555561]","tensor(0.0916, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.49116474562129453,53,"('mutation', '[*:1]~[D1]>>[*:1]', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')","tensor(0.3999, dtype=torch.float64)","tensor(0.0029, dtype=torch.float64)",C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SCNC3=O)cc1)O2,53
"[0.5604134782181815, 0.698656666666667, 0.40821428571428575, 0.45226444444444475]","tensor(0.0312, dtype=torch.float64)",[0 0 0 ... 0 0 0],0.11635114942158349,55,"('crossover', 'C#Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC=N)cc1)O2', 'Cc1c(O)c(OBr)c(C)c2c1CC(CCOC1SC(=O)NC1=O)(OBr)O2')","tensor(0.1470, dtype=torch.float64)","tensor(0.0032, dtype=torch.float64)",COCCC1(OBr)Cc2c(C)c(O)c(OBr)c(C)c2O1,55
