descriptor,expected_improvement,fingerprint,fitness,niche_index,pedigree,predicted_fitness,predicted_uncertainty,smiles
"[0.25797497707878797, 0.5004666666666667, 0.4816428571428572, 0.5245933333333337]",0.7335260623891574,[0 0 0 ... 0 0 0],0.3103448275862069,13.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'CCOc1ccc(CC2SC(=O)NC2=O)cc1')",0.7335260623891574,9.366281114015971e-06,CCOc1ccc(-c2ccc(CC3NC(=O)NC3=O)cc2)cc1
"[0.655033315042424, 0.8123766666666671, 0.6061428571428571, 0.8914500000000005]",,[0 0 0 ... 0 0 0],1.0,,"('database', 'no reaction', 'no parent')",,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
"[0.8397282850424241, 0.7856266666666673, 0.6135, 0.9296155555555561]",0.73358188768104,[0 0 0 ... 0 0 0],0.6666666666666666,18.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-Br', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')",0.73358188768104,9.362244443135444e-06,Cc1c(C)c2c(c(C)c1OBr)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2
"[0.6521052624727272, 0.4857566666666666, 0.8365714285714285, 0.8551222222222228]",0.7335921384518199,[0 0 0 ... 0 0 0],0.6666666666666666,21.0,"('crossover', 'Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2')",0.7335921384518199,9.360520726377072e-06,Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2
"[0.33076627819393933, 0.2805233333333332, 0.7706428571428572, 0.5104111111111116]",0.7335699822744974,[0 0 0 ... 0 0 0],0.42452830188679247,24.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.7335699822744974,9.365391050763085e-06,Cc1c(O)c(CO)c(C)c2c1CCC(C)(CC1NC(=O)NC1=O)O2
"[0.6036358242303029, 0.6217766666666669, 0.6920714285714286, 0.8419466666666673]",0.9999999996061935,[0 0 0 ... 0 0 0],0.7916666666666666,37.0,"('mutation', '[#16:1]>>[#7:1]', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.9999999996061935,7.897411449399624e-10,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2
"[0.43063320724848475, 0.4017899999999999, 0.7506428571428571, 0.5747477777777783]",0.7335734638334468,[0 0 0 ... 0 0 0],0.5247524752475248,44.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.7335734638334468,9.364503475208378e-06,Cc1c(O)c(CO)c(C)c2c1CCC(C)(COC1SC(=O)NC1=O)O2
"[0.3126286643878786, 0.7809600000000007, 0.4208571428571429, 0.5919288888888894]",0.9999999996061932,[0 0 0 ... 0 0 0],0.6521739130434783,50.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.9999999996061932,7.897416921905547e-10,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(O)cc1)O2
"[0.33076627819393933, 0.34720999999999996, 0.6920714285714286, 0.5120688888888892]",0.7335766717869777,[0 0 0 ... 0 0 0],0.5408163265306123,61.0,"('crossover', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3NC(=O)NC3=O)cc1)O2', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(O)cc1)O2')",0.7335766717869777,9.36360389105944e-06,Cc1c(C)c2c(c(C)c1O)CCC(C)(COC1NC(=O)NC1=O)O2
"[0.7035027532848485, 0.6763566666666668, 0.7506428571428571, 0.9046255555555561]",0.9999999996061938,[0 0 0 ... 0 0 0],0.8421052631578947,78.0,"('mutation', '[*;!H0;!R:1]>>[*:1]-O', 'Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2')",0.9999999996061938,7.897403806781351e-10,Cc1c(O)c(CO)c(C)c2c1CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
