index,smiles,pedigree,descriptors,fitnesses
0,CC(CO)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1')","[0.34892629772121203, 0.16351666666666673, 0.6419285714285715, 0.5487122222222226]",0.21445295329370595
2,C#Cc1oc(O)nc1C=CC(=O)CCCCC(=O)c1ccc(O)cc1,"('crossover', 'C#Cc1oc(O)nc1C=CC(=O)CCC(=O)c1ccc(O)cc1', 'C#Cc1oc(O)nc1C=CC(=O)CCC(=O)c1ccc(O)cc1')","[0.34578991710303025, 0.5987833333333336, 0.7187857142857144, 0.5672122222222223]",0.2933978340576183
3,CN(CCCN(O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1,"('crossover', 'CC(C)c1cc(CCSc2ccc(C=C3SCNC3=O)cc2)ccc1O', 'CN(CSCC(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1')","[0.6487880194181819, 0.5269500000000001, 0.6022857142857143, 0.4852644444444448]",0.2373106272655558
4,C=C=c1[nH]c(=O)sc1=Cc1ccc(SCC(C)C)cc1,"('crossover', 'C#CC(C)c1cc(CSc2ccc(C=c3sc(=O)[nH]c3=C=C)cc2)ccc1O', 'CC(C)c1cc(CSN(Br)S(=O)(=O)c2ccc(CC3CNC(=O)S3)cc2)ccc1O')","[0.2365913823151516, 0.5131166666666668, 0.2347142857142857, 0.5421744444444447]",0.1407647015042334
7,O=C(NCCCSCCCO)C(F)(F)F,"('crossover', 'C#CC(C)c1cc(CSc2ccc(C=c3sc(=O)[nH]c3=C)cc2)ccc1O', 'O=C(NCCCSc1ccc(CCCO)cc1)C(F)(F)F')","[0.0608173768121212, 0.27843333333333337, 0.35235714285714287, 0.14121666666666688]",0.11228034364703177
10,CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1')","[0.7820367194181818, 0.4883, 0.6425000000000001, 0.6225777777777782]",0.2709302500347951
11,CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)N(O)C(F)(F)F,"('crossover', 'C#Cc1oc(O)nc1C=C(F)Cc1ccc(O)cc1', 'CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1')","[0.4666955065212121, 0.20719999999999997, 0.6425000000000001, 0.2528111111111112]",0.10872840971705736
13,C=c1[nH]c(=O)sc1=Cc1ccc(Sc2ccc(N)cc2)cc1,"('mutation', '[#8:1]>>[#7:1]', 'C=c1[nH]c(=O)sc1=Cc1ccc(Sc2ccc(O)cc2)cc1')","[0.306226530509091, 0.4848166666666667, 0.42057142857142854, 0.6077566666666668]",0.27244052789226697
14,CCC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O')","[0.6033076803030302, 0.9280133333333341, 0.6442142857142859, 0.852538888888889]",0.4088371275649665
16,CC(C)c1cc(CSc2ccc(O)cc2)ccc1O,"('crossover', 'CC(C)c1cc(CC2SC(=O)NC2=O)ccc1O', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CSc1ccc(O)cc1)O2')","[0.14879621459393946, 0.8355833333333341, 0.289, 0.44292888888888926]",0.19396726161362793
