index,smiles,pedigree,descriptors,fitnesses
0,CC(CO)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1')","[0.34892629772121203, 0.16351666666666673, 0.6419285714285715, 0.5487122222222226]",0.21445295329370595
2,Cc1oc(O)nc1C=CC=CC=CC(=O)c1ccc(O)cc1,"('crossover', 'Cc1oc(O)nc1C=CC=CC(=O)c1ccc(O)cc1', 'C#CN(C=O)c1ccc(CCNC(=O)c2ccc(O)c(C)c2)cc1')","[0.21848517563636363, 0.6504533333333335, 0.5968571428571429, 0.47395666666666675]",0.2844516351362822
7,CC(C)(Br)CS(=O)(=O)CCCO,"('crossover', 'CC(C)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O', 'CC(C)(Br)CS(=O)(=O)CCS(=O)(=O)CO')","[0.0999773558787879, 0.24285, 0.3883571428571429, 0.14847333333333373]",0.08099846995043672
10,CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1,"('crossover', 'COCCc1nc(-c2ccc(O)c(O)c2)oc1C', 'CN(CSc1ccc(C2SC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1')","[0.8184003557818181, 0.3995499999999999, 0.6827142857142858, 0.6727688888888893]",0.24525960228410848
11,CC(C)(Br)CS(=O)(=O)CCS(=O)(=O)CO,"('crossover', 'CC(C)(Br)CS(=O)(=O)CO', 'CN(CCO)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1')","[0.29380129599999993, 0.07321666666666672, 0.6322142857142857, 0.2503600000000004]",0.09081621607134618
13,C=c1[nH]c(=O)sc1=Cc1ccc(Sc2ccc(O)cc2)cc1,"('crossover', 'C=c1[nH]c(=O)sc1=Cc1ccc(SCc2ccc(O)c(C(C)C)c2)cc1', 'C#Cc1oc(O)nc1C=CC(=O)C=CC(=O)c1ccc(O)cc1')","[0.30920839592727273, 0.5053833333333334, 0.3792142857142857, 0.5772277777777778]",0.2647703346474103
14,CCC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O,"('mutation', '[*;!H0;!R:1]>>[*:1]-C', 'CC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O')","[0.6033076803030302, 0.9280133333333341, 0.6442142857142859, 0.852538888888889]",0.4088371275649665
16,CC(C)c1cc(CSc2ccc(O)cc2)ccc1O,"('crossover', 'CC(C)c1cc(CC2SC(=O)NC2=O)ccc1O', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CSc1ccc(O)cc1)O2')","[0.14879621459393946, 0.8355833333333341, 0.289, 0.44292888888888926]",0.19396726161362793
18,CC(C)c1cc(CSN(Br)S(=O)(=O)c2ccc(CC3CNC(=O)S3)cc2)ccc1O,"('crossover', 'CC(C)c1cc(CSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O', 'O=C1NC(=O)C(=CN(Br)S(=O)(=O)c2ccc(CC3CNC(=O)S3)cc2)S1')","[0.9242434312606058, 0.9220166666666674, 0.6193571428571429, 0.9596255555555558]",0.36462111270984005
21,CC(=O)NCCc1ccc(S(=O)(=O)CSc2ccc(C3SC(=O)NC3=O)cc2)cc1,"('crossover', 'CC(=O)NCCc1ccc(S(=O)(=O)CN(C)CCC2CN(O)C(=O)S2)cc1', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)CSc2ccc(C3SC(=O)NC3=O)cc2)cc1')","[0.7244043476969697, 0.5688000000000001, 0.7815, 0.8561355555555559]",0.40266328763301573
24,CC(=O)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)CC=CCO)cc1')","[0.30034660036363625, 0.1911333333333333, 0.6193571428571429, 0.48352555555555593]",0.21420715100820756
25,CC(C)(Br)CS(=O)(=O)C#CS(C)(=O)=O,"('mutation', '[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#[*:2]', 'CC(C)(Br)CS(=O)(=O)CCS(C)(=O)=O')","[0.2331157967636364, 0.17295000000000002, 0.4877142857142857, 0.21569555555555583]",0.0782942033675354
27,CN(C=C1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2CNC(=O)S2)cc1,"('mutation', '[*:1]~[D1]>>[*:1]', 'CN(C=C1SC(=O)NC1=O)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.5697496472121214, 0.33316666666666667, 0.8046428571428572, 0.6565022222222224]",0.2527958596974438
32,C=Cc1oc(ON)nc1C=Cc1nc(O)oc1C,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=C', 'Cc1oc(O)nc1C=Cc1nc(ON)oc1C')","[0.07295441161212121, 0.3737533333333333, 0.7681428571428572, 0.2582466666666668]",0.15182609593851684
33,C=C(c1ccc(S(=O)(=O)N(C)C=Cc2cc(=O)[nH]c(=O)s2)cc1)C1SC(=O)NC1=O,"('mutation', '[*;!H0;!R;!H1:1]>>[*:1]=C', 'CN(C=Cc1cc(=O)[nH]c(=O)s1)S(=O)(=O)c1ccc(CC2SC(=O)NC2=O)cc1')","[0.7273099945454546, 0.3254666666666667, 0.9534285714285714, 0.8398466666666667]",0.27218019096454027
