index,smiles,pedigree,descriptors,fitnesses
0,CC(CN)NCCc1ccc(S(=O)(=O)CN(C)C=C=CCO)cc1,"('crossover', 'Cc1c(CCN)c(CC=CCN)c(C)c2c1CCC(C)(C(=O)NCCCCN)O2', 'CC(CO)NCCc1ccc(S(=O)(=O)CN(C)C=C=CCO)cc1')","[0.38841609916363634, 0.16500000000000034, 0.6832857142857143, 0.6246633333333337]",0.2211388078380666
2,C#Cc1oc(O)nc1C=CCC(=O)CCCC(=O)c1ccc(O)cc1,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'C#Cc1oc(O)nc1C=CC(=O)CCCC(=O)c1ccc(O)cc1')","[0.34578991710303025, 0.5987833333333336, 0.7187857142857144, 0.5672122222222223]",0.29796435618588235
3,CN(CCCN(O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1,"('crossover', 'CC(C)c1cc(CCSc2ccc(C=C3SCNC3=O)cc2)ccc1O', 'CN(CSCC(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1')","[0.6487880194181819, 0.5269500000000001, 0.6022857142857143, 0.4852644444444448]",0.2373106272655558
4,C=C=c1[nH]c(=O)sc1=CCc1ccc(SC2=CNCS2)cc1,"('crossover', 'OCc1ccc(CSCc2ccc(SC3=CNCS3)cc2)cc1', 'C#CC(C)c1cc(CSc2ccc(C=c3sc(=O)[nH]c3=C=C)cc2)ccc1O')","[0.36674795778181835, 0.4516499999999999, 0.3206428571428572, 0.6374377777777778]",0.2303188896570418
6,CN(CSCC(F)(F)F)S(=O)(=O)c1ccc(CCCSCC(F)(F)F)cc1,"('crossover', 'CN(CSCC(F)(F)F)S(=O)(=O)c1ccc(CCCN(O)C(F)(F)F)cc1', 'CN(CCSCC(O)(F)F)S(=O)(=O)c1ccc(SCC(O)(F)F)cc1')","[0.6971157914181819, 0.8813666666666674, 0.267, 0.6274644444444449]",0.1344128525844869
7,O=C(NCCCSCCCO)C(F)(F)F,"('crossover', 'C#CC(C)c1cc(CSc2ccc(C=c3sc(=O)[nH]c3=C)cc2)ccc1O', 'O=C(NCCCSc1ccc(CCCO)cc1)C(F)(F)F')","[0.0608173768121212, 0.27843333333333337, 0.35235714285714287, 0.14121666666666688]",0.11228034364703177
10,CN(CCSNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1,"('mutation', '[*;!R:1]~[*:2]>>[*:1]S[*:2]', 'CN(CCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCN(O)C(F)(F)F)cc1')","[0.7395650525575758, 0.4812166666666668, 0.6425000000000001, 0.5685000000000003]",0.27857659602361606
11,CN(CC(=O)SCC(O)(F)F)S(=O)(=O)C=CN(O)C(F)(F)F,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CN(CC(=O)SCC(O)(F)F)S(=O)(=O)CCN(O)C(F)(F)F')","[0.4515241047030305, 0.2125166666666666, 0.7010714285714286, 0.2777900000000001]",0.1305652411824268
13,C=c1c(=Cc2ccc(Sc3ccc(N)cc3)cc2)sn1CO,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'C=c1c(=Cc2ccc(Sc3ccc(N)cc3)cc2)sn1O')","[0.31233456100606066, 0.49531666666666685, 0.36557142857142855, 0.6031800000000004]",0.2974989878199466
14,C=CC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CCC(C#N)c1cc(CCSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O')","[0.5971996498060606, 0.8906800000000007, 0.6442142857142859, 0.8514944444444447]",0.41778581199602477
16,Cc1cc(SC=CSc2ccc(O)cc2)ccc1O,"('mutation', '[*;!R:1]~[*:2]>>[*:1]S[*:2]', 'Cc1cc(C=CSc2ccc(O)cc2)ccc1O')","[0.19710158087272708, 0.8769700000000008, 0.289, 0.46449555555555594]",0.2520096943355242
18,CC(Br)(C#N)C(C#N)c1cc(CSc2ccc(C=C3SN(O)C3=O)cc2)ccc1O,"('mutation', '[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3]', 'CC(Br)(C#N)C(C#N)c1cc(CSc2ccc(C=C3SC(=O)NC3=O)cc2)ccc1O')","[0.8363080165818181, 0.9482266666666673, 0.7739285714285715, 0.8845477777777779]",0.3757442600831939
19,CC(C)c1cc(C(F)(F)F)ccc1CCCCN(O)CC(F)(F)F,"('mutation', '[*;!R:1]~[*:2]>>[*:1]C[*:2]', 'CC(C)c1cc(C(F)(F)F)ccc1CCCCN(O)C(F)(F)F')","[0.40046282912727277, 0.9841666666666673, 0.16764285714285712, 0.4209500000000004]",0.14168097519043563
