index,smiles,pedigree,descriptors,fitnesses
0,CC(O)NCCc1ccc(S(=O)(=O)N(C)CC=CCO)cc1,"('mutation', '[*:1]!-[*:2]>>[*:1]-[*:2]', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)CC=CCO)cc1')","[0.31256266135757566, 0.1376666666666667, 0.6419285714285715, 0.5096788888888892]",0.20963302550706417
2,Cc1oc(O)nc1C=CC=CC=CC(=O)c1ccc(O)cc1,"('crossover', 'Cc1oc(O)nc1C=CC=CC(=O)c1ccc(O)cc1', 'C#CN(C=O)c1ccc(CCNC(=O)c2ccc(O)c(C)c2)cc1')","[0.21848517563636363, 0.6504533333333335, 0.5968571428571429, 0.47395666666666675]",0.2844516351362822
7,CC(C)(Br)CS(=O)(=O)CO,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)c(C(C)(C)Br)c1', 'Cc1cc(C(=O)NCCS(=O)(=O)CO)ccc1O')","[0.015034022157575775, 0.17075000000000004, 0.3883571428571429, 0.04309555555555586]",0.07149035408976619
10,CN(CSCCNC(=O)C(F)(F)F)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1,"('crossover', 'COCCc1nc(-c2ccc(O)c(O)c2)oc1C', 'CN(CSc1ccc(C2SC(=O)NC2=O)cc1)S(=O)(=O)c1ccc(CCNC(=O)C(F)(F)F)cc1')","[0.8184003557818181, 0.3995499999999999, 0.6827142857142858, 0.6727688888888893]",0.24525960228410848
13,C#CN(C=O)c1ccc(CCNC(=O)c2ccc(O)c(C)c2)cc1,"('mutation', '[*;H3;!R:1]>>[*:1]#C', 'Cc1cc(C(=O)NCCc2ccc(N(C)C=O)cc2)ccc1O')","[0.2943386134424243, 0.45443666666666677, 0.49742857142857144, 0.5855444444444445]",0.21305442674783792
14,C=CC(C=S)c1cc(CSc2ccc(CC3SC(=O)NC3=O)cc2)ccc1O,"('crossover', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)c(C(C)(C)Br)c1', 'C=CC(C=S)c1cc(CSc2ccc(C3SC(=O)NC3=O)cc2)ccc1O')","[0.618341534751515, 0.8913166666666674, 0.4742857142857143, 0.8813833333333335]",0.37867782702150166
16,CC(C)c1cc(CSc2ccc(O)cc2)ccc1O,"('crossover', 'CC(C)c1cc(CC2SC(=O)NC2=O)ccc1O', 'Cc1c(C)c2c(c(C)c1N)CC(C)(CSc1ccc(O)cc1)O2')","[0.14879621459393946, 0.8355833333333341, 0.289, 0.44292888888888926]",0.19396726161362793
18,CCc1ccc(C=C2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)c(C(C)(C)Br)c1,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CCc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)c(C(C)(C)Br)c1')","[0.8395642130787879, 0.8897500000000006, 0.6821428571428572, 0.9572966666666668]",0.3176507941711844
21,COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(O)c(C(C)C)c1,"('crossover', 'Cc1ccc(CC2CC(=O)NC(=O)S2)c(C)c1Oc1ccc(O)c(C(C)C)c1', 'COc1ccc(CC2SC(=O)NC2=O)cc1C(=O)NCc1ccc(N(C)C)cc1')","[0.6155775541454546, 0.6413833333333336, 0.7480714285714286, 0.8331300000000001]",0.32566705651738004
24,CC(=O)NCCc1ccc(S(=O)(=O)N(C)C=C=CCO)cc1,"('mutation', '[*;!H0:1]-[*;!H0:2]>>[*:1]=[*:2]', 'CC(=O)NCCc1ccc(S(=O)(=O)N(C)CC=CCO)cc1')","[0.30034660036363625, 0.1911333333333333, 0.6193571428571429, 0.48352555555555593]",0.21420715100820756
